単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2020/7/1,0時,2456,0,1918,354,15,24,0,0,81,0,0,64,2456
,1時,2483,0,1817,385,14,24,0,0,72,0,0,171,2483
,2時,2635,0,1874,439,15,24,0,0,80,0,0,203,2635
,3時,2746,0,1996,464,15,24,0,0,87,0,0,159,2746
,4時,2707,0,2083,448,15,24,11,0,95,0,0,31,2707
,5時,2629,0,1852,450,14,24,80,0,84,0,0,125,2629
,6時,2610,0,1706,474,16,24,226,0,48,0,0,116,2610
,7時,2636,0,1686,498,16,24,420,0,43,0,0,-52,2636
,8時,2893,0,1764,481,15,24,831,0,31,0,22,-275,2893
,9時,3210,0,1723,470,14,24,1129,0,27,0,26,-204,3210
,10時,3306,0,1767,456,0,24,1260,0,18,0,26,-245,3306
,11時,3445,0,1914,423,0,24,1246,0,21,0,73,-257,3445
,12時,3452,0,2127,304,0,24,1100,0,21,0,133,-258,3452
,13時,3492,0,2270,379,0,24,802,0,20,0,223,-226,3492
,14時,3500,0,2307,509,0,24,665,0,14,0,259,-278,3500
,15時,3409,0,2226,574,0,24,468,0,15,0,171,-68,3409
,16時,3404,0,2193,596,0,24,310,0,18,0,171,93,3404
,17時,3308,0,2251,619,0,24,152,0,26,0,171,64,3308
,18時,3293,0,2336,630,0,24,22,0,27,0,245,10,3293
,19時,3343,0,2384,616,0,24,0,0,15,0,247,57,3343
,20時,3205,0,2415,538,0,24,0,0,10,0,174,44,3205
,21時,3050,0,2421,482,0,24,0,0,16,0,166,-59,3050
,22時,2882,0,2365,469,0,24,0,0,18,0,198,-193,2882
,23時,2738,0,2215,453,0,24,0,0,23,0,31,-8,2738
2020/7/2,0時,2587,0,1934,314,0,24,0,0,15,0,25,275,2587
,1時,2585,0,1848,335,0,24,0,0,8,0,31,339,2585
,2時,2748,0,1989,361,0,24,0,0,6,0,31,336,2748
,3時,2874,0,2044,429,0,24,0,0,7,0,31,339,2874
,4時,2836,0,2007,425,0,24,9,0,8,0,31,331,2836
,5時,2720,0,1813,423,0,24,63,0,13,0,48,336,2720
,6時,2790,0,1882,357,0,24,121,0,12,0,62,332,2790
,7時,2926,0,1976,357,0,24,176,0,25,0,52,316,2926
,8時,3209,0,2320,421,0,24,248,0,27,0,26,143,3209
,9時,3457,0,2474,453,0,24,246,0,25,0,41,194,3457
