単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2022/10/1,0時,2608,0,1889,413,7,194,0,0,175,0,28,-99,2608
,1時,2592,0,2060,413,8,194,0,0,187,0,39,-310,2592
,2時,2693,0,2167,452,7,194,0,0,191,0,41,-359,2693
,3時,2867,0,2275,471,7,194,0,0,181,0,58,-320,2867
,4時,2886,0,2210,502,8,194,0,0,177,0,153,-357,2886
,5時,2763,0,1950,519,7,193,7,0,156,0,255,-323,2763
,6時,2696,0,1668,478,8,195,175,0,133,0,181,-142,2696
,7時,2710,0,1272,448,7,194,573,0,134,0,48,33,2710
,8時,2841,0,1118,416,7,194,980,0,145,0,-150,131,2841
,9時,2995,0,1006,385,8,187,1262,0,132,0,-189,203,2995
,10時,3059,0,1026,388,7,177,1405,0,143,0,-189,101,3059
,11時,3100,0,1060,389,7,176,1434,0,146,0,-188,77,3100
,12時,3002,0,1057,371,8,184,1408,0,144,0,-307,138,3002
,13時,3082,0,1145,405,8,194,1279,0,150,0,-277,178,3082
,14時,3098,0,1230,443,9,195,933,0,135,0,-117,269,3098
,15時,3045,0,1553,501,8,181,460,0,112,0,120,110,3045
,16時,3186,0,1882,555,8,171,99,0,105,0,342,25,3186
,17時,3373,0,2019,635,9,176,0,0,108,0,375,52,3373
,18時,3367,0,2058,641,8,189,0,0,109,0,188,173,3367
,19時,3242,0,2038,584,8,190,0,0,101,0,169,152,3242
,20時,3062,0,2010,529,9,189,0,0,81,0,119,126,3062
,21時,2879,0,1936,461,8,189,0,0,75,0,51,160,2879
,22時,2797,0,1932,447,9,188,0,0,83,0,82,56,2797
,23時,2697,0,1815,417,8,188,0,0,84,0,38,146,2697
2022/10/2,0時,2587,0,1669,422,8,189,0,0,89,0,40,169,2587
,1時,2577,0,1651,425,7,191,0,0,88,0,43,173,2577
,2時,2684,0,1703,446,8,191,0,0,76,0,42,217,2684
,3時,2830,0,1794,471,7,191,0,0,69,0,71,226,2830
,4時,2907,0,1744,502,8,191,0,0,74,0,124,265,2907
,5時,2705,0,1621,518,7,191,5,0,78,0,102,184,2705
,6時,2613,0,1487,453,8,190,188,0,73,0,32,181,2613
,7時,2641,0,1352,412,7,191,586,0,83,0,31,-21,2641
,8時,2721,0,1135,371,7,190,896,0,85,0,-90,127,2721
,9時,2800,0,981,372,8,190,1071,0,65,0,-214,328,2800
