DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2019/10/1 0:00,7165,533,9171,0,0,0,82,0,92,521,0,-3234
2019/10/1 1:00,7037,525,9289,0,0,0,70,0,92,520,0,-3459
2019/10/1 2:00,7151,528,9253,0,0,0,66,0,92,519,0,-3307
2019/10/1 3:00,7432,500,9437,0,0,0,72,0,91,518,0,-3186
2019/10/1 4:00,7579,456,9617,0,0,0,84,0,90,519,0,-3187
2019/10/1 5:00,7559,454,9478,0,13,0,89,0,90,518,0,-3083
2019/10/1 6:00,7708,460,9503,0,467,0,84,0,91,518,0,-3415
2019/10/1 7:00,8122,475,8867,0,1657,0,79,0,92,521,0,-3569
2019/10/1 8:00,8761,502,8459,0,2833,0,82,0,91,514,0,-3720
2019/10/1 9:00,9655,508,8539,0,3649,0,96,0,91,512,0,-3740
2019/10/1 10:00,10120,561,8626,0,4111,0,93,0,89,512,0,-3872
2019/10/1 11:00,10415,588,8681,0,4297,0,104,0,88,513,0,-3856
2019/10/1 12:00,10013,599,8681,0,4135,0,135,0,90,514,0,-4141
2019/10/1 13:00,10489,622,9166,0,3608,0,153,0,89,511,0,-3660
2019/10/1 14:00,10560,661,9642,0,2767,0,150,0,91,511,0,-3262
2019/10/1 15:00,10423,691,9951,0,1666,0,163,0,89,511,0,-2648
2019/10/1 16:00,9982,735,10205,0,286,0,150,0,88,516,0,-1998
2019/10/1 17:00,9932,850,10292,0,1,0,155,0,89,516,0,-1971
2019/10/1 18:00,9692,923,10089,0,0,0,135,0,91,518,0,-2064
2019/10/1 19:00,9138,902,10008,0,0,0,119,0,92,518,0,-2501
2019/10/1 20:00,8609,742,9576,0,0,0,100,0,91,518,0,-2418
2019/10/1 21:00,8135,604,9560,0,0,0,91,0,92,518,0,-2730
2019/10/1 22:00,7921,564,9731,0,0,0,101,0,88,514,0,-3077
2019/10/1 23:00,7672,537,9516,0,3,0,110,0,86,512,0,-3092
2019/10/2 0:00,7255,433,9041,0,0,0,135,0,91,512,0,-2957
2019/10/2 1:00,7142,442,9078,0,0,0,148,0,92,511,0,-3129
2019/10/2 2:00,7239,447,8943,0,0,0,152,0,92,512,0,-2907
2019/10/2 3:00,7508,451,9022,0,0,0,128,0,91,512,0,-2696
2019/10/2 4:00,7706,463,9226,0,0,0,100,0,90,511,0,-2684
2019/10/2 5:00,7696,465,9196,0,12,0,95,0,87,511,0,-2670
2019/10/2 6:00,7791,457,8975,0,490,0,76,0,91,511,0,-2809
2019/10/2 7:00,8204,450,8445,0,1718,0,71,0,92,516,0,-3088
2019/10/2 8:00,8830,469,7863,0,2828,0,57,0,90,511,0,-2988
2019/10/2 9:00,9754,484,7908,0,3690,0,46,0,90,512,0,-2976
2019/10/2 10:00,10119,586,8088,0,4119,0,41,0,90,514,0,-3319
2019/10/2 11:00,10429,611,8186,0,4213,0,34,0,86,515,0,-3216
2019/10/2 12:00,10023,622,8398,0,3983,0,36,0,90,516,0,-3622
2019/10/2 13:00,10630,634,8941,0,3524,0,40,0,90,514,0,-3113
2019/10/2 14:00,10730,672,9446,0,2719,0,43,0,89,513,0,-2752
2019/10/2 15:00,10568,766,9896,0,1594,0,42,0,92,513,0,-2335
2019/10/2 16:00,10168,876,10449,0,258,0,40,0,87,519,31,-2092
2019/10/2 17:00,10020,958,10264,0,0,0,41,0,86,519,142,-1990
2019/10/2 18:00,9715,986,10204,0,0,0,42,0,92,521,58,-2188
2019/10/2 19:00,9134,960,10054,0,0,0,48,0,89,521,0,-2538
2019/10/2 20:00,8649,731,9970,0,0,0,81,0,92,522,0,-2747
2019/10/2 21:00,8180,565,9824,0,0,0,117,0,91,521,0,-2938
