DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2023/10/1 0:00,6289,710,7626,0,0,0,327,0,122,582,0,-3078
2023/10/1 1:00,6145,711,7376,0,0,0,320,0,121,580,0,-2963
2023/10/1 2:00,6209,721,7224,0,0,0,309,0,121,580,0,-2746
2023/10/1 3:00,6449,738,7423,0,0,0,271,0,122,580,0,-2685
2023/10/1 4:00,6646,755,7551,0,0,0,224,0,122,579,0,-2585
2023/10/1 5:00,6620,771,7509,0,5,0,245,0,121,583,0,-2614
2023/10/1 6:00,6465,775,7302,0,240,0,249,0,121,574,0,-2796
2023/10/1 7:00,6600,780,7798,0,772,0,185,0,121,583,0,-3639
2023/10/1 8:00,6911,780,7631,0,1630,0,138,0,120,567,0,-3955
2023/10/1 9:00,7172,759,7139,0,2352,0,182,0,119,577,0,-3956
2023/10/1 10:00,7269,760,6332,0,3292,0,291,0,119,580,0,-4105
2023/10/1 11:00,7351,767,5825,0,3708,0,512,0,122,613,0,-4196
2023/10/1 12:00,7453,773,6317,0,3199,0,475,0,119,594,0,-4024
2023/10/1 13:00,7460,841,6207,0,3264,0,327,0,119,591,0,-3889
2023/10/1 14:00,7309,917,6934,0,2130,0,403,0,122,623,0,-3820
2023/10/1 15:00,7337,943,8052,0,1113,0,422,0,119,577,0,-3889
2023/10/1 16:00,7461,1010,9104,0,218,0,361,0,121,591,0,-3944
2023/10/1 17:00,7883,1060,9360,0,3,0,376,0,121,587,0,-3624
2023/10/1 18:00,7908,987,9233,0,0,0,385,0,122,592,0,-3411
2023/10/1 19:00,7637,992,9279,0,0,0,280,0,123,583,0,-3620
2023/10/1 20:00,7325,960,9046,0,0,0,288,0,122,588,0,-3679
2023/10/1 21:00,7000,850,8519,0,0,0,764,0,123,594,0,-3850
2023/10/1 22:00,6674,816,8091,0,0,0,869,0,123,581,0,-3806
2023/10/1 23:00,6441,785,7695,0,0,0,941,0,123,579,0,-3682
2023/10/2 0:00,6211,760,7335,0,0,0,1035,0,123,579,0,-3621
2023/10/2 1:00,6102,759,7282,0,0,0,1073,0,124,580,0,-3716
2023/10/2 2:00,6189,750,7376,0,0,0,1014,0,124,580,0,-3655
2023/10/2 3:00,6448,755,7465,0,0,0,970,0,124,576,0,-3442
2023/10/2 4:00,6729,762,7430,0,0,0,931,0,124,573,0,-3091
2023/10/2 5:00,6905,765,7417,0,25,0,873,0,123,568,0,-2866
2023/10/2 6:00,7004,756,7016,0,814,0,891,0,123,555,0,-3151
2023/10/2 7:00,7324,778,6159,0,2633,0,833,0,121,550,0,-3750
2023/10/2 8:00,8177,797,5859,0,4114,0,847,0,121,536,0,-4097
2023/10/2 9:00,9018,806,5490,0,5246,0,1066,0,121,512,0,-4223
2023/10/2 10:00,9218,803,5562,0,5325,0,1236,0,123,538,0,-4369
2023/10/2 11:00,9208,816,5624,0,5022,0,1299,0,125,577,0,-4255
2023/10/2 12:00,8865,788,5364,0,5208,0,1317,0,121,538,0,-4471
2023/10/2 13:00,9221,812,6243,0,4648,0,1258,0,121,533,0,-4394
2023/10/2 14:00,9306,880,7334,0,3773,0,1185,0,121,528,0,-4515
2023/10/2 15:00,9146,885,8561,0,2201,0,1113,0,121,530,0,-4265
2023/10/2 16:00,8980,952,9593,0,455,0,1180,0,124,587,0,-3911
2023/10/2 17:00,8907,927,10266,0,4,0,969,0,124,563,0,-3946
2023/10/2 18:00,8759,842,10227,0,0,0,851,0,124,563,0,-3848
2023/10/2 19:00,8300,825,9486,0,0,0,817,0,123,576,0,-3527
2023/10/2 20:00,7928,768,9094,0,0,0,664,0,124,579,0,-3301
2023/10/2 21:00,7551,706,8487,0,0,0,797,0,124,569,0,-3132
2023/10/2 22:00,7291,706,8006,0,0,0,999,0,123,569,0,-3112
2023/10/2 23:00,7083,712,7503,0,0,0,1118,0,124,576,0,-2950
2023/10/3 0:00,6855,660,7433,0,0,0,1185,0,124,575,0,-3122
2023/10/3 1:00,6672,659,7269,0,0,0,1078,0,124,578,0,-3036
2023/10/3 2:00,6784,662,7238,0,0,0,1078,0,124,575,0,-2893
2023/10/3 3:00,7046,667,7543,0,0,0,1079,0,124,572,0,-2939
2023/10/3 4:00,7266,688,7666,0,0,0,957,0,123,571,0,-2739
2023/10/3 5:00,7379,697,7684,0,25,0,1074,0,124,566,0,-2791
2023/10/3 6:00,7356,658,7165,0,841,0,1179,0,122,551,0,-3160
2023/10/3 7:00,7597,657,6282,0,2712,0,1093,0,121,551,0,-3819
2023/10/3 8:00,8472,651,5866,0,4490,0,1080,0,122,554,0,-4291
2023/10/3 9:00,9182,638,5579,0,5675,0,1107,0,121,565,0,-4503
2023/10/3 10:00,9393,635,5619,0,6165,0,1008,0,120,571,0,-4725
2023/10/3 11:00,9388,639,5820,0,6001,0,926,0,123,603,0,-4724
2023/10/3 12:00,8996,634,5699,0,5800,0,836,0,123,604,0,-4700
2023/10/3 13:00,9337,696,6924,0,4894,0,761,0,123,586,0,-4647
2023/10/3 14:00,9472,779,8228,0,3693,0,677,0,121,529,0,-4555
2023/10/3 15:00,9276,810,9624,0,1933,0,532,0,120,531,0,-4274
2023/10/3 16:00,9071,883,10154,0,370,0,452,0,125,565,0,-3478
2023/10/3 17:00,9085,886,10255,0,3,0,443,0,123,545,0,-3170
2023/10/3 18:00,8896,818,10033,0,0,0,421,0,122,545,0,-3043
2023/10/3 19:00,8466,756,10054,0,0,0,330,0,123,538,0,-3335
2023/10/3 20:00,8038,717,9722,0,0,0,191,0,124,531,0,-3247
2023/10/3 21:00,7616,654,9475,0,0,0,81,0,123,518,0,-3235
2023/10/3 22:00,7314,628,8979,0,0,0,73,0,124,496,0,-2986
2023/10/3 23:00,7111,625,7972,0,0,0,72,0,124,487,0,-2169
2023/10/4 0:00,6779,595,7888,0,0,0,49,0,123,488,0,-2364
2023/10/4 1:00,6672,591,7699,0,0,0,74,0,124,486,0,-2302
2023/10/4 2:00,6712,592,7725,0,0,0,81,0,124,476,0,-2286
2023/10/4 3:00,6942,585,7708,0,0,0,107,0,123,470,0,-2051
2023/10/4 4:00,7205,593,7832,0,0,0,112,0,124,470,0,-1926
2023/10/4 5:00,7322,591,8163,0,1,0,111,0,124,471,0,-2139
2023/10/4 6:00,7396,578,8182,0,208,0,110,0,122,464,0,-2268
2023/10/4 7:00,7672,579,8376,0,719,0,93,0,123,466,0,-2684
2023/10/4 8:00,8480,589,8663,0,1527,0,64,0,125,511,0,-2999
2023/10/4 9:00,9006,586,8595,0,2450,0,25,0,123,505,0,-3278
2023/10/4 10:00,9125,588,8570,0,3320,0,22,0,123,517,0,-4015
2023/10/4 11:00,9229,577,8145,0,3965,0,22,0,121,506,49,-4156
2023/10/4 12:00,8720,615,7545,0,3922,0,22,0,122,535,1,-4042
2023/10/4 13:00,9200,701,8466,0,3543,0,18,0,123,541,-111,-4081
2023/10/4 14:00,9373,808,9290,0,2641,0,22,0,120,535,0,-4043
2023/10/4 15:00,9220,811,10043,0,1297,0,32,0,121,518,0,-3602
2023/10/4 16:00,9124,870,10311,0,271,0,77,0,123,543,0,-3071
2023/10/4 17:00,9051,878,10411,0,2,0,159,0,121,533,0,-3053
2023/10/4 18:00,8811,890,9932,0,0,0,224,0,123,522,0,-2880
2023/10/4 19:00,8469,832,9737,0,0,0,264,0,123,514,0,-3001
2023/10/4 20:00,8055,818,9380,0,0,0,348,0,122,515,0,-3128
2023/10/4 21:00,7651,759,8769,0,0,0,413,0,122,506,0,-2918
