DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2019/1/1 0:00,9582,743,10321,0,0,0,758,0,102,609,0,-2951
2019/1/1 1:00,9688,746,9963,0,0,0,765,0,101,609,0,-2496
2019/1/1 2:00,9852,742,10109,0,0,0,779,0,100,607,0,-2485
2019/1/1 3:00,9939,816,10427,0,0,0,761,0,102,605,0,-2772
2019/1/1 4:00,9864,846,9988,0,0,0,792,0,102,604,0,-2468
2019/1/1 5:00,9623,913,9661,0,0,0,819,0,102,603,0,-2475
2019/1/1 6:00,9290,912,9574,0,0,0,816,0,101,607,0,-2720
2019/1/1 7:00,8796,738,9813,0,110,0,817,0,101,588,0,-3371
2019/1/1 8:00,8927,714,9142,0,633,0,796,0,101,548,0,-3007
2019/1/1 9:00,8798,694,8372,0,1302,0,779,0,103,510,0,-2962
2019/1/1 10:00,8423,689,8027,0,1773,0,817,0,100,491,-214,-3260
2019/1/1 11:00,8207,692,7988,0,1921,0,815,0,102,486,0,-3797
2019/1/1 12:00,8181,704,8050,0,1822,0,805,0,100,499,0,-3799
2019/1/1 13:00,8103,708,8165,0,1571,0,778,0,102,518,0,-3739
2019/1/1 14:00,8046,706,8196,0,963,0,684,0,99,550,0,-3152
2019/1/1 15:00,8363,743,8830,0,239,0,609,0,103,595,0,-2756
2019/1/1 16:00,9027,973,9454,0,9,0,546,0,103,619,0,-2677
2019/1/1 17:00,9717,1133,10126,0,0,0,441,0,100,620,0,-2703
2019/1/1 18:00,9740,1088,10579,0,0,0,398,0,102,619,0,-3046
2019/1/1 19:00,9551,850,10606,0,0,0,383,0,101,626,0,-3015
2019/1/1 20:00,9492,790,10615,0,0,0,370,0,99,626,0,-3008
2019/1/1 21:00,9335,773,10442,0,0,0,405,0,101,621,0,-3007
2019/1/1 22:00,8936,724,9940,0,0,0,385,0,102,622,0,-2837
2019/1/1 23:00,9126,714,10002,0,0,0,368,0,103,620,0,-2681
2019/1/2 0:00,8890,706,9548,0,0,0,332,0,102,626,0,-2424
2019/1/2 1:00,9154,710,9844,0,0,0,319,0,100,627,0,-2446
2019/1/2 2:00,9367,727,9850,0,0,0,301,0,102,623,0,-2236
2019/1/2 3:00,9512,906,9807,0,0,0,295,0,101,625,0,-2222
2019/1/2 4:00,9548,984,9616,0,0,0,308,0,101,625,0,-2086
2019/1/2 5:00,9518,822,10011,0,0,0,323,0,101,626,0,-2365
2019/1/2 6:00,9358,699,10070,0,0,0,353,0,101,626,0,-2491
2019/1/2 7:00,9098,692,9962,0,152,0,413,0,100,607,0,-2828
2019/1/2 8:00,9307,708,9617,0,774,0,427,0,103,589,0,-2911
2019/1/2 9:00,9161,692,8749,0,1550,0,505,0,102,546,0,-2983
2019/1/2 10:00,8850,681,8442,0,1812,0,594,0,103,525,0,-3307
2019/1/2 11:00,8565,678,8463,0,1792,0,699,0,100,526,0,-3693
2019/1/2 12:00,8630,689,8532,0,1759,0,807,0,103,533,0,-3793
2019/1/2 13:00,8740,688,8634,0,1651,0,842,0,99,554,0,-3728
2019/1/2 14:00,8647,699,8751,0,992,0,823,0,101,580,0,-3299
2019/1/2 15:00,8768,715,9018,0,247,0,869,0,102,621,0,-2804
2019/1/2 16:00,9557,872,9723,0,12,0,870,0,103,645,0,-2668
2019/1/2 17:00,10319,1106,10810,0,0,0,878,0,100,650,0,-3225
2019/1/2 18:00,10274,1112,10797,0,0,0,884,0,101,648,0,-3268
2019/1/2 19:00,10138,868,10714,0,0,0,884,0,100,658,0,-3086
2019/1/2 20:00,9983,764,11015,0,0,0,807,0,100,658,0,-3361
2019/1/2 21:00,9727,759,10869,0,0,0,756,0,102,658,0,-3417
2019/1/2 22:00,9357,729,10593,0,0,0,719,0,102,617,0,-3403
2019/1/2 23:00,9465,721,10306,0,0,0,695,0,102,617,0,-2976
2019/1/3 0:00,9223,705,9710,0,0,0,619,0,101,618,0,-2530
2019/1/3 1:00,9545,701,10082,0,0,0,613,0,99,617,0,-2567
2019/1/3 2:00,9879,733,10425,0,0,0,585,0,102,616,0,-2582
2019/1/3 3:00,10039,951,10410,0,0,0,551,0,101,619,0,-2593
2019/1/3 4:00,10031,966,10305,0,0,0,596,0,103,618,0,-2557
2019/1/3 5:00,9938,724,10469,0,0,0,568,0,101,619,0,-2543
2019/1/3 6:00,9641,665,10232,0,0,0,534,0,102,621,0,-2513
2019/1/3 7:00,9398,662,10339,0,103,0,522,0,101,609,0,-2938
2019/1/3 8:00,9775,666,10357,0,561,0,450,0,99,609,0,-2967
2019/1/3 9:00,9847,644,9441,0,1130,0,513,0,103,572,0,-2556
2019/1/3 10:00,9657,655,8761,0,1576,0,523,0,101,541,0,-2500
2019/1/3 11:00,9435,642,8673,0,1751,0,577,0,102,535,0,-2845
2019/1/3 12:00,9076,647,8474,0,1609,0,620,0,100,539,0,-2913
2019/1/3 13:00,8910,655,8709,0,1239,0,612,0,100,554,0,-2959
2019/1/3 14:00,8902,671,8862,0,871,0,609,0,101,577,0,-2789
2019/1/3 15:00,9168,680,9307,0,262,0,562,0,103,619,0,-2365
2019/1/3 16:00,9937,918,10018,0,18,0,572,0,102,644,0,-2335
2019/1/3 17:00,10620,1173,10913,0,0,0,588,0,101,653,0,-2808
2019/1/3 18:00,10646,1191,10965,0,0,0,561,0,100,661,0,-2832
2019/1/3 19:00,10488,1090,10921,0,0,0,561,0,101,669,0,-2854
2019/1/3 20:00,10222,925,10848,0,0,0,561,0,100,669,0,-2881
2019/1/3 21:00,9843,818,10698,0,0,0,515,0,100,668,0,-2956
2019/1/3 22:00,9268,798,10229,0,0,0,473,0,101,617,0,-2950
2019/1/3 23:00,9309,791,10325,0,0,0,446,0,101,607,0,-2961
2019/1/4 0:00,9018,804,9486,0,0,0,474,0,100,613,0,-2459
2019/1/4 1:00,9349,807,9846,0,0,0,491,0,101,616,0,-2512
2019/1/4 2:00,9663,898,10000,0,0,0,598,0,100,613,0,-2546
