DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2020/7/1 0:00,6857,1180,9048,0,0,0,102,0,130,347,0,-3950
2020/7/1 1:00,6836,1176,8904,0,0,0,89,0,129,347,0,-3809
2020/7/1 2:00,6967,1200,8798,0,0,0,107,0,129,348,0,-3615
2020/7/1 3:00,7289,1243,9497,0,0,0,110,0,130,348,0,-4039
2020/7/1 4:00,7393,1271,9659,0,11,0,101,0,128,347,0,-4124
2020/7/1 5:00,7281,1283,9453,0,114,0,104,0,130,344,0,-4147
2020/7/1 6:00,7350,1289,9084,0,370,0,91,0,130,343,0,-3957
2020/7/1 7:00,7802,1293,9608,0,633,0,99,0,128,344,0,-4303
2020/7/1 8:00,8958,1310,10521,0,978,0,92,0,129,339,0,-4411
2020/7/1 9:00,9753,1329,11416,0,1323,0,72,0,128,338,0,-4853
2020/7/1 10:00,9924,1331,11631,0,1534,0,68,0,128,340,0,-5108
2020/7/1 11:00,10141,1361,11701,0,1607,0,91,0,129,338,0,-5086
2020/7/1 12:00,9667,1451,11197,0,1611,0,132,0,129,341,0,-5194
2020/7/1 13:00,10093,1467,11424,0,1512,0,156,0,128,339,0,-4933
2020/7/1 14:00,10080,1465,11544,0,1289,0,113,0,129,337,0,-4797
2020/7/1 15:00,9913,1540,11662,0,761,0,59,0,127,341,0,-4577
2020/7/1 16:00,9844,1564,11759,0,365,0,86,0,129,347,0,-4406
2020/7/1 17:00,9472,1537,11548,0,219,0,58,0,128,340,0,-4358
2020/7/1 18:00,9218,1535,11253,0,23,0,48,0,129,348,0,-4118
2020/7/1 19:00,8960,1506,10872,0,0,0,42,0,129,348,0,-3937
2020/7/1 20:00,8510,1505,10484,0,0,0,62,0,132,349,0,-4022
2020/7/1 21:00,8060,1525,10066,0,0,0,48,0,129,349,0,-4057
2020/7/1 22:00,7688,1477,9616,0,0,0,48,0,131,349,0,-3933
2020/7/1 23:00,7384,1469,9076,0,0,0,69,0,130,348,0,-3708
2020/7/2 0:00,7011,1386,8421,0,0,0,73,0,131,348,0,-3348
2020/7/2 1:00,6930,1369,8351,0,0,0,71,0,132,349,0,-3342
2020/7/2 2:00,7013,1330,8273,0,0,0,75,0,131,347,0,-3143
2020/7/2 3:00,7277,1299,8313,0,0,0,77,0,131,347,0,-2890
2020/7/2 4:00,7406,1316,8523,0,3,0,93,0,131,347,0,-3007
2020/7/2 5:00,7314,1319,8463,0,119,0,198,0,131,345,0,-3261
2020/7/2 6:00,7281,1294,8445,0,457,0,184,0,128,345,0,-3572
2020/7/2 7:00,7817,1290,8676,0,918,0,130,0,130,342,0,-3669
2020/7/2 8:00,8966,1339,9680,0,1644,0,102,0,130,338,0,-4267
2020/7/2 9:00,9573,1413,9914,0,2112,0,170,0,129,350,0,-4515
2020/7/2 10:00,9848,1442,10048,0,2260,0,302,0,131,347,0,-4682
2020/7/2 11:00,9939,1468,9983,0,2461,0,407,0,128,341,0,-4849
2020/7/2 12:00,9513,1509,9512,0,2371,0,507,0,128,340,0,-4854
2020/7/2 13:00,9989,1508,9905,0,2237,0,539,0,128,337,0,-4665
2020/7/2 14:00,9933,1516,10150,0,1821,0,555,0,128,343,0,-4580
2020/7/2 15:00,9710,1544,9676,0,1530,0,622,0,129,347,0,-4138
2020/7/2 16:00,9649,1662,9677,0,982,0,700,0,129,343,0,-3844
2020/7/2 17:00,9344,1675,9763,0,592,0,732,0,129,340,0,-3887
2020/7/2 18:00,8998,1668,9939,0,57,0,694,0,129,350,0,-3839
2020/7/2 19:00,8882,1660,9994,0,0,0,677,0,131,350,0,-3930
2020/7/2 20:00,8463,1542,10053,0,0,0,562,0,128,350,0,-4172
2020/7/2 21:00,7967,1536,9862,0,0,0,595,0,130,349,0,-4505
2020/7/2 22:00,7595,1536,9342,0,0,0,485,0,129,350,0,-4247
2020/7/2 23:00,7264,1519,9124,0,0,0,363,0,129,350,0,-4221
2020/7/3 0:00,6917,1459,8582,0,0,0,365,0,131,350,0,-3970
2020/7/3 1:00,6821,1455,8538,0,0,0,399,0,131,349,0,-4051
2020/7/3 2:00,6962,1456,8431,0,0,0,383,0,130,348,0,-3786
2020/7/3 3:00,7171,1448,8578,0,0,0,260,0,131,348,-1,-3593
2020/7/3 4:00,7238,1428,8853,0,40,0,143,0,132,347,-217,-3488
2020/7/3 5:00,7261,1412,8709,0,502,0,81,0,128,340,-222,-3689
2020/7/3 6:00,7286,1407,8538,0,1284,0,51,0,131,341,-221,-4245
2020/7/3 7:00,7669,1391,8041,0,2280,0,36,0,131,342,0,-4552
2020/7/3 8:00,8774,1372,8645,0,3234,0,19,0,130,340,0,-4966
2020/7/3 9:00,9680,1369,8943,0,3909,0,21,0,130,339,0,-5031
2020/7/3 10:00,9923,1393,9119,0,4184,0,22,0,124,340,0,-5259
2020/7/3 11:00,9993,1441,9132,0,4068,0,25,0,122,340,0,-5135
2020/7/3 12:00,9522,1481,9168,0,3509,0,30,0,120,346,0,-5132
2020/7/3 13:00,9872,1515,9493,0,3315,0,52,0,119,339,0,-4961
2020/7/3 14:00,9814,1587,9538,0,2766,0,83,0,119,334,0,-4613
2020/7/3 15:00,9578,1548,9594,0,2006,0,94,0,121,338,0,-4123
2020/7/3 16:00,9561,1610,10109,0,1255,0,96,0,118,336,0,-3963
2020/7/3 17:00,9065,1637,10090,0,594,0,85,0,121,336,0,-3798
2020/7/3 18:00,8715,1668,10287,0,63,0,83,0,120,347,0,-3853
2020/7/3 19:00,8657,1683,10300,0,0,0,101,0,131,346,0,-3904
2020/7/3 20:00,8192,1609,9897,0,0,0,151,0,133,345,0,-3943
2020/7/3 21:00,7726,1563,9725,0,0,0,163,0,135,346,0,-4206
2020/7/3 22:00,7507,1543,9258,0,0,0,167,0,132,346,0,-3939
2020/7/3 23:00,7185,1523,8943,0,0,0,213,0,134,346,0,-3974
2020/7/4 0:00,6779,1457,8028,0,0,0,234,0,133,346,0,-3419
2020/7/4 1:00,6685,1448,7508,0,0,0,242,0,134,347,0,-2994
2020/7/4 2:00,6842,1452,7656,0,0,0,270,0,135,348,0,-3019
2020/7/4 3:00,7096,1451,7904,0,0,0,297,0,134,347,0,-3037
2020/7/4 4:00,7124,1471,8001,0,14,0,319,0,132,347,-1,-3159
2020/7/4 5:00,7003,1527,7894,0,88,0,319,0,130,345,-215,-3085
2020/7/4 6:00,6768,1609,7380,0,253,0,333,0,132,344,-221,-3062
2020/7/4 7:00,7029,1633,7697,0,430,0,336,0,113,342,-221,-3301
2020/7/4 8:00,7432,1650,8351,0,725,0,294,0,91,339,0,-4018
2020/7/4 9:00,7842,1683,8886,0,833,0,239,0,87,340,0,-4226
2020/7/4 10:00,7892,1675,8951,0,1048,0,279,0,88,341,0,-4490
2020/7/4 11:00,7926,1677,9017,0,1390,0,275,0,89,343,0,-4865
2020/7/4 12:00,7864,1667,9087,0,1316,0,264,0,87,341,0,-4898
2020/7/4 13:00,7864,1647,9439,0,1139,0,235,0,90,341,0,-5027
2020/7/4 14:00,7788,1637,9469,0,863,0,212,0,88,341,0,-4822
2020/7/4 15:00,7780,1620,9770,0,463,0,152,0,89,342,0,-4656
2020/7/4 16:00,7965,1648,10237,0,233,0,163,0,90,345,0,-4751
2020/7/4 17:00,8007,1631,10340,0,112,0,147,0,88,346,0,-4657
2020/7/4 18:00,7998,1632,10428,0,14,0,117,0,90,351,0,-4634
2020/7/4 19:00,7919,1665,10255,0,0,0,115,0,88,352,0,-4556
2020/7/4 20:00,7562,1726,9872,0,0,0,86,0,89,352,0,-4563
2020/7/4 21:00,7198,1760,9430,0,0,0,56,0,88,352,0,-4488
2020/7/4 22:00,7066,1759,9326,0,0,0,60,0,89,352,0,-4520
2020/7/4 23:00,6759,1745,8903,0,0,0,65,0,90,353,0,-4397
2020/7/5 0:00,6471,1745,8031,0,0,0,89,0,90,350,0,-3834
2020/7/5 1:00,6392,1743,7759,0,0,0,115,0,89,351,0,-3665
2020/7/5 2:00,6562,1729,7892,0,0,0,107,0,88,352,0,-3606
2020/7/5 3:00,6820,1727,8264,0,0,0,100,0,90,350,0,-3711
2020/7/5 4:00,6892,1730,8299,0,18,0,112,0,88,349,0,-3704
2020/7/5 5:00,6669,1732,7761,0,182,0,107,0,90,345,0,-3548
2020/7/5 6:00,6531,1650,7032,0,482,0,109,0,90,342,-106,-3068
2020/7/5 7:00,6801,1649,7268,0,735,0,97,0,88,341,-220,-3157
2020/7/5 8:00,7018,1615,7908,0,916,0,75,0,91,340,-110,-3817
2020/7/5 9:00,7290,1603,8053,0,1280,0,76,0,87,343,0,-4152
2020/7/5 10:00,7409,1603,8108,0,1461,0,95,0,90,356,0,-4304
2020/7/5 11:00,7559,1607,8435,0,1715,0,90,0,87,359,0,-4734
2020/7/5 12:00,7505,1616,8849,0,1524,0,93,0,89,360,0,-5026
2020/7/5 13:00,7459,1631,8718,0,1509,0,102,0,88,369,0,-4958
2020/7/5 14:00,7506,1655,8423,0,1631,0,79,0,87,394,0,-4763
2020/7/5 15:00,7409,1618,8664,0,1159,0,65,0,90,397,0,-4584
2020/7/5 16:00,7585,1641,9451,0,846,0,45,0,88,398,0,-4884
2020/7/5 17:00,7851,1646,9966,0,320,0,23,0,89,399,0,-4592
2020/7/5 18:00,8019,1635,10016,0,31,0,20,0,87,404,0,-4174
2020/7/5 19:00,7936,1631,9922,0,0,0,24,0,90,404,0,-4135
2020/7/5 20:00,7652,1580,9882,0,0,0,25,0,88,404,0,-4327
2020/7/5 21:00,7268,1575,9740,0,0,0,21,0,89,410,0,-4567
2020/7/5 22:00,6966,1576,9600,0,0,0,28,0,88,404,0,-4730
2020/7/5 23:00,6633,1544,8692,0,0,0,22,0,89,406,0,-4120
2020/7/6 0:00,6338,1532,7707,0,0,0,14,0,89,405,0,-3409
2020/7/6 1:00,6335,1529,7799,0,0,0,14,0,88,406,0,-3501
2020/7/6 2:00,6487,1520,7532,0,0,0,12,0,89,405,0,-3071
2020/7/6 3:00,6817,1517,7903,0,0,0,19,0,89,405,0,-3116
2020/7/6 4:00,6995,1508,8494,0,24,0,27,0,89,406,0,-3553
2020/7/6 5:00,6949,1490,8257,0,229,0,34,0,88,399,0,-3548
2020/7/6 6:00,7065,1476,8133,0,508,0,32,0,90,396,0,-3570
2020/7/6 7:00,7669,1476,8832,0,829,0,37,0,87,398,0,-3990
2020/7/6 8:00,8734,1478,10306,0,1206,0,37,0,87,402,0,-4782
2020/7/6 9:00,9450,1524,10939,0,1372,0,47,0,87,402,0,-4921
