ãüãããÊàÊÇÃé˘ããé¿ê—,,,,,,,,,,,,,
,,é˘óvé¿ê—(MWh),ãüããé¿ê—(MWh),,,,,,,,,,
DATE,TIME,é˘óv,å¥éqóÕ,âŒóÕ,êÖóÕ,ínîM,ÉoÉCÉIÉ}ÉX,ëæózåı(é¿ê—),ëæózåı(ó}êßó ),ïóóÕ(é¿ê—),ïóóÕ(ó}êßó ),ógêÖ,òAånê¸í™ó¨
2017/4/10,10:00,7298,0,5341,747,0,90,645,Å|,105,Å|,0,370
2017/4/10,11:00,7418,0,5396,698,0,90,669,Å|,79,Å|,111,374
2017/4/10,12:00,6950,0,5139,684,0,90,649,Å|,69,Å|,2,318
2017/4/10,13:00,7351,0,5436,695,0,90,602,Å|,70,Å|,86,373
2017/4/10,14:00,7380,0,5501,694,0,90,538,Å|,91,Å|,125,341
2017/4/10,15:00,7219,0,5393,726,0,90,491,Å|,102,Å|,51,365
2017/4/10,16:00,7235,0,5467,737,0,90,320,Å|,102,Å|,160,359
2017/4/10,17:00,7234,0,5596,761,0,90,129,Å|,104,Å|,202,352
2017/4/10,18:00,7352,0,5661,765,0,92,11,Å|,103,Å|,394,327
2017/4/10,19:00,7195,0,5549,768,0,90,0,Å|,111,Å|,199,478
2017/4/10,20:00,6910,0,5366,722,0,90,0,Å|,126,Å|,0,605
2017/4/10,21:00,6538,0,5086,666,0,91,0,Å|,117,Å|,0,579
2017/4/10,22:00,6193,0,4648,665,0,91,0,Å|,136,Å|,0,654
2017/4/10,23:00,5948,0,4114,649,0,92,0,Å|,145,Å|,0,948
2017/4/11,0:00,5802,0,4285,612,0,91,0,Å|,141,Å|,9,664
2017/4/11,1:00,5816,0,4219,632,0,92,0,Å|,136,Å|,0,737
2017/4/11,2:00,6225,0,4314,656,0,91,0,Å|,132,Å|,0,1032
2017/4/11,3:00,6610,0,4719,663,0,91,0,Å|,123,Å|,0,1014
2017/4/11,4:00,6510,0,4544,666,0,93,0,Å|,110,Å|,0,1098
2017/4/11,5:00,6324,0,4520,617,0,92,0,Å|,95,Å|,0,1000
2017/4/11,6:00,6454,0,4442,602,0,92,62,Å|,65,Å|,0,1190
2017/4/11,7:00,6777,0,5016,640,0,92,168,Å|,36,Å|,0,824
2017/4/11,8:00,7318,0,5453,710,0,90,295,Å|,23,Å|,79,668
2017/4/11,9:00,7758,0,5629,754,0,90,380,Å|,17,Å|,127,762
2017/4/11,10:00,7743,0,5574,757,0,90,471,Å|,11,Å|,124,716
2017/4/11,11:00,7714,0,5601,707,0,90,520,Å|,6,Å|,146,644
2017/4/11,12:00,7144,0,5108,676,0,90,559,Å|,23,Å|,3,684
2017/4/11,13:00,7386,0,5293,692,0,90,527,Å|,70,Å|,0,714
2017/4/11,14:00,7358,0,5229,699,0,90,546,Å|,91,Å|,0,703
2017/4/11,15:00,7263,0,5259,685,0,90,418,Å|,118,Å|,0,693
2017/4/11,16:00,7262,0,5447,719,0,90,267,Å|,101,Å|,40,599
2017/4/11,17:00,7233,0,5430,782,0,90,132,Å|,102,Å|,99,598
2017/4/11,18:00,7343,0,5551,805,0,92,13,Å|,126,Å|,177,579
2017/4/11,19:00,7175,0,5451,793,0,90,0,Å|,110,Å|,59,673
2017/4/11,20:00,6912,0,5289,751,0,90,0,Å|,104,Å|,7,672
2017/4/11,21:00,6551,0,4605,745,0,91,0,Å|,73,Å|,0,1038
2017/4/11,22:00,6189,0,4509,709,0,91,0,Å|,40,Å|,0,840
2017/4/11,23:00,6012,0,4496,690,0,92,0,Å|,32,Å|,0,702
2017/4/12,0:00,5888,0,4431,652,0,90,0,Å|,31,Å|,0,683
2017/4/12,1:00,5942,0,4351,675,0,91,0,Å|,33,Å|,0,792
2017/4/12,2:00,6364,0,4519,704,0,91,0,Å|,40,Å|,0,1010
2017/4/12,3:00,6674,0,4702,707,0,91,0,Å|,53,Å|,23,1097
2017/4/12,4:00,6633,0,4573,708,0,93,0,Å|,57,Å|,44,1159
2017/4/12,5:00,6499,0,4611,705,0,92,0,Å|,47,Å|,41,1002
2017/4/12,6:00,6479,0,4531,666,0,92,100,Å|,46,Å|,0,1044
2017/4/12,7:00,6649,0,4629,666,0,93,394,Å|,68,Å|,0,798
2017/4/12,8:00,7058,0,4623,697,0,90,827,Å|,94,Å|,0,727
2017/4/12,9:00,7270,0,4354,731,0,90,1225,Å|,90,Å|,0,781
2017/4/12,10:00,7048,0,4215,715,0,90,1301,Å|,65,Å|,0,662
2017/4/12,11:00,6995,0,3849,678,0,91,1677,Å|,52,Å|,-51,700
2017/4/12,12:00,6509,0,3795,666,0,93,1803,Å|,34,Å|,-549,667
2017/4/12,13:00,7045,0,3863,661,0,91,1838,Å|,40,Å|,-110,662
2017/4/12,14:00,6830,0,3963,658,0,90,1653,Å|,29,Å|,-143,580
2017/4/12,15:00,6581,0,3948,670,0,90,1365,Å|,24,Å|,-139,624
2017/4/12,16:00,6739,0,4414,739,0,90,953,Å|,9,Å|,0,534
2017/4/12,17:00,6657,0,4887,763,0,93,307,Å|,3,Å|,3,602
2017/4/12,18:00,6973,0,5370,783,0,92,14,Å|,0,Å|,155,559
2017/4/12,19:00,6996,0,5409,775,0,90,0,Å|,0,Å|,193,529
2017/4/12,20:00,6785,0,5183,781,0,90,0,Å|,6,Å|,148,577
2017/4/12,21:00,6473,0,4951,731,0,91,0,Å|,18,Å|,9,673
2017/4/12,22:00,6106,0,4644,697,0,91,0,Å|,33,Å|,0,641
2017/4/12,23:00,5924,0,4458,678,0,92,0,Å|,46,Å|,0,650
2017/4/13,0:00,5721,0,4159,618,0,87,0,Å|,74,Å|,0,782
2017/4/13,1:00,5819,0,3981,620,0,88,0,Å|,99,Å|,0,1032
2017/4/13,2:00,6261,0,4193,619,0,87,0,Å|,111,Å|,0,1250
2017/4/13,3:00,6580,0,4414,654,0,88,0,Å|,112,Å|,0,1312
2017/4/13,4:00,6536,0,4360,677,0,89,0,Å|,98,Å|,0,1312
2017/4/13,5:00,6403,0,4354,680,0,90,1,Å|,123,Å|,0,1154
2017/4/13,6:00,6594,0,4549,670,0,90,211,Å|,113,Å|,0,959
2017/4/13,7:00,6600,0,4258,637,0,92,851,Å|,79,Å|,-6,689
2017/4/13,8:00,6720,0,3785,633,0,88,1508,Å|,68,Å|,-39,676
2017/4/13,9:00,6937,0,3613,672,0,89,2028,Å|,60,Å|,-141,617
2017/4/13,10:00,6867,0,3652,667,0,90,2320,Å|,40,Å|,-586,683
2017/4/13,11:00,6906,0,3513,633,0,91,2525,Å|,39,Å|,-586,691
2017/4/13,12:00,6403,0,3258,637,0,95,2592,Å|,37,Å|,-843,626
2017/4/13,13:00,6719,0,3401,618,0,94,2476,Å|,42,Å|,-608,696
2017/4/13,14:00,6629,0,3568,631,0,91,2176,Å|,52,Å|,-592,703
2017/4/13,15:00,6572,0,3765,629,0,89,1701,Å|,51,Å|,-310,647
2017/4/13,16:00,6662,0,4242,665,0,89,1050,Å|,54,Å|,11,551
2017/4/13,17:00,6640,0,4744,707,0,89,381,Å|,57,Å|,59,604
2017/4/13,18:00,6820,0,4864,736,0,90,18,Å|,69,Å|,258,786
2017/4/13,19:00,6880,0,4953,741,0,89,0,Å|,50,Å|,181,866
2017/4/13,20:00,6658,0,4688,745,0,89,0,Å|,67,Å|,125,944
2017/4/13,21:00,6303,0,4464,698,0,89,0,Å|,73,Å|,124,854
2017/4/13,22:00,5952,0,4261,609,0,89,0,Å|,76,Å|,125,792
2017/4/13,23:00,5897,0,4340,604,0,91,0,Å|,83,Å|,132,647
2017/4/14,0:00,5869,0,4291,594,0,92,0,Å|,116,Å|,126,650
2017/4/14,1:00,5913,0,4157,600,0,92,0,Å|,110,Å|,126,828
2017/4/14,2:00,6334,0,4263,644,0,92,0,Å|,116,Å|,192,1028
2017/4/14,3:00,6726,0,4299,652,0,93,0,Å|,114,Å|,365,1203
2017/4/14,4:00,6679,0,4298,653,0,93,0,Å|,97,Å|,367,1172
2017/4/14,5:00,6552,0,4276,642,0,93,2,Å|,92,Å|,379,1068
2017/4/14,6:00,6609,0,4247,622,0,93,240,Å|,78,Å|,413,916
2017/4/14,7:00,6547,0,4121,616,0,95,861,Å|,60,Å|,208,585
2017/4/14,8:00,6785,0,3896,632,0,92,1512,Å|,55,Å|,14,584
2017/4/14,9:00,6840,0,3607,645,0,90,2014,Å|,57,Å|,-154,582
2017/4/14,10:00,6801,0,3558,660,0,84,2376,Å|,60,Å|,-576,640
2017/4/14,11:00,6775,0,3437,630,0,84,2561,Å|,65,Å|,-679,676
2017/4/14,12:00,6286,0,3221,621,0,87,2573,Å|,67,Å|,-887,602
2017/4/14,13:00,6703,0,3574,616,0,84,2441,Å|,60,Å|,-655,582
