ãüãããÊàÊÇÃé˘ããé¿ê—,,,,,,,,,,,,,
,,é˘óvé¿ê—(MWh),ãüããé¿ê—(MWh),,,,,,,,,,
DATE,TIME,é˘óv,å¥éqóÕ,âŒóÕ,êÖóÕ,ínîM,ÉoÉCÉIÉ}ÉX,ëæózåı(é¿ê—),ëæózåı(ó}êßó ),ïóóÕ(é¿ê—),ïóóÕ(ó}êßó ),ógêÖ,òAånê¸í™ó¨
2017/9/30,4:00,5954,0,4318,461,0,237,0,Å|,11,Å|,388,538
2017/9/30,5:00,5676,0,4181,445,0,239,0,Å|,12,Å|,390,410
2017/9/30,6:00,5503,0,4293,399,0,239,115,Å|,20,Å|,232,205
2017/9/30,7:00,5585,0,4104,403,0,204,630,Å|,16,Å|,47,180
2017/9/30,8:00,5770,0,3969,418,0,169,1336,Å|,7,Å|,-228,99
2017/9/30,9:00,6050,0,3825,438,0,169,1960,Å|,2,Å|,-378,33
2017/9/30,10:00,6128,0,3788,446,0,169,2333,Å|,2,Å|,-583,-27
2017/9/30,11:00,6272,0,3932,398,0,169,2496,Å|,4,Å|,-636,-91
2017/9/30,12:00,6141,0,3901,390,0,170,2489,Å|,8,Å|,-570,-247
2017/9/30,13:00,6365,0,3973,401,0,169,2341,Å|,7,Å|,-248,-278
2017/9/30,14:00,6407,0,4073,460,0,169,1980,Å|,6,Å|,8,-290
2017/9/30,15:00,6357,0,4265,477,0,169,1424,Å|,6,Å|,9,7
2017/9/30,16:00,6434,0,4815,489,0,167,721,Å|,3,Å|,60,179
2017/9/30,17:00,6297,0,5029,466,0,169,144,Å|,3,Å|,192,294
2017/9/30,18:00,6453,0,5020,464,0,170,0,Å|,4,Å|,462,332
2017/9/30,19:00,6298,0,4890,497,0,170,0,Å|,7,Å|,434,300
2017/9/30,20:00,6106,0,4759,449,0,171,0,Å|,15,Å|,438,274
2017/9/30,21:00,5708,0,4604,410,0,149,0,Å|,23,Å|,256,266
2017/9/30,22:00,5347,0,4463,381,0,184,0,Å|,26,Å|,133,160
2017/9/30,23:00,5125,0,4294,369,0,218,0,Å|,13,Å|,2,228
2017/10/1,0:00,4916,0,4051,386,0,250,0,Å|,3,Å|,0,226
2017/10/1,1:00,4789,0,3953,385,0,249,0,Å|,4,Å|,0,198
2017/10/1,2:00,5096,0,4244,379,0,249,0,Å|,3,Å|,34,186
2017/10/1,3:00,5627,0,4552,367,0,247,0,Å|,9,Å|,129,322
2017/10/1,4:00,5658,0,4515,394,0,248,0,Å|,13,Å|,127,360
2017/10/1,5:00,5451,0,4397,437,0,247,0,Å|,38,Å|,50,281
2017/10/1,6:00,5165,0,4156,420,0,249,132,Å|,70,Å|,0,139
2017/10/1,7:00,5027,0,4039,378,0,211,451,Å|,72,Å|,-101,-23
2017/10/1,8:00,5088,0,4232,363,0,170,744,Å|,86,Å|,-492,-16
2017/10/1,9:00,5251,0,4288,394,0,169,943,Å|,93,Å|,-584,-53
2017/10/1,10:00,5311,0,4322,448,0,169,1272,Å|,91,Å|,-955,-37
2017/10/1,11:00,5262,0,4458,415,0,170,1002,Å|,83,Å|,-948,82
2017/10/1,12:00,5306,0,4509,356,0,170,1037,Å|,56,Å|,-950,128
2017/10/1,13:00,5417,0,4281,400,0,170,986,Å|,25,Å|,-595,151
2017/10/1,14:00,5400,0,4415,478,0,170,691,Å|,32,Å|,-556,170
2017/10/1,15:00,5529,0,4584,440,0,170,362,Å|,48,Å|,-20,-55
2017/10/1,16:00,5737,0,4740,479,0,168,180,Å|,52,Å|,24,93
2017/10/1,17:00,6124,0,5045,464,0,168,36,Å|,62,Å|,98,251
2017/10/1,18:00,6329,0,5065,436,0,167,0,Å|,74,Å|,255,332
2017/10/1,19:00,6107,0,5006,447,0,168,0,Å|,67,Å|,168,252
2017/10/1,20:00,5877,0,4909,408,0,168,0,Å|,75,Å|,57,260
2017/10/1,21:00,5585,0,4707,401,0,168,0,Å|,89,Å|,0,220
2017/10/1,22:00,5319,0,4554,405,0,202,0,Å|,101,Å|,-153,210
2017/10/1,23:00,5081,0,4576,403,0,236,0,Å|,91,Å|,-521,296
2017/10/2,0:00,4933,0,4589,364,0,238,0,Å|,69,Å|,-561,234
2017/10/2,1:00,4885,0,4541,370,0,236,0,Å|,74,Å|,-556,220
2017/10/2,2:00,5239,0,4696,383,0,235,0,Å|,76,Å|,-372,221
2017/10/2,3:00,5834,0,4740,385,0,233,0,Å|,87,Å|,-87,474
2017/10/2,4:00,6052,0,4740,382,0,233,0,Å|,94,Å|,0,602
2017/10/2,5:00,5955,0,4755,395,0,232,0,Å|,94,Å|,-21,499
2017/10/2,6:00,5805,0,4886,373,0,233,24,Å|,103,Å|,-278,465
2017/10/2,7:00,5999,0,4976,357,0,197,122,Å|,110,Å|,0,238
2017/10/2,8:00,6459,0,5185,404,0,161,224,Å|,123,Å|,0,362
2017/10/2,9:00,7179,0,5722,469,0,161,285,Å|,121,Å|,69,352
2017/10/2,10:00,7269,0,5766,494,0,161,278,Å|,117,Å|,72,382
2017/10/2,11:00,7389,0,5820,516,0,161,307,Å|,142,Å|,126,318
2017/10/2,12:00,6920,0,5308,491,0,160,350,Å|,130,Å|,1,480
2017/10/2,13:00,7323,0,5627,577,0,156,330,Å|,89,Å|,108,436
2017/10/2,14:00,7344,0,5661,628,0,156,248,Å|,81,Å|,126,444
2017/10/2,15:00,7298,0,5699,660,0,156,155,Å|,76,Å|,127,425
2017/10/2,16:00,7299,0,5744,678,0,157,84,Å|,80,Å|,146,411
2017/10/2,17:00,7213,0,5759,679,0,156,17,Å|,66,Å|,193,343
2017/10/2,18:00,7140,0,5776,679,0,157,0,Å|,41,Å|,163,324
2017/10/2,19:00,6721,0,5517,653,0,156,0,Å|,38,Å|,86,271
2017/10/2,20:00,6392,0,5219,664,0,157,0,Å|,35,Å|,0,317
2017/10/2,21:00,6100,0,4976,672,0,158,0,Å|,31,Å|,0,264
2017/10/2,22:00,5898,0,4806,678,0,159,0,Å|,33,Å|,0,222
2017/10/2,23:00,5670,0,4553,676,0,159,0,Å|,38,Å|,0,244
2017/10/3,0:00,5456,0,4456,665,0,159,0,Å|,39,Å|,-268,406
2017/10/3,1:00,5404,0,4563,664,0,159,0,Å|,56,Å|,-430,392
2017/10/3,2:00,5660,0,4462,666,0,159,0,Å|,84,Å|,-257,546
2017/10/3,3:00,6109,0,4463,686,0,158,0,Å|,81,Å|,0,721
2017/10/3,4:00,6221,0,4661,688,0,157,0,Å|,88,Å|,0,626
2017/10/3,5:00,6020,0,4562,686,0,159,0,Å|,91,Å|,0,522
2017/10/3,6:00,5992,0,4579,678,0,159,42,Å|,130,Å|,0,403
2017/10/3,7:00,6122,0,4654,676,0,159,261,Å|,119,Å|,0,253
2017/10/3,8:00,6696,0,4663,697,0,156,671,Å|,111,Å|,0,398
2017/10/3,9:00,7242,0,4759,695,0,156,1208,Å|,113,Å|,0,310
2017/10/3,10:00,7356,0,4587,702,0,156,1419,Å|,124,Å|,-14,381
2017/10/3,11:00,7576,0,4728,710,0,157,1471,Å|,123,Å|,59,329
2017/10/3,12:00,6971,0,4432,693,0,157,1436,Å|,83,Å|,-222,392
2017/10/3,13:00,7473,0,4646,697,0,156,1706,Å|,57,Å|,-14,224
2017/10/3,14:00,7471,0,4856,698,0,156,1560,Å|,64,Å|,34,102
2017/10/3,15:00,7430,0,5270,695,0,156,1049,Å|,71,Å|,42,146
2017/10/3,16:00,7435,0,5756,681,0,157,530,Å|,68,Å|,232,12
2017/10/3,17:00,7223,0,5956,675,0,156,85,Å|,89,Å|,410,-149
2017/10/3,18:00,7261,0,5900,716,0,157,0,Å|,90,Å|,427,-29
2017/10/3,19:00,6783,0,5493,739,0,156,0,Å|,93,Å|,138,163
2017/10/3,20:00,6447,0,5235,709,0,157,0,Å|,91,Å|,0,255
2017/10/3,21:00,6175,0,4994,641,0,158,0,Å|,83,Å|,0,299
2017/10/3,22:00,6001,0,4857,655,0,158,0,Å|,83,Å|,0,248
2017/10/3,23:00,5755,0,4630,658,0,159,0,Å|,78,Å|,0,230
2017/10/4,0:00,5488,0,4290,662,0,158,0,Å|,81,Å|,0,298
2017/10/4,1:00,5439,0,4421,681,0,159,0,Å|,81,Å|,-185,282
2017/10/4,2:00,5724,0,4470,668,0,158,0,Å|,89,Å|,38,301
2017/10/4,3:00,6144,0,4809,726,0,158,0,Å|,92,Å|,0,358
2017/10/4,4:00,6304,0,4937,710,0,157,0,Å|,85,Å|,0,415
2017/10/4,5:00,6078,0,4858,668,0,159,0,Å|,82,Å|,0,311
2017/10/4,6:00,6035,0,4804,660,0,160,60,Å|,88,Å|,0,262
2017/10/4,7:00,6109,0,4442,661,0,160,534,Å|,90,Å|,-49,270
2017/10/4,8:00,6463,0,4329,677,0,158,1219,Å|,87,Å|,-301,294
2017/10/4,9:00,6903,0,4352,665,0,158,1969,Å|,70,Å|,-568,258
2017/10/4,10:00,6959,0,4095,659,0,158,2407,Å|,67,Å|,-686,260
2017/10/4,11:00,7082,0,4002,674,0,158,2608,Å|,61,Å|,-658,238
2017/10/4,12:00,6594,0,4044,588,0,159,2537,Å|,71,Å|,-1048,242
2017/10/4,13:00,7033,0,4209,653,0,158,2291,Å|,76,Å|,-231,-124
2017/10/4,14:00,6998,0,4439,712,0,158,1879,Å|,83,Å|,-36,-238
2017/10/4,15:00,7058,0,4856,713,0,157,1297,Å|,79,Å|,52,-95
2017/10/4,16:00,7118,0,5136,700,0,157,628,Å|,71,Å|,349,78
2017/10/4,17:00,6966,0,5155,680,0,158,106,Å|,71,Å|,864,-68
2017/10/4,18:00,6981,0,5291,667,0,158,0,Å|,65,Å|,776,24
2017/10/4,19:00,6683,0,5124,682,0,157,0,Å|,65,Å|,397,259
2017/10/4,20:00,6390,0,5021,717,0,157,0,Å|,77,Å|,291,127
2017/10/4,21:00,6093,0,4753,706,0,158,0,Å|,79,Å|,107,290
2017/10/4,22:00,5803,0,4601,681,0,158,0,Å|,91,Å|,0,272
2017/10/4,23:00,5659,0,4520,634,0,159,0,Å|,81,Å|,0,266
2017/10/5,0:00,5301,0,4231,556,0,159,0,Å|,74,Å|,-24,305
2017/10/5,1:00,5277,0,4328,578,0,159,0,Å|,79,Å|,-194,327
2017/10/5,2:00,5590,0,4326,596,0,159,0,Å|,81,Å|,43,385
2017/10/5,3:00,6005,0,4712,638,0,158,0,Å|,71,Å|,52,375
2017/10/5,4:00,6185,0,4893,619,0,157,0,Å|,78,Å|,79,359
2017/10/5,5:00,6027,0,4802,596,0,159,0,Å|,71,Å|,59,340
2017/10/5,6:00,5861,0,4667,596,0,161,56,Å|,58,Å|,28,296
2017/10/5,7:00,5950,0,4358,639,0,161,423,Å|,55,Å|,0,314
2017/10/5,8:00,6387,0,4336,668,0,158,999,Å|,50,Å|,-179,356
2017/10/5,9:00,6640,0,4420,658,0,158,1186,Å|,39,Å|,-142,321
2017/10/5,10:00,6669,0,4372,630,0,158,1458,Å|,36,Å|,-197,211
2017/10/5,11:00,6808,0,4389,636,0,158,1710,Å|,34,Å|,-370,250
2017/10/5,12:00,6500,0,4357,553,0,158,1987,Å|,31,Å|,-969,384
2017/10/5,13:00,6946,0,4623,592,0,157,1549,Å|,21,Å|,-94,98
2017/10/5,14:00,6986,0,4969,664,0,157,1090,Å|,25,Å|,113,-32
2017/10/5,15:00,6973,0,5329,651,0,157,559,Å|,30,Å|,204,44
2017/10/5,16:00,7053,0,5512,625,0,157,165,Å|,22,Å|,608,-35
2017/10/5,17:00,7089,0,5486,669,0,157,27,Å|,23,Å|,748,-20
2017/10/5,18:00,7100,0,5484,708,0,157,0,Å|,28,Å|,597,126
2017/10/5,19:00,6756,0,5365,668,0,156,0,Å|,36,Å|,299,232
2017/10/5,20:00,6420,0,5263,609,0,157,0,Å|,55,Å|,183,154
2017/10/5,21:00,6029,0,4924,612,0,157,0,Å|,61,Å|,14,260
2017/10/5,22:00,5936,0,4878,588,0,158,0,Å|,57,Å|,0,254
2017/10/5,23:00,5751,0,4766,548,0,158,0,Å|,55,Å|,0,223
2017/10/6,0:00,5587,0,4554,569,0,157,0,Å|,74,Å|,-46,279
2017/10/6,1:00,5462,0,4707,568,0,158,0,Å|,54,Å|,-292,268
2017/10/6,2:00,5767,0,4824,602,0,157,0,Å|,34,Å|,-163,313
2017/10/6,3:00,6207,0,5030,635,0,157,0,Å|,45,Å|,64,274
2017/10/6,4:00,6369,0,5099,632,0,158,0,Å|,62,Å|,137,282
2017/10/6,5:00,6195,0,4956,648,0,160,0,Å|,75,Å|,67,290
2017/10/6,6:00,6099,0,4884,692,0,160,18,Å|,80,Å|,19,246
2017/10/6,7:00,6331,0,5006,701,0,160,107,Å|,86,Å|,16,254
2017/10/6,8:00,6926,0,5276,748,0,157,210,Å|,91,Å|,2,442
2017/10/6,9:00,7239,0,5565,764,0,157,366,Å|,69,Å|,127,191
2017/10/6,10:00,7385,0,5778,779,0,157,401,Å|,73,Å|,177,21
2017/10/6,11:00,7407,0,5757,765,0,157,370,Å|,101,Å|,300,-43
2017/10/6,12:00,6962,0,5380,740,0,158,335,Å|,110,Å|,80,160
2017/10/6,13:00,7401,0,5606,771,0,157,336,Å|,121,Å|,424,-15
2017/10/6,14:00,7378,0,5624,794,0,157,267,Å|,125,Å|,430,-19
2017/10/6,15:00,7207,0,5755,803,0,157,179,Å|,111,Å|,293,-92
2017/10/6,16:00,7118,0,5792,793,0,157,113,Å|,111,Å|,271,-120
2017/10/6,17:00,7023,0,5809,790,0,157,22,Å|,104,Å|,192,-50
2017/10/6,18:00,7002,0,5580,802,0,158,0,Å|,90,Å|,172,199
2017/10/6,19:00,6697,0,5230,788,0,156,0,Å|,93,Å|,89,340
2017/10/6,20:00,6326,0,4865,786,0,157,0,Å|,90,Å|,90,339
2017/10/6,21:00,6093,0,4663,783,0,158,0,Å|,71,Å|,89,330
2017/10/6,22:00,5834,0,4444,776,0,158,0,Å|,71,Å|,89,296
2017/10/6,23:00,5628,0,4263,742,0,193,0,Å|,68,Å|,89,273
2017/10/7,0:00,5428,0,4020,751,0,227,0,Å|,56,Å|,31,342
2017/10/7,1:00,5300,0,4178,749,0,226,0,Å|,48,Å|,-208,306
2017/10/7,2:00,5615,0,4131,764,0,226,0,Å|,38,Å|,54,402
2017/10/7,3:00,6021,0,4347,780,0,225,0,Å|,32,Å|,89,549
2017/10/7,4:00,6174,0,4468,779,0,227,0,Å|,27,Å|,89,583
2017/10/7,5:00,5916,0,4360,785,0,227,0,Å|,13,Å|,89,441
2017/10/7,6:00,5710,0,4297,762,0,228,35,Å|,2,Å|,89,296
2017/10/7,7:00,5725,0,4228,751,0,195,160,Å|,4,Å|,89,298
2017/10/7,8:00,6131,0,4408,762,0,148,301,Å|,0,Å|,152,360
2017/10/7,9:00,6380,0,4401,768,0,134,437,Å|,0,Å|,252,388
2017/10/7,10:00,6421,0,4314,796,0,134,647,Å|,0,Å|,101,429
2017/10/7,11:00,6341,0,4170,798,0,134,764,Å|,5,Å|,59,411
2017/10/7,12:00,6247,0,4016,764,0,134,1195,Å|,4,Å|,-250,384
2017/10/7,13:00,6519,0,4094,776,0,130,1469,Å|,5,Å|,-357,401
2017/10/7,14:00,6469,0,4149,778,0,127,1211,Å|,4,Å|,-228,429
2017/10/7,15:00,6462,0,4166,788,0,123,921,Å|,3,Å|,29,431
2017/10/7,16:00,6465,0,4691,782,0,123,444,Å|,2,Å|,29,394
2017/10/7,17:00,6502,0,5017,796,0,123,52,Å|,3,Å|,185,326
2017/10/7,18:00,6671,0,5104,795,0,123,0,Å|,6,Å|,331,312
2017/10/7,19:00,6358,0,4927,753,0,123,0,Å|,5,Å|,218,332
2017/10/7,20:00,6007,0,4700,750,0,123,0,Å|,1,Å|,45,388
2017/10/7,21:00,5696,0,4440,752,0,123,0,Å|,3,Å|,30,348
2017/10/7,22:00,5415,0,4160,764,0,157,0,Å|,6,Å|,3,326
2017/10/7,23:00,5208,0,3914,749,0,191,0,Å|,15,Å|,0,338
2017/10/8,0:00,5052,0,3757,743,0,184,0,Å|,8,Å|,0,360
2017/10/8,1:00,4922,0,3650,739,0,183,0,Å|,14,Å|,3,332
2017/10/8,2:00,5219,0,3903,742,0,184,0,Å|,6,Å|,32,351
2017/10/8,3:00,5612,0,4073,741,0,183,0,Å|,3,Å|,75,536
2017/10/8,4:00,5793,0,4134,738,0,184,0,Å|,2,Å|,94,640
2017/10/8,5:00,5592,0,4064,737,0,183,0,Å|,0,Å|,53,554
2017/10/8,6:00,5280,0,4000,740,0,184,51,Å|,8,Å|,0,297
2017/10/8,7:00,5179,0,3879,732,0,149,297,Å|,8,Å|,-92,206
2017/10/8,8:00,5127,0,3917,742,0,115,708,Å|,7,Å|,-532,170
2017/10/8,9:00,5438,0,3707,718,0,115,1549,Å|,1,Å|,-806,154
2017/10/8,10:00,5519,0,3801,717,0,115,1862,Å|,6,Å|,-1169,188
2017/10/8,11:00,5693,0,3754,715,0,115,2112,Å|,8,Å|,-1161,150
2017/10/8,12:00,5620,0,3831,713,0,115,1954,Å|,7,Å|,-856,-143
2017/10/8,13:00,5637,0,3738,722,0,115,1970,Å|,10,Å|,-718,-201
2017/10/8,14:00,5709,0,3867,730,0,115,1730,Å|,7,Å|,-582,-159
2017/10/8,15:00,5929,0,3934,727,0,115,1296,Å|,9,Å|,-285,132
2017/10/8,16:00,5973,0,4342,734,0,115,592,Å|,13,Å|,89,86
2017/10/8,17:00,6143,0,4705,733,0,114,85,Å|,8,Å|,366,132
2017/10/8,18:00,6323,0,4817,744,0,114,0,Å|,8,Å|,513,126
2017/10/8,19:00,6124,0,4722,728,0,115,0,Å|,19,Å|,315,225
2017/10/8,20:00,5846,0,4539,725,0,119,0,Å|,22,Å|,123,318
2017/10/8,21:00,5598,0,4473,708,0,122,0,Å|,17,Å|,3,274
2017/10/8,22:00,5309,0,4143,706,0,158,0,Å|,13,Å|,0,289
2017/10/8,23:00,5074,0,3852,686,0,192,0,Å|,16,Å|,0,328
2017/10/9,0:00,4863,0,3659,681,0,193,0,Å|,17,Å|,-11,324
2017/10/9,1:00,4773,0,3635,676,0,192,0,Å|,14,Å|,-71,327
2017/10/9,2:00,5078,0,3871,686,0,192,0,Å|,28,Å|,-22,323
2017/10/9,3:00,5550,0,4128,723,0,191,0,Å|,32,Å|,0,476
2017/10/9,4:00,5574,0,4003,730,0,192,0,Å|,29,Å|,-29,649
2017/10/9,5:00,5398,0,3912,729,0,190,0,Å|,23,Å|,57,488
2017/10/9,6:00,5161,0,3744,712,0,190,79,Å|,19,Å|,62,355
2017/10/9,7:00,5346,0,3732,694,0,155,558,Å|,12,Å|,-274,468
2017/10/9,8:00,5728,0,3771,723,0,119,1145,Å|,8,Å|,-370,332
2017/10/9,9:00,6133,0,3742,727,0,119,1757,Å|,2,Å|,-427,214
2017/10/9,10:00,6334,0,3650,747,0,120,2162,Å|,1,Å|,-544,198
2017/10/9,11:00,6528,0,3702,735,0,120,2320,Å|,0,Å|,-549,200
2017/10/9,12:00,6479,0,3745,709,0,121,2354,Å|,0,Å|,-650,200
2017/10/9,13:00,6693,0,3831,747,0,120,2163,Å|,0,Å|,-253,85
2017/10/9,14:00,6782,0,3939,758,0,120,1797,Å|,0,Å|,64,104
2017/10/9,15:00,6792,0,4166,739,0,119,1256,Å|,0,Å|,66,446
2017/10/9,16:00,6912,0,4630,743,0,119,572,Å|,1,Å|,276,571
2017/10/9,17:00,6872,0,5079,738,0,120,63,Å|,0,Å|,482,389
2017/10/9,18:00,6985,0,5126,737,0,121,0,Å|,0,Å|,542,460
2017/10/9,19:00,6725,0,5063,695,0,119,0,Å|,0,Å|,239,609
2017/10/9,20:00,6413,0,4855,687,0,119,0,Å|,0,Å|,134,618
2017/10/9,21:00,6155,0,4653,684,0,119,0,Å|,0,Å|,51,647
2017/10/9,22:00,5810,0,4422,694,0,154,0,Å|,0,Å|,30,511
2017/10/9,23:00,5541,0,4043,674,0,188,0,Å|,1,Å|,3,631
2017/10/10,0:00,5277,0,3990,672,0,188,0,Å|,2,Å|,-94,518
2017/10/10,1:00,5192,0,4098,658,0,187,0,Å|,5,Å|,-283,526
2017/10/10,2:00,5495,0,4080,661,0,188,0,Å|,11,Å|,-157,711
2017/10/10,3:00,5898,0,4154,685,0,187,0,Å|,16,Å|,131,724
2017/10/10,4:00,6102,0,4343,689,0,185,0,Å|,16,Å|,135,734
2017/10/10,5:00,5889,0,4198,667,0,183,0,Å|,11,Å|,89,740
2017/10/10,6:00,5772,0,4225,685,0,184,50,Å|,15,Å|,7,606
2017/10/10,7:00,5931,0,4346,651,0,149,359,Å|,12,Å|,27,387
2017/10/10,8:00,6562,0,4526,683,0,114,852,Å|,8,Å|,-140,519
2017/10/10,9:00,7345,0,4462,701,0,114,1736,Å|,10,Å|,0,323
2017/10/10,10:00,7550,0,4252,690,0,114,2182,Å|,8,Å|,0,303
2017/10/10,11:00,7801,0,4348,682,0,115,2330,Å|,8,Å|,47,271
2017/10/10,12:00,7364,0,4167,664,0,115,2333,Å|,7,Å|,-250,328
2017/10/10,13:00,7999,0,4742,706,0,114,2199,Å|,7,Å|,110,120
2017/10/10,14:00,8153,0,5157,718,0,114,1813,Å|,5,Å|,482,-136
2017/10/10,15:00,8138,0,5238,717,0,114,1242,Å|,6,Å|,641,180
2017/10/10,16:00,7968,0,5325,730,0,114,567,Å|,4,Å|,842,386
2017/10/10,17:00,7677,0,5431,733,0,114,60,Å|,3,Å|,1016,321
2017/10/10,18:00,7621,0,5562,726,0,114,0,Å|,0,Å|,809,408
2017/10/10,19:00,7138,0,5437,724,0,114,0,Å|,1,Å|,275,588
2017/10/10,20:00,6779,0,5238,723,0,114,0,Å|,0,Å|,110,594
2017/10/10,21:00,6346,0,4917,688,0,114,0,Å|,1,Å|,0,626
2017/10/10,22:00,6097,0,4762,686,0,114,0,Å|,0,Å|,-23,558
2017/10/10,23:00,5824,0,4758,647,0,115,0,Å|,0,Å|,-343,647
2017/10/11,0:00,5628,0,4701,659,0,114,0,Å|,5,Å|,-768,916
2017/10/11,1:00,5498,0,4629,665,0,115,0,Å|,3,Å|,-871,956
2017/10/11,2:00,5759,0,4743,653,0,114,0,Å|,4,Å|,-750,994
2017/10/11,3:00,6276,0,4824,677,0,114,0,Å|,4,Å|,-421,1078
2017/10/11,4:00,6395,0,4753,673,0,114,0,Å|,12,Å|,0,842
2017/10/11,5:00,6270,0,4699,678,0,116,0,Å|,17,Å|,0,760
2017/10/11,6:00,6207,0,4853,676,0,116,41,Å|,18,Å|,-191,694
2017/10/11,7:00,6412,0,4887,669,0,116,353,Å|,16,Å|,-290,660
2017/10/11,8:00,6980,0,4773,703,0,113,1025,Å|,14,Å|,-461,812
2017/10/11,9:00,7636,0,4591,706,0,113,1651,Å|,11,Å|,-257,819
2017/10/11,10:00,7743,0,4405,681,0,113,1957,Å|,15,Å|,-255,826
2017/10/11,11:00,7902,0,4493,673,0,114,2263,Å|,17,Å|,-277,620
2017/10/11,12:00,7512,0,4490,665,0,114,2367,Å|,28,Å|,-945,793
2017/10/11,13:00,8017,0,4675,666,0,114,2130,Å|,36,Å|,-128,525
2017/10/11,14:00,8152,0,5215,680,0,114,1673,Å|,24,Å|,38,409
2017/10/11,15:00,8129,0,5939,676,0,114,999,Å|,26,Å|,172,204
2017/10/11,16:00,7952,0,6208,673,0,114,295,Å|,24,Å|,562,77
2017/10/11,17:00,7631,0,6176,706,0,120,25,Å|,23,Å|,409,173
2017/10/11,18:00,7583,0,6044,709,0,122,0,Å|,18,Å|,374,316
2017/10/11,19:00,7131,0,5770,694,0,120,0,Å|,10,Å|,97,440
2017/10/11,20:00,6743,0,5241,695,0,120,0,Å|,15,Å|,0,671
2017/10/11,21:00,6400,0,4920,689,0,122,0,Å|,19,Å|,0,650
2017/10/11,22:00,6209,0,4680,685,0,122,0,Å|,28,Å|,28,666
2017/10/11,23:00,5934,0,4461,670,0,122,0,Å|,34,Å|,32,614
2017/10/12,0:00,5542,0,4147,654,0,121,0,Å|,24,Å|,-169,766
2017/10/12,1:00,5452,0,4199,657,0,122,0,Å|,27,Å|,-462,910
2017/10/12,2:00,5685,0,4324,656,0,121,0,Å|,27,Å|,-275,832
2017/10/12,3:00,6133,0,4605,646,0,121,0,Å|,18,Å|,0,742
2017/10/12,4:00,6214,0,4734,650,0,121,0,Å|,27,Å|,0,683
2017/10/12,5:00,6104,0,4637,647,0,123,0,Å|,26,Å|,0,672
2017/10/12,6:00,6089,0,4689,653,0,123,26,Å|,33,Å|,0,566
2017/10/12,7:00,6357,0,4816,649,0,123,160,Å|,43,Å|,0,567
2017/10/12,8:00,7031,0,5141,676,0,120,329,Å|,55,Å|,0,710
2017/10/12,9:00,7661,0,5757,668,0,120,414,Å|,51,Å|,89,562
2017/10/12,10:00,7749,0,5744,657,0,120,488,Å|,65,Å|,149,526
2017/10/12,11:00,7673,0,5641,662,0,120,559,Å|,57,Å|,127,506
2017/10/12,12:00,7191,0,5443,641,0,120,547,Å|,51,Å|,21,368
2017/10/12,13:00,7639,0,5732,639,0,120,482,Å|,44,Å|,127,495
2017/10/12,14:00,7648,0,5774,642,0,120,358,Å|,58,Å|,185,510
2017/10/12,15:00,7481,0,5786,630,0,120,218,Å|,62,Å|,190,476
2017/10/12,16:00,7470,0,5870,639,0,120,104,Å|,79,Å|,269,388
2017/10/12,17:00,7383,0,5888,653,0,120,13,Å|,83,Å|,311,316
2017/10/12,18:00,7265,0,5802,647,0,121,0,Å|,92,Å|,249,354
2017/10/12,19:00,6824,0,5510,652,0,120,0,Å|,100,Å|,58,384
2017/10/12,20:00,6438,0,5069,680,0,120,0,Å|,110,Å|,0,459
2017/10/12,21:00,6210,0,4634,672,0,121,0,Å|,126,Å|,0,657
2017/10/12,22:00,5896,0,4380,676,0,122,0,Å|,125,Å|,0,593
2017/10/12,23:00,5687,0,4260,658,0,122,0,Å|,120,Å|,-97,623
2017/10/13,0:00,5371,0,4339,634,0,121,0,Å|,104,Å|,-536,709
2017/10/13,1:00,5372,0,4452,633,0,122,0,Å|,78,Å|,-846,933
2017/10/13,2:00,5582,0,4509,660,0,121,0,Å|,58,Å|,-702,936
2017/10/13,3:00,6090,0,4543,659,0,120,0,Å|,48,Å|,-147,866
2017/10/13,4:00,6257,0,4726,645,0,121,0,Å|,45,Å|,0,719
2017/10/13,5:00,6101,0,4640,632,0,122,0,Å|,41,Å|,0,666
2017/10/13,6:00,5998,0,4538,633,0,123,22,Å|,32,Å|,0,650
2017/10/13,7:00,6247,0,4737,631,0,122,129,Å|,18,Å|,-4,612
2017/10/13,8:00,6869,0,5142,685,0,120,284,Å|,11,Å|,-59,686
2017/10/13,9:00,7319,0,5549,725,0,120,458,Å|,12,Å|,74,380
2017/10/13,10:00,7382,0,5696,735,0,120,573,Å|,14,Å|,137,108
2017/10/13,11:00,7488,0,5716,731,0,120,774,Å|,15,Å|,197,-65
2017/10/13,12:00,6919,0,5159,662,0,120,780,Å|,26,Å|,5,166
2017/10/13,13:00,7302,0,5709,658,0,120,731,Å|,26,Å|,166,-106
2017/10/13,14:00,7275,0,5495,701,0,120,680,Å|,24,Å|,0,255
2017/10/13,15:00,7145,0,5549,715,0,120,400,Å|,27,Å|,125,210
2017/10/13,16:00,7188,0,5811,729,0,120,192,Å|,25,Å|,167,144
2017/10/13,17:00,7212,0,5860,736,0,121,16,Å|,17,Å|,207,254
2017/10/13,18:00,7166,0,5812,728,0,122,0,Å|,19,Å|,178,308
2017/10/13,19:00,6796,0,5294,720,0,120,0,Å|,22,Å|,0,641
2017/10/13,20:00,6482,0,5122,629,0,120,0,Å|,16,Å|,3,592
2017/10/13,21:00,6160,0,4727,592,0,121,0,Å|,17,Å|,16,686
2017/10/13,22:00,5866,0,4446,599,0,121,0,Å|,26,Å|,0,674
