※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2022/6/1,0:00,2509,0,1958,985,,46,0,0,10,0,0,-490
2022/6/1,1:00,2525,0,1871,1073,,46,0,0,8,0,0,-473
2022/6/1,2:00,2695,0,1848,1239,,47,0,0,12,0,0,-450
2022/6/1,3:00,2858,0,1878,1345,,46,0,0,14,0,0,-425
2022/6/1,4:00,2927,0,1875,1367,,46,5,0,15,0,0,-380
2022/6/1,5:00,2879,0,1867,1289,,46,75,0,12,0,0,-410
2022/6/1,6:00,2773,0,1851,1115,,46,254,0,9,0,0,-501
2022/6/1,7:00,2737,0,1746,883,,47,442,0,2,0,0,-382
2022/6/1,8:00,3009,0,1796,795,,45,569,0,1,0,0,-197
2022/6/1,9:00,3290,0,1786,774,,45,628,0,1,0,0,56
2022/6/1,10:00,3328,0,1808,783,,45,679,0,1,0,0,12
2022/6/1,11:00,3365,0,1841,750,,45,727,0,3,0,0,-2
2022/6/1,12:00,3202,0,1864,717,,45,738,0,1,0,0,-162
2022/6/1,13:00,3346,0,1939,789,,46,632,0,0,0,0,-60
2022/6/1,14:00,3362,0,1920,914,,45,591,0,1,0,0,-110
2022/6/1,15:00,3345,0,2090,947,,44,397,0,4,0,0,-137
2022/6/1,16:00,3308,0,2151,1122,,46,267,0,5,0,0,-282
2022/6/1,17:00,3174,0,2314,1129,,45,177,0,3,0,1,-495
2022/6/1,18:00,3123,0,2328,1156,,46,60,0,2,0,48,-518
2022/6/1,19:00,3047,0,2386,1121,,45,1,0,10,0,0,-515
2022/6/1,20:00,2934,0,2262,1096,,46,0,0,10,0,0,-480
2022/6/1,21:00,2870,0,2064,1105,,45,0,0,9,0,0,-353
2022/6/1,22:00,2778,0,1985,978,,46,0,0,9,0,0,-240
2022/6/1,23:00,2694,0,1975,921,,46,0,0,10,0,0,-257
2022/6/2,0:00,2595,0,1981,1079,,41,0,0,10,0,0,-516
2022/6/2,1:00,2616,0,1981,1073,,40,0,0,9,0,0,-488
2022/6/2,2:00,2743,0,1978,1127,,41,0,0,16,0,0,-418
2022/6/2,3:00,2938,0,1980,1270,,41,0,0,21,0,0,-374
2022/6/2,4:00,2956,0,1981,1306,,41,3,0,28,0,0,-404
2022/6/2,5:00,2912,0,1983,1290,,41,68,0,39,0,0,-509
2022/6/2,6:00,2840,0,2003,940,,41,243,0,42,0,0,-430
2022/6/2,7:00,2841,0,1938,822,,41,472,0,37,0,0,-469
2022/6/2,8:00,3180,0,1884,749,,39,694,0,33,0,0,-220
2022/6/2,9:00,3498,0,1932,690,,40,885,0,29,0,0,-78
2022/6/2,10:00,3597,0,1901,814,,40,992,0,33,0,0,-183
2022/6/2,11:00,3654,0,1907,823,,39,1034,0,36,0,0,-186
2022/6/2,12:00,3477,0,1911,721,,40,1032,0,35,0,0,-263
2022/6/2,13:00,3632,0,1969,891,,40,971,0,42,0,0,-282
2022/6/2,14:00,3678,0,1989,896,,39,850,0,47,0,0,-144
2022/6/2,15:00,3607,0,2078,925,,40,654,0,47,0,0,-136
2022/6/2,16:00,3553,0,2331,972,,39,434,0,32,0,1,-256
2022/6/2,17:00,3358,0,2403,1149,,40,201,0,35,0,50,-521
2022/6/2,18:00,3232,0,2408,1209,,40,47,0,22,0,51,-543
2022/6/2,19:00,3139,0,2412,1207,,41,1,0,4,0,47,-573
2022/6/2,20:00,3018,0,2273,1194,,41,0,0,3,0,0,-494
2022/6/2,21:00,2925,0,2150,1011,,41,0,0,14,0,0,-291
2022/6/2,22:00,2839,0,2054,972,,41,0,0,17,0,0,-246
2022/6/2,23:00,2756,0,2001,917,,42,0,0,13,0,0,-217
2022/6/3,0:00,2634,0,2006,1058,,41,0,0,14,0,0,-485
2022/6/3,1:00,2634,0,2034,1069,,41,0,0,11,0,0,-522
2022/6/3,2:00,2780,0,2072,1095,,41,0,0,13,0,0,-441
2022/6/3,3:00,2928,0,2111,1239,,41,0,0,12,0,0,-476
2022/6/3,4:00,2942,0,2124,1224,,41,4,0,10,0,0,-460
2022/6/3,5:00,2882,0,2117,1185,,41,54,0,5,0,0,-519
2022/6/3,6:00,2799,0,2057,944,,42,175,0,3,0,0,-422
2022/6/3,7:00,2879,0,2080,957,,41,276,0,8,0,0,-483
2022/6/3,8:00,3185,0,2024,814,,41,385,0,12,0,0,-90
2022/6/3,9:00,3416,0,1974,835,,40,531,0,6,0,0,30
2022/6/3,10:00,3516,0,1833,816,,39,738,0,5,0,0,85
2022/6/3,11:00,3553,0,2010,953,,41,636,0,3,0,0,-90
2022/6/3,12:00,3354,0,1875,886,,40,588,0,5,0,0,-41
2022/6/3,13:00,3475,0,1815,1044,,40,697,0,15,0,0,-137
2022/6/3,14:00,3531,0,2036,1041,,40,704,0,27,0,0,-318
2022/6/3,15:00,3447,0,2237,1009,,40,551,0,37,0,0,-426
2022/6/3,16:00,3385,0,2437,1018,,40,389,0,29,0,0,-527
2022/6/3,17:00,3214,0,2484,884,,40,212,0,27,0,1,-434
2022/6/3,18:00,3114,0,2511,1107,,41,48,0,18,0,50,-661
2022/6/3,19:00,3041,0,2548,1192,,40,1,0,18,0,51,-808
2022/6/3,20:00,2951,0,2479,1123,,41,0,0,16,0,51,-758
2022/6/3,21:00,2837,0,2237,1012,,41,0,0,15,0,50,-517
2022/6/3,22:00,2730,0,2131,1004,,41,0,0,16,0,0,-462
