※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2022/4/1,0:00,3008,0,2147,1366,,73,0,0,39,0,0,-617
2022/4/1,1:00,3128,0,2246,1339,,73,0,0,43,0,0,-572
2022/4/1,2:00,3394,0,2470,1421,,73,0,0,41,0,0,-609
2022/4/1,3:00,3543,0,2616,1401,,74,0,0,37,0,0,-584
2022/4/1,4:00,3579,0,2700,1408,,73,0,0,39,0,0,-640
2022/4/1,5:00,3571,0,2621,1420,,72,1,0,43,0,0,-586
2022/4/1,6:00,3562,0,2536,1509,,73,44,0,40,0,0,-640
2022/4/1,7:00,3506,0,2511,1429,,72,166,0,40,0,0,-712
2022/4/1,8:00,3709,0,2396,1386,,72,346,0,44,0,0,-536
2022/4/1,9:00,3805,0,2084,1323,,72,641,0,45,0,0,-359
2022/4/1,10:00,3758,0,2009,1298,,72,892,0,46,0,0,-558
2022/4/1,11:00,3758,0,1986,1233,,72,912,0,47,0,0,-492
2022/4/1,12:00,3546,0,1877,1227,,72,922,0,46,0,-120,-478
2022/4/1,13:00,3620,0,1993,1245,,72,833,0,45,0,0,-568
2022/4/1,14:00,3556,0,1875,1308,,72,663,0,41,0,0,-403
2022/4/1,15:00,3510,0,1800,1403,,72,490,0,43,0,0,-298
2022/4/1,16:00,3516,0,2190,1361,,73,293,0,48,0,0,-449
2022/4/1,17:00,3527,0,2473,1382,,78,81,0,38,0,42,-566
2022/4/1,18:00,3626,0,2625,1396,,81,2,0,21,0,79,-578
2022/4/1,19:00,3597,0,2595,1420,,88,0,0,18,0,79,-603
2022/4/1,20:00,3490,0,2545,1423,,99,0,0,16,0,79,-673
2022/4/1,21:00,3395,0,2508,1357,,112,0,0,11,0,55,-647
2022/4/1,22:00,3340,0,2536,1341,,117,0,0,7,0,0,-661
2022/4/1,23:00,3309,0,2541,1276,,116,0,0,6,0,0,-630
2022/4/2,0:00,3220,0,2581,1238,,115,0,0,3,0,0,-716
2022/4/2,1:00,3315,0,2676,1271,,115,0,0,2,0,0,-748
2022/4/2,2:00,3502,0,2676,1336,,118,0,0,3,0,0,-631
2022/4/2,3:00,3610,0,2612,1390,,119,0,0,3,0,0,-515
2022/4/2,4:00,3608,0,2600,1444,,118,0,0,4,0,0,-558
2022/4/2,5:00,3517,0,2580,1455,,119,3,0,4,0,0,-644
2022/4/2,6:00,3371,0,2477,1361,,116,92,0,1,0,0,-675
2022/4/2,7:00,3144,0,2304,1320,,117,339,0,0,0,0,-935
2022/4/2,8:00,3127,0,2061,1269,,118,608,0,2,0,0,-930
2022/4/2,9:00,3135,0,1677,1249,,112,817,0,3,0,0,-724
2022/4/2,10:00,3107,0,1504,1113,,111,959,0,6,0,0,-585
2022/4/2,11:00,3064,0,1412,1109,,114,1018,0,11,0,0,-599
2022/4/2,12:00,2950,0,1362,1040,,109,1015,0,17,0,0,-592
2022/4/2,13:00,2905,0,1247,1063,,109,953,0,22,0,0,-489
2022/4/2,14:00,2828,0,1165,1093,,111,810,0,23,0,0,-373
2022/4/2,15:00,2793,0,1451,1156,,116,606,0,18,0,0,-553
2022/4/2,16:00,2847,0,1919,1254,,118,342,0,15,0,2,-803
2022/4/2,17:00,2968,0,2188,1414,,117,101,0,18,0,79,-949
2022/4/2,18:00,3146,0,2234,1540,,117,4,0,16,0,79,-844
2022/4/2,19:00,3167,0,2210,1560,,119,0,0,17,0,79,-818
2022/4/2,20:00,3108,0,2241,1530,,118,0,0,20,0,11,-812
2022/4/2,21:00,3012,0,2240,1425,,118,0,0,22,0,0,-793
2022/4/2,22:00,2973,0,2234,1310,,119,0,0,21,0,0,-711
2022/4/2,23:00,2951,0,2245,1320,,119,0,0,21,0,0,-754
2022/4/3,0:00,2855,0,2237,1124,,118,0,0,15,0,0,-640
2022/4/3,1:00,2982,0,2201,1222,,119,0,0,12,0,0,-571
2022/4/3,2:00,3169,0,2197,1343,,119,0,0,11,0,2,-503
2022/4/3,3:00,3332,0,2247,1547,,118,0,0,12,0,81,-673
2022/4/3,4:00,3322,0,2246,1429,,118,0,0,15,0,0,-485
2022/4/3,5:00,3205,0,2240,1406,,118,4,0,19,0,0,-582
2022/4/3,6:00,3023,0,2168,1325,,117,87,0,21,0,0,-694
2022/4/3,7:00,2788,0,1959,1180,,118,307,0,12,0,0,-788
2022/4/3,8:00,2661,0,1804,1185,,118,569,0,10,0,0,-1025
