※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2021/6/1,0:00,2523,0,1821,1094,,42,0,0,26,0,0,-460
2021/6/1,1:00,2555,0,1699,1251,,43,0,0,28,0,0,-465
2021/6/1,2:00,2761,0,1789,1423,,43,0,0,23,0,0,-517
2021/6/1,3:00,2949,0,1794,1530,,44,0,0,9,0,52,-479
2021/6/1,4:00,2921,0,1793,1470,,43,4,0,10,0,99,-497
2021/6/1,5:00,2864,0,1816,1528,,43,56,0,29,0,0,-607
2021/6/1,6:00,2770,0,1865,1366,,43,196,0,30,0,0,-729
2021/6/1,7:00,2805,0,1914,1185,,45,402,0,31,0,0,-772
2021/6/1,8:00,3032,0,1892,994,,44,650,0,28,0,0,-575
2021/6/1,9:00,3323,0,1916,928,,42,845,0,9,0,0,-418
2021/6/1,10:00,3407,0,1856,925,,42,943,0,10,0,0,-369
2021/6/1,11:00,3442,0,1863,896,,43,979,0,8,0,0,-347
2021/6/1,12:00,3267,0,1803,876,,43,962,0,4,0,0,-420
2021/6/1,13:00,3403,0,1745,1011,,44,928,0,8,0,0,-332
2021/6/1,14:00,3447,0,1770,1152,,42,824,0,6,0,0,-348
2021/6/1,15:00,3368,0,1953,1196,,43,642,0,8,0,0,-473
2021/6/1,16:00,3366,0,2135,1381,,42,417,0,9,0,4,-623
2021/6/1,17:00,3222,0,2202,1319,,44,169,0,15,0,99,-626
2021/6/1,18:00,3138,0,2178,1343,,44,46,0,20,0,99,-592
2021/6/1,19:00,3044,0,2109,1423,,44,1,0,28,0,99,-659
2021/6/1,20:00,2950,0,2076,1375,,44,0,0,31,0,99,-676
2021/6/1,21:00,2876,0,2096,1355,,44,0,0,29,0,1,-648
2021/6/1,22:00,2775,0,2078,1232,,44,0,0,23,0,0,-602
2021/6/1,23:00,2716,0,2013,1249,,44,0,0,15,0,0,-604
2021/6/2,0:00,2621,0,2104,1001,,45,0,0,10,0,0,-538
2021/6/2,1:00,2659,0,2019,1066,,46,0,0,14,0,0,-486
2021/6/2,2:00,2835,0,2038,1240,,45,0,0,17,0,0,-505
2021/6/2,3:00,2978,0,2004,1400,,45,0,0,18,0,50,-538
2021/6/2,4:00,2997,0,1990,1425,,46,3,0,17,0,51,-534
2021/6/2,5:00,2880,0,1972,1318,,45,43,0,17,0,0,-515
2021/6/2,6:00,2806,0,1951,1155,,46,130,0,6,0,0,-483
2021/6/2,7:00,2855,0,1915,1030,,44,253,0,3,0,0,-390
2021/6/2,8:00,3085,0,1862,1005,,45,468,0,1,0,0,-295
2021/6/2,9:00,3347,0,1815,1055,,42,666,0,1,0,0,-231
2021/6/2,10:00,3447,0,1770,1131,,42,784,0,1,0,0,-280
2021/6/2,11:00,3488,0,1772,1111,,41,803,0,0,0,0,-239
2021/6/2,12:00,3322,0,1783,927,,42,804,0,1,0,0,-234
2021/6/2,13:00,3509,0,1783,1129,,42,791,0,1,0,0,-236
2021/6/2,14:00,3553,0,1781,1196,,44,717,0,2,0,0,-186
2021/6/2,15:00,3500,0,1795,1302,,44,565,0,2,0,0,-207
2021/6/2,16:00,3477,0,1930,1324,,44,373,0,3,0,4,-202
2021/6/2,17:00,3297,0,1963,1242,,44,163,0,2,0,99,-217
2021/6/2,18:00,3191,0,1967,1311,,45,33,0,2,0,99,-266
2021/6/2,19:00,3116,0,1965,1369,,45,1,0,10,0,99,-374
2021/6/2,20:00,2983,0,1965,1260,,45,0,0,15,0,99,-403
2021/6/2,21:00,2905,0,1967,1306,,44,0,0,16,0,1,-429
2021/6/2,22:00,2823,0,1947,1215,,45,0,0,20,0,0,-404
2021/6/2,23:00,2745,0,1934,1173,,46,0,0,22,0,0,-429
2021/6/3,0:00,2637,0,1929,1083,,45,0,0,28,0,0,-449
2021/6/3,1:00,2660,0,1933,1127,,46,0,0,35,0,0,-480
2021/6/3,2:00,2839,0,1955,1288,,46,0,0,28,0,0,-479
2021/6/3,3:00,2977,0,1923,1445,,46,0,0,20,0,0,-457
2021/6/3,4:00,2935,0,1871,1466,,46,5,0,8,0,0,-460
