※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2020/6/1,0:00,2126,0,1833,792,,37,0,0,2,0,0,-537
2020/6/1,1:00,2161,0,1892,821,,36,0,0,8,0,0,-596
2020/6/1,2:00,2378,0,2039,884,,37,0,0,6,0,0,-588
2020/6/1,3:00,2535,0,2167,968,,36,0,0,5,0,0,-641
2020/6/1,4:00,2561,0,2264,1075,,37,1,0,5,0,0,-820
2020/6/1,5:00,2472,0,2274,1037,,36,14,0,1,0,0,-890
2020/6/1,6:00,2400,0,2268,962,,36,63,0,5,0,0,-933
2020/6/1,7:00,2503,0,2272,966,,36,135,0,11,0,0,-917
2020/6/1,8:00,2854,0,2262,975,,35,216,0,13,0,0,-646
2020/6/1,9:00,3126,0,2187,1012,,36,302,0,6,0,0,-417
2020/6/1,10:00,3168,0,2006,1040,,35,476,0,3,0,0,-392
2020/6/1,11:00,3248,0,1764,1074,,36,636,0,4,0,0,-265
2020/6/1,12:00,3119,0,1702,985,,35,666,0,10,0,1,-280
2020/6/1,13:00,3325,0,1867,1138,,35,622,0,11,0,50,-398
2020/6/1,14:00,3349,0,1945,1036,,35,484,0,10,0,0,-162
2020/6/1,15:00,3318,0,2017,1054,,35,337,0,11,0,0,-136
2020/6/1,16:00,3260,0,2020,1194,,35,207,0,9,0,3,-208
2020/6/1,17:00,3091,0,2019,1276,,34,123,0,7,0,99,-466
2020/6/1,18:00,3044,0,2027,1459,,35,37,0,4,0,99,-618
2020/6/1,19:00,2975,0,2025,1438,,35,1,0,7,0,99,-631
2020/6/1,20:00,2869,0,2027,1232,,36,0,0,10,0,74,-509
2020/6/1,21:00,2802,0,2030,1083,,35,0,0,14,0,27,-386
2020/6/1,22:00,2706,0,2010,980,,36,0,0,17,0,0,-338
2020/6/1,23:00,2622,0,2014,919,,37,0,0,11,0,0,-359
2020/6/2,0:00,2531,0,2001,995,,35,0,0,8,0,0,-508
2020/6/2,1:00,2524,0,2003,968,,36,0,0,9,0,0,-492
2020/6/2,2:00,2694,0,2004,1145,,37,0,0,8,0,0,-500
2020/6/2,3:00,2848,0,2004,1302,,36,0,0,10,0,0,-504
2020/6/2,4:00,2835,0,2008,1327,,37,2,0,11,0,0,-548
2020/6/2,5:00,2710,0,2012,1159,,36,22,0,8,0,0,-527
2020/6/2,6:00,2655,0,2020,1102,,36,90,0,7,0,0,-601
2020/6/2,7:00,2726,0,2024,998,,35,242,0,7,0,0,-580
2020/6/2,8:00,3098,0,2044,1015,,36,455,0,6,0,0,-457
2020/6/2,9:00,3410,0,2136,886,,35,636,0,6,0,0,-288
2020/6/2,10:00,3510,0,2064,798,,35,801,0,4,0,0,-191
2020/6/2,11:00,3508,0,2036,816,,35,772,0,6,0,0,-156
2020/6/2,12:00,3340,0,2041,733,,36,712,0,10,0,0,-192
2020/6/2,13:00,3530,0,2062,782,,35,706,0,7,0,0,-63
2020/6/2,14:00,3526,0,1961,883,,35,659,0,3,0,0,-14
2020/6/2,15:00,3455,0,2004,1002,,35,485,0,2,0,0,-73
2020/6/2,16:00,3402,0,2078,1231,,36,263,0,3,0,53,-262
2020/6/2,17:00,3191,0,2047,1349,,35,94,0,3,0,99,-437
2020/6/2,18:00,3128,0,2014,1574,,35,19,0,1,0,99,-614
2020/6/2,19:00,3045,0,2042,1472,,35,1,0,0,0,99,-604
2020/6/2,20:00,2926,0,2075,1295,,35,0,0,0,0,99,-579
2020/6/2,21:00,2848,0,1999,1288,,36,0,0,1,0,53,-528
2020/6/2,22:00,2749,0,1895,1168,,35,0,0,1,0,0,-350
2020/6/2,23:00,2656,0,1860,989,,36,0,0,2,0,0,-230
2020/6/3,0:00,2535,0,1757,962,,35,0,0,5,0,0,-224
2020/6/3,1:00,2554,0,1763,1042,,36,0,0,9,0,0,-297
2020/6/3,2:00,2710,0,1806,1157,,36,0,0,10,0,0,-300
2020/6/3,3:00,2881,0,1727,1411,,35,0,0,9,0,0,-301
2020/6/3,4:00,2865,0,1741,1407,,36,3,0,6,0,0,-328
2020/6/3,5:00,2745,0,1743,1235,,35,39,0,9,0,0,-315
2020/6/3,6:00,2672,0,1736,1016,,36,142,0,5,0,0,-264
2020/6/3,7:00,2759,0,1832,881,,35,289,0,2,0,0,-280
2020/6/3,8:00,3105,0,1920,989,,36,452,0,2,0,0,-294
2020/6/3,9:00,3383,0,1759,922,,35,674,0,5,0,0,-12
2020/6/3,10:00,3455,0,1723,934,,34,776,0,9,0,0,-21
2020/6/3,11:00,3507,0,1830,917,,36,816,0,14,0,0,-106
2020/6/3,12:00,3335,0,1859,800,,35,703,0,11,0,0,-73
2020/6/3,13:00,3483,0,1895,884,,34,552,0,9,0,0,108
2020/6/3,14:00,3482,0,1928,920,,35,415,0,5,0,0,179
2020/6/3,15:00,3377,0,1857,1064,,35,311,0,6,0,0,105
2020/6/3,16:00,3315,0,1744,1416,,34,268,0,6,0,1,-154
2020/6/3,17:00,3129,0,1786,1378,,36,160,0,2,0,50,-283
2020/6/3,18:00,3054,0,1789,1414,,36,54,0,2,0,99,-339
2020/6/3,19:00,3003,0,1844,1421,,36,2,0,2,0,99,-400
2020/6/3,20:00,2877,0,1865,1233,,37,0,0,2,0,99,-359
2020/6/3,21:00,2787,0,1905,1184,,36,0,0,4,0,50,-391
2020/6/3,22:00,2706,0,1899,1095,,36,0,0,4,0,3,-332
2020/6/3,23:00,2615,0,1858,1072,,36,0,0,4,0,0,-354
2020/6/4,0:00,2517,0,1890,1004,,35,0,0,7,0,0,-419
2020/6/4,1:00,2522,0,1866,1038,,36,0,0,7,0,0,-425
2020/6/4,2:00,2708,0,1863,1258,,36,0,0,5,0,0,-453
2020/6/4,3:00,2836,0,1854,1367,,36,0,0,3,0,0,-423
2020/6/4,4:00,2808,0,1854,1293,,36,4,0,6,0,0,-385
2020/6/4,5:00,2721,0,1863,1164,,36,67,0,8,0,0,-417
2020/6/4,6:00,2669,0,1860,952,,34,216,0,7,0,0,-400
2020/6/4,7:00,2737,0,1850,809,,35,400,0,5,0,0,-363
2020/6/4,8:00,3138,0,2030,904,,35,589,0,6,0,0,-425
2020/6/4,9:00,3471,0,2141,868,,35,765,0,6,0,0,-344
2020/6/4,10:00,3608,0,2109,855,,40,849,0,6,0,0,-251
2020/6/4,11:00,3690,0,2119,840,,40,880,0,8,0,0,-198
