※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2020/12/1,0:00,3026,0,2863,431,,63,0,0,2,0,0,-333
2020/12/1,1:00,3072,0,2813,411,,62,0,0,1,0,0,-213
2020/12/1,2:00,3303,0,2852,435,,62,0,0,1,0,0,-46
2020/12/1,3:00,3490,0,2865,482,,62,0,0,3,0,0,80
2020/12/1,4:00,3538,0,2745,638,,62,0,0,3,0,0,90
2020/12/1,5:00,3503,0,2793,535,,62,0,0,4,0,0,109
2020/12/1,6:00,3523,0,2813,622,,62,1,0,8,0,0,17
2020/12/1,7:00,3555,0,2849,498,,62,54,0,11,0,0,82
2020/12/1,8:00,3800,0,2792,438,,59,200,0,7,0,0,304
2020/12/1,9:00,3858,0,2658,459,,59,341,0,6,0,0,336
2020/12/1,10:00,3767,0,2451,454,,59,503,0,5,0,0,295
2020/12/1,11:00,3729,0,2439,478,,59,489,0,8,0,0,255
2020/12/1,12:00,3532,0,2476,490,,59,403,0,12,0,0,92
2020/12/1,13:00,3706,0,2569,476,,59,303,0,14,0,0,285
2020/12/1,14:00,3740,0,2615,445,,59,227,0,18,0,0,376
2020/12/1,15:00,3753,0,2606,595,,59,104,0,17,0,26,346
2020/12/1,16:00,3850,0,2687,812,,59,13,0,19,0,74,187
2020/12/1,17:00,3887,0,2781,850,,59,0,0,28,0,99,69
2020/12/1,18:00,3839,0,2805,808,,59,0,0,33,0,99,35
2020/12/1,19:00,3688,0,2848,656,,59,0,0,37,0,3,84
2020/12/1,20:00,3543,0,2819,512,,59,0,0,47,0,0,106
2020/12/1,21:00,3431,0,2722,459,,59,0,0,46,0,0,144
2020/12/1,22:00,3326,0,2730,434,,59,0,0,49,0,0,54
2020/12/1,23:00,3242,0,2858,408,,60,0,0,44,0,0,-128
2020/12/2,0:00,3110,0,2765,398,,60,0,0,40,0,0,-151
2020/12/2,1:00,3193,0,2833,391,,60,0,0,36,0,0,-126
2020/12/2,2:00,3406,0,2806,406,,60,0,0,34,0,0,100
2020/12/2,3:00,3578,0,2848,432,,60,0,0,36,0,0,202
2020/12/2,4:00,3644,0,2818,580,,60,0,0,35,0,0,151
2020/12/2,5:00,3620,0,2694,770,,60,0,0,38,0,0,59
2020/12/2,6:00,3638,0,2860,586,,60,1,0,41,0,0,90
2020/12/2,7:00,3629,0,2890,531,,59,45,0,45,0,0,59
