※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2021/4/1,0:00,2849,0,2342,1572,,73,0,0,17,0,0,-1155
2021/4/1,1:00,2954,0,2565,1627,,74,0,0,14,0,0,-1325
2021/4/1,2:00,3184,0,2601,1718,,74,0,0,18,0,3,-1230
2021/4/1,3:00,3372,0,2609,1684,,74,0,0,25,0,79,-1099
2021/4/1,4:00,3426,0,2613,1678,,74,0,0,27,0,0,-965
2021/4/1,5:00,3426,0,2610,1691,,74,3,0,25,0,0,-978
2021/4/1,6:00,3313,0,2581,1617,,73,76,0,21,0,0,-1055
2021/4/1,7:00,3136,0,2469,1534,,74,276,0,11,0,0,-1227
2021/4/1,8:00,3257,0,2222,1419,,73,515,0,10,0,0,-982
2021/4/1,9:00,3395,0,1962,1385,,73,712,0,17,0,0,-755
2021/4/1,10:00,3424,0,1692,1355,,74,856,0,20,0,0,-572
2021/4/1,11:00,3420,0,1619,1339,,74,920,0,21,0,0,-553
2021/4/1,12:00,3203,0,1557,1185,,72,914,0,22,0,0,-547
2021/4/1,13:00,3327,0,1699,1268,,73,854,0,32,0,0,-600
2021/4/1,14:00,3315,0,1721,1354,,73,704,0,31,0,0,-567
2021/4/1,15:00,3247,0,1878,1475,,72,508,0,28,0,0,-715
2021/4/1,16:00,3277,0,2367,1528,,72,290,0,31,0,0,-1012
2021/4/1,17:00,3252,0,2592,1411,,73,79,0,32,0,39,-973
2021/4/1,18:00,3346,0,2637,1576,,73,3,0,41,0,80,-1064
2021/4/1,19:00,3298,0,2641,1593,,73,0,0,39,0,0,-1048
2021/4/1,20:00,3216,0,2644,1556,,73,0,0,34,0,0,-1092
2021/4/1,21:00,3109,0,2585,1510,,74,0,0,33,0,0,-1092
2021/4/1,22:00,3049,0,2526,1538,,74,0,0,47,0,0,-1136
2021/4/1,23:00,3008,0,2439,1536,,73,0,0,55,0,0,-1094
2021/4/2,0:00,2894,0,2480,1570,,74,0,0,57,0,0,-1286
2021/4/2,1:00,3011,0,2583,1598,,74,0,0,61,0,0,-1304
2021/4/2,2:00,3219,0,2522,1595,,73,0,0,57,0,0,-1028
2021/4/2,3:00,3380,0,2481,1611,,74,0,0,61,0,1,-847
2021/4/2,4:00,3443,0,2481,1621,,74,0,0,59,0,50,-842
2021/4/2,5:00,3394,0,2420,1641,,74,3,0,55,0,0,-798
2021/4/2,6:00,3281,0,2335,1645,,73,71,0,58,0,0,-901
2021/4/2,7:00,3175,0,2336,1607,,74,251,0,42,0,0,-1135
2021/4/2,8:00,3250,0,2335,1577,,72,477,0,24,0,0,-1234
2021/4/2,9:00,3353,0,2353,1552,,73,668,0,8,0,0,-1302
2021/4/2,10:00,3363,0,2264,1348,,72,814,0,2,0,0,-1137
2021/4/2,11:00,3367,0,2070,1185,,73,886,0,1,0,0,-849
2021/4/2,12:00,3166,0,1728,1118,,72,859,0,2,0,0,-612
2021/4/2,13:00,3264,0,1788,1234,,73,728,0,2,0,0,-561
2021/4/2,14:00,3245,0,1753,1397,,73,617,0,2,0,0,-596
2021/4/2,15:00,3196,0,2069,1410,,72,475,0,2,0,0,-833
2021/4/2,16:00,3182,0,2482,1440,,72,248,0,3,0,0,-1064
2021/4/2,17:00,3117,0,2530,1518,,72,73,0,8,0,50,-1133
2021/4/2,18:00,3173,0,2578,1542,,71,3,0,10,0,99,-1130
2021/4/2,19:00,3112,0,2533,1573,,72,0,0,13,0,52,-1132
2021/4/2,20:00,3022,0,2533,1592,,71,0,0,25,0,0,-1199
2021/4/2,21:00,2921,0,2478,1579,,72,0,0,28,0,0,-1237
2021/4/2,22:00,2889,0,2471,1569,,71,0,0,30,0,0,-1251
2021/4/2,23:00,2846,0,2518,1572,,72,0,0,19,0,0,-1335
2021/4/3,0:00,2721,0,2442,1436,,72,0,0,15,0,0,-1244
2021/4/3,1:00,2795,0,2398,1451,,72,0,0,14,0,0,-1139
2021/4/3,2:00,2986,0,2435,1477,,71,0,0,15,0,0,-1012
2021/4/3,3:00,3141,0,2471,1467,,72,0,0,16,0,0,-885
