※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2021/3/1,0:00,2964,0,2909,599,,70,0,0,54,0,0,-667
2021/3/1,1:00,3107,0,2940,657,,69,0,0,55,0,0,-613
2021/3/1,2:00,3322,0,3073,811,,70,0,0,62,0,0,-694
2021/3/1,3:00,3465,0,3198,901,,71,0,0,54,0,0,-758
2021/3/1,4:00,3490,0,3235,916,,69,0,0,61,0,0,-790
2021/3/1,5:00,3462,0,3223,858,,70,0,0,57,0,2,-748
2021/3/1,6:00,3495,0,3217,945,,69,13,0,48,0,89,-885
2021/3/1,7:00,3488,0,3264,984,,69,128,0,44,0,89,-1090
2021/3/1,8:00,3640,0,3273,959,,68,332,0,42,0,0,-1034
2021/3/1,9:00,3686,0,3007,687,,69,551,0,41,0,0,-670
2021/3/1,10:00,3579,0,2872,624,,69,686,0,48,0,0,-719
2021/3/1,11:00,3536,0,2635,611,,68,745,0,49,0,0,-572
2021/3/1,12:00,3311,0,2582,649,,68,682,0,58,0,0,-727
2021/3/1,13:00,3394,0,2655,750,,69,705,0,74,0,0,-859
2021/3/1,14:00,3370,0,2682,750,,68,615,0,64,0,0,-810
2021/3/1,15:00,3351,0,2982,851,,69,371,0,61,0,0,-982
2021/3/1,16:00,3412,0,3349,1144,,69,102,0,51,0,2,-1305
2021/3/1,17:00,3403,0,3453,1125,,68,19,0,55,0,89,-1406
2021/3/1,18:00,3460,0,3560,1016,,69,1,0,56,0,89,-1330
2021/3/1,19:00,3341,0,3620,975,,69,0,0,39,0,43,-1405
2021/3/1,20:00,3216,0,3596,917,,68,0,0,38,0,0,-1403
2021/3/1,21:00,3100,0,3422,796,,68,0,0,43,0,0,-1229
2021/3/1,22:00,3094,0,3385,783,,69,0,0,66,0,0,-1209
2021/3/1,23:00,3070,0,3332,793,,69,0,0,92,0,0,-1215
2021/3/2,0:00,3003,0,3367,815,,67,0,0,82,0,0,-1328
2021/3/2,1:00,3115,0,3373,881,,68,0,0,84,0,0,-1291
2021/3/2,2:00,3324,0,3355,940,,67,0,0,98,0,0,-1137
2021/3/2,3:00,3482,0,3345,1018,,67,0,0,92,0,0,-1040
2021/3/2,4:00,3484,0,3342,1110,,67,0,0,91,0,1,-1128
2021/3/2,5:00,3323,0,3356,1126,,67,1,0,89,0,79,-1396
2021/3/2,6:00,3203,0,3357,1087,,68,1,0,102,0,79,-1492
2021/3/2,7:00,3133,0,3333,1040,,67,18,0,105,0,39,-1468
2021/3/2,8:00,3453,0,3280,976,,67,36,0,114,0,0,-1020
2021/3/2,9:00,3744,0,3197,992,,68,65,0,122,0,0,-700
2021/3/2,10:00,3833,0,3284,893,,68,65,0,122,0,0,-600
2021/3/2,11:00,3936,0,3383,911,,68,51,0,79,0,0,-556
2021/3/2,12:00,3864,0,3362,856,,67,36,0,34,0,0,-492
2021/3/2,13:00,4129,0,3403,945,,69,43,0,18,0,0,-348
2021/3/2,14:00,4212,0,3295,921,,69,62,0,10,0,0,-144
2021/3/2,15:00,4175,0,3278,939,,67,92,0,19,0,0,-220
2021/3/2,16:00,4172,0,3514,1021,,69,48,0,57,0,0,-536
2021/3/2,17:00,4124,0,3481,1012,,68,9,0,82,0,77,-604
2021/3/2,18:00,4156,0,3565,1072,,69,1,0,94,0,76,-720
2021/3/2,19:00,4013,0,3404,1108,,68,0,0,90,0,0,-656
2021/3/2,20:00,3891,0,3318,1107,,68,0,0,86,0,0,-688
2021/3/2,21:00,3737,0,3149,1104,,69,0,0,83,0,0,-668
2021/3/2,22:00,3685,0,3031,1001,,68,0,0,90,0,0,-504
2021/3/2,23:00,3699,0,3034,1010,,69,0,0,86,0,0,-500
2021/3/3,0:00,3640,0,3134,1113,,68,0,0,70,0,0,-744
2021/3/3,1:00,3764,0,3284,1111,,69,0,0,56,0,0,-756
2021/3/3,2:00,3942,0,3295,1191,,68,0,0,49,0,0,-660
2021/3/3,3:00,4021,0,3346,1155,,68,0,0,37,0,0,-584
2021/3/3,4:00,4000,0,3421,1169,,69,0,0,29,0,0,-688
2021/3/3,5:00,3917,0,3442,1163,,68,0,0,20,0,1,-776
2021/3/3,6:00,3989,0,3546,1199,,68,10,0,12,0,79,-924
2021/3/3,7:00,4002,0,3576,1073,,67,111,0,11,0,80,-916
2021/3/3,8:00,4139,0,3489,1012,,68,287,0,11,0,0,-728
2021/3/3,9:00,4258,0,3079,986,,68,506,0,12,0,0,-392
2021/3/3,10:00,4175,0,3087,940,,68,593,0,11,0,0,-524
2021/3/3,11:00,4117,0,3205,926,,68,615,0,8,0,0,-704
2021/3/3,12:00,3878,0,3088,919,,69,600,0,7,0,0,-804
2021/3/3,13:00,3967,0,3243,1027,,68,512,0,9,0,0,-892
2021/3/3,14:00,3973,0,3384,991,,68,456,0,10,0,0,-936
2021/3/3,15:00,3929,0,3403,939,,68,364,0,8,0,0,-852
2021/3/3,16:00,4000,0,3613,1080,,68,181,0,9,0,2,-952
2021/3/3,17:00,4030,0,3520,1093,,68,31,0,8,0,89,-780
2021/3/3,18:00,4133,0,3552,1077,,68,0,0,12,0,89,-664
2021/3/3,19:00,4024,0,3561,1093,,69,0,0,18,0,14,-732
2021/3/3,20:00,3928,0,3528,1065,,68,0,0,15,0,0,-748
2021/3/3,21:00,3821,0,3412,1084,,68,0,0,17,0,0,-760
2021/3/3,22:00,3749,0,3339,1106,,69,0,0,20,0,0,-784
2021/3/3,23:00,3820,0,3342,1157,,68,0,0,17,0,0,-764
2021/3/4,0:00,3749,0,3370,1116,,69,0,0,13,0,0,-818
2021/3/4,1:00,3867,0,3533,936,,68,0,0,12,0,0,-681
2021/3/4,2:00,4039,0,3517,931,,68,0,0,19,0,0,-496
2021/3/4,3:00,4124,0,3584,960,,69,0,0,26,0,0,-515
2021/3/4,4:00,4098,0,3611,981,,68,0,0,32,0,0,-594
2021/3/4,5:00,4066,0,3603,1104,,69,0,0,33,0,0,-743
2021/3/4,6:00,4127,0,3606,1184,,68,15,0,37,0,42,-824
2021/3/4,7:00,4047,0,3613,1159,,68,160,0,40,0,79,-1072
2021/3/4,8:00,4101,0,3443,1128,,68,366,0,31,0,39,-974
2021/3/4,9:00,4104,0,3272,1028,,68,588,0,20,0,0,-871
2021/3/4,10:00,3947,0,2983,1016,,68,729,0,13,0,0,-862
2021/3/4,11:00,3847,0,2936,871,,68,810,0,17,0,0,-855
2021/3/4,12:00,3586,0,2867,801,,68,769,0,22,0,0,-941
2021/3/4,13:00,3687,0,3017,839,,68,589,0,23,0,0,-849
2021/3/4,14:00,3691,0,3089,892,,68,412,0,21,0,0,-791
2021/3/4,15:00,3644,0,3189,1014,,68,284,0,18,0,0,-929
2021/3/4,16:00,3706,0,3460,1270,,68,105,0,22,0,2,-1220
2021/3/4,17:00,3715,0,3589,1179,,68,15,0,28,0,80,-1242
2021/3/4,18:00,3775,0,3521,1238,,69,0,0,28,0,79,-1159
2021/3/4,19:00,3645,0,3364,1179,,68,0,0,30,0,31,-1026
2021/3/4,20:00,3526,0,3358,1119,,68,0,0,33,0,0,-1051
2021/3/4,21:00,3392,0,3352,971,,68,0,0,30,0,0,-1028
2021/3/4,22:00,3344,0,3366,949,,68,0,0,30,0,0,-1070
2021/3/4,23:00,3325,0,3344,930,,69,0,0,28,0,0,-1045
2021/3/5,0:00,3247,0,3246,923,,68,0,0,25,0,0,-1015
2021/3/5,1:00,3352,0,3272,996,,68,0,0,26,0,0,-1009
2021/3/5,2:00,3596,0,3359,1039,,69,0,0,21,0,0,-892
2021/3/5,3:00,3736,0,3383,1083,,68,0,0,14,0,0,-812
2021/3/5,4:00,3744,0,3444,1002,,68,0,0,8,0,0,-778
