※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2021/7/1,0:00,2774,0,2423,814,,64,0,0,9,0,0,-535
2021/7/1,1:00,2748,0,2489,735,,63,0,0,5,0,0,-544
2021/7/1,2:00,2890,0,2558,764,,64,0,0,4,0,0,-501
2021/7/1,3:00,2998,0,2473,1016,,63,0,0,1,0,0,-555
2021/7/1,4:00,2978,0,2501,969,,64,1,0,1,0,0,-559
2021/7/1,5:00,2901,0,2533,782,,63,15,0,2,0,0,-493
2021/7/1,6:00,2848,0,2512,686,,63,93,0,1,0,0,-507
2021/7/1,7:00,3021,0,2339,745,,63,306,0,1,0,0,-432
2021/7/1,8:00,3480,0,2428,830,,62,579,0,1,0,0,-420
2021/7/1,9:00,3920,0,2467,899,,63,821,0,2,0,0,-333
2021/7/1,10:00,4087,0,2519,883,,62,911,0,4,0,0,-292
2021/7/1,11:00,4195,0,2547,973,,62,910,0,5,0,0,-302
2021/7/1,12:00,4023,0,2581,723,,61,847,0,5,0,0,-193
2021/7/1,13:00,4182,0,2683,882,,62,625,0,4,0,0,-74
2021/7/1,14:00,4121,0,2774,1029,,62,352,0,7,0,0,-103
2021/7/1,15:00,4004,0,2801,784,,62,211,0,4,0,0,142
2021/7/1,16:00,3926,0,2907,626,,62,101,0,1,0,0,229
2021/7/1,17:00,3656,0,2677,744,,62,57,0,6,0,0,110
2021/7/1,18:00,3548,0,2535,930,,64,25,0,11,0,0,-16
2021/7/1,19:00,3419,0,2449,1021,,63,1,0,7,0,0,-121
2021/7/1,20:00,3281,0,2453,1017,,63,0,0,1,0,0,-253
2021/7/1,21:00,3174,0,2548,899,,64,0,0,2,0,0,-339
2021/7/1,22:00,3035,0,2517,802,,63,0,0,1,0,0,-348
2021/7/1,23:00,2927,0,2500,785,,63,0,0,1,0,0,-422
2021/7/2,0:00,2772,0,2422,688,,65,0,0,5,0,0,-407
2021/7/2,1:00,2741,0,2341,707,,66,0,0,9,0,0,-381
2021/7/2,2:00,2866,0,2345,798,,65,0,0,6,0,0,-349
2021/7/2,3:00,2989,0,2333,961,,64,0,0,8,0,0,-377
2021/7/2,4:00,2990,0,2285,996,,64,1,0,13,0,0,-369
2021/7/2,5:00,2913,0,2302,894,,63,26,0,23,0,0,-395
2021/7/2,6:00,2886,0,2351,712,,64,141,0,25,0,0,-408
2021/7/2,7:00,3075,0,2372,671,,63,383,0,17,0,0,-431
2021/7/2,8:00,3628,0,2408,891,,64,582,0,7,0,0,-324
2021/7/2,9:00,4044,0,2537,1072,,63,682,0,9,0,0,-319
2021/7/2,10:00,4169,0,2586,972,,64,713,0,6,0,0,-170
2021/7/2,11:00,4249,0,2861,811,,64,760,0,3,0,0,-250
2021/7/2,12:00,4113,0,2959,719,,64,808,0,1,0,0,-438
2021/7/2,13:00,4274,0,3020,740,,64,849,0,1,0,0,-399
2021/7/2,14:00,4295,0,3003,733,,64,659,0,0,0,0,-164
2021/7/2,15:00,4204,0,3036,785,,64,455,0,1,0,0,-136
2021/7/2,16:00,4131,0,3067,882,,64,251,0,1,0,0,-135
2021/7/2,17:00,3817,0,2960,938,,65,93,0,3,0,0,-242
2021/7/2,18:00,3641,0,2848,1013,,65,40,0,8,0,0,-332
2021/7/2,19:00,3514,0,2765,1068,,64,1,0,5,0,0,-389
2021/7/2,20:00,3341,0,2713,921,,65,0,0,3,0,0,-361
2021/7/2,21:00,3224,0,2646,902,,65,0,0,21,0,0,-410
2021/7/2,22:00,3082,0,2519,888,,65,0,0,19,0,0,-409
2021/7/2,23:00,2969,0,2486,946,,66,0,0,3,0,0,-532
2021/7/3,0:00,2799,0,2295,949,,66,0,0,4,0,0,-515
2021/7/3,1:00,2770,0,2354,921,,65,0,0,6,0,0,-575
2021/7/3,2:00,2865,0,2526,847,,66,0,0,7,0,0,-581
2021/7/3,3:00,2998,0,2460,1048,,66,0,0,8,0,0,-585
2021/7/3,4:00,2936,0,2382,1161,,65,3,0,11,0,0,-686
2021/7/3,5:00,2821,0,2266,1124,,65,48,0,5,0,0,-687
2021/7/3,6:00,2707,0,1987,1046,,65,172,0,2,0,0,-565
2021/7/3,7:00,2762,0,1897,1030,,64,259,0,2,0,0,-490
2021/7/3,8:00,2974,0,2192,963,,65,435,0,1,0,0,-682
2021/7/3,9:00,3254,0,2192,934,,65,666,0,1,0,0,-603
2021/7/3,10:00,3322,0,2188,895,,64,736,0,3,0,0,-564
2021/7/3,11:00,3414,0,2171,885,,63,805,0,5,0,0,-515
2021/7/3,12:00,3363,0,2123,974,,63,754,0,7,0,0,-558
2021/7/3,13:00,3382,0,2268,1003,,64,698,0,5,0,0,-656
2021/7/3,14:00,3328,0,2383,1039,,63,517,0,4,0,0,-678
2021/7/3,15:00,3258,0,2533,1048,,64,315,0,1,0,0,-703
2021/7/3,16:00,3169,0,2506,1050,,63,162,0,1,0,0,-612
2021/7/3,17:00,3083,0,2546,1064,,64,105,0,0,0,0,-696
2021/7/3,18:00,3066,0,2506,1229,,65,33,0,0,0,0,-767
2021/7/3,19:00,3022,0,2333,1215,,65,1,0,1,0,0,-592
2021/7/3,20:00,2930,0,2279,1122,,64,0,0,2,0,0,-537
2021/7/3,21:00,2816,0,2303,1105,,65,0,0,4,0,0,-661
2021/7/3,22:00,2681,0,2273,951,,65,0,0,5,0,0,-612
2021/7/3,23:00,2593,0,2282,988,,66,0,0,5,0,0,-748
2021/7/4,0:00,2419,0,2201,952,,65,0,0,4,0,0,-803
2021/7/4,1:00,2394,0,2175,942,,65,0,0,5,0,0,-792
2021/7/4,2:00,2536,0,2234,1020,,65,0,0,2,0,0,-784
2021/7/4,3:00,2644,0,2208,1194,,66,0,0,1,0,0,-825
2021/7/4,4:00,2648,0,2235,1183,,65,1,0,2,0,0,-838
2021/7/4,5:00,2536,0,2244,929,,65,13,0,5,0,0,-721
2021/7/4,6:00,2402,0,2115,954,,65,51,0,9,0,0,-792
2021/7/4,7:00,2466,0,1935,996,,65,67,0,19,0,0,-615
2021/7/4,8:00,2611,0,2103,1065,,65,99,0,25,0,0,-746
2021/7/4,9:00,2769,0,2090,1048,,65,142,0,29,0,0,-605
2021/7/4,10:00,2874,0,2200,941,,64,135,0,22,0,0,-487
2021/7/4,11:00,2914,0,2280,948,,65,171,0,26,0,0,-575
2021/7/4,12:00,2937,0,2308,976,,65,174,0,29,0,0,-614
2021/7/4,13:00,2915,0,2245,996,,64,308,0,30,0,0,-727
2021/7/4,14:00,2963,0,2244,1053,,64,371,0,34,0,0,-803
2021/7/4,15:00,3016,0,2227,1093,,64,335,0,27,0,0,-730
2021/7/4,16:00,3058,0,2350,1175,,64,186,0,19,0,0,-736
2021/7/4,17:00,3115,0,2382,1290,,64,63,0,38,0,0,-721
2021/7/4,18:00,3146,0,2411,1376,,64,12,0,48,0,0,-766
2021/7/4,19:00,3088,0,2401,1369,,64,1,0,51,0,0,-797
2021/7/4,20:00,2941,0,2425,1110,,65,0,0,70,0,0,-730
2021/7/4,21:00,2791,0,2469,1020,,64,0,0,83,0,0,-845
2021/7/4,22:00,2668,0,2466,943,,65,0,0,75,0,0,-881
2021/7/4,23:00,2581,0,2490,954,,65,0,0,57,0,0,-985
2021/7/5,0:00,2441,0,2330,962,,64,0,0,61,0,0,-977
2021/7/5,1:00,2451,0,2344,1001,,66,0,0,62,0,0,-1022
2021/7/5,2:00,2581,0,2377,993,,65,0,0,65,0,0,-919
2021/7/5,3:00,2702,0,2454,987,,66,0,0,70,0,0,-874
2021/7/5,4:00,2739,0,2519,1010,,65,0,0,67,0,0,-924
2021/7/5,5:00,2698,0,2453,1002,,65,4,0,59,0,0,-885
