※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2020/7/1,0:00,2610,0,1938,1155,,65,0,0,38,0,0,-586
2020/7/1,1:00,2578,0,1796,1109,,64,0,0,28,0,0,-419
2020/7/1,2:00,2715,0,1955,1182,,65,0,0,36,0,0,-522
2020/7/1,3:00,2849,0,1971,1154,,64,0,0,29,0,0,-369
2020/7/1,4:00,2818,0,1970,1140,,64,1,0,34,0,0,-391
2020/7/1,5:00,2741,0,2044,1117,,65,17,0,28,0,0,-529
2020/7/1,6:00,2746,0,1985,1072,,65,60,0,6,0,0,-442
2020/7/1,7:00,2901,0,1984,1058,,65,143,0,10,0,0,-358
2020/7/1,8:00,3373,0,2193,1061,,64,347,0,22,0,0,-314
2020/7/1,9:00,3703,0,2249,1212,,64,423,0,18,0,0,-263
2020/7/1,10:00,3825,0,2289,1191,,64,454,0,14,0,0,-187
2020/7/1,11:00,3890,0,2333,1120,,64,473,0,20,0,0,-120
2020/7/1,12:00,3650,0,2057,1071,,65,518,0,26,0,0,-88
2020/7/1,13:00,3807,0,2034,1201,,64,520,0,25,0,0,-37
2020/7/1,14:00,3795,0,1964,1290,,64,458,0,30,0,0,-11
2020/7/1,15:00,3741,0,2111,1255,,64,349,0,32,0,0,-70
2020/7/1,16:00,3590,0,2126,1360,,65,198,0,39,0,0,-198
2020/7/1,17:00,3330,0,2034,1377,,65,95,0,48,0,0,-289
2020/7/1,18:00,3212,0,1981,1403,,63,28,0,60,0,0,-323
2020/7/1,19:00,3134,0,1969,1422,,63,1,0,64,0,0,-385
2020/7/1,20:00,2996,0,1839,1397,,61,0,0,69,0,0,-370
2020/7/1,21:00,2883,0,1866,1340,,61,0,0,72,0,0,-456
2020/7/1,22:00,2801,0,1863,1280,,62,0,0,77,0,0,-481
2020/7/1,23:00,2713,0,1804,1228,,61,0,0,83,0,0,-463
2020/7/2,0:00,2561,0,1648,1132,,62,0,0,90,0,0,-371
2020/7/2,1:00,2538,0,1598,1161,,61,0,0,89,0,0,-371
2020/7/2,2:00,2669,0,1649,1224,,62,0,0,89,0,0,-355
2020/7/2,3:00,2812,0,1871,1378,,62,0,0,90,0,0,-588
2020/7/2,4:00,2840,0,1830,1348,,66,1,0,86,0,0,-491
2020/7/2,5:00,2754,0,1830,1264,,66,11,0,81,0,0,-497
2020/7/2,6:00,2720,0,1736,1264,,67,50,0,74,0,0,-471
2020/7/2,7:00,2849,0,1761,1268,,66,125,0,72,0,0,-443
2020/7/2,8:00,3191,0,2024,1337,,66,191,0,73,0,0,-500
2020/7/2,9:00,3440,0,1982,1436,,67,284,0,66,0,0,-395
2020/7/2,10:00,3548,0,1936,1581,,66,410,0,62,0,0,-506
2020/7/2,11:00,3591,0,1828,1559,,66,477,0,57,0,0,-396
2020/7/2,12:00,3419,0,1996,1313,,66,540,0,53,0,0,-548
2020/7/2,13:00,3570,0,2018,1393,,66,548,0,49,0,0,-504
2020/7/2,14:00,3582,0,2163,1450,,66,461,0,45,0,1,-604
2020/7/2,15:00,3487,0,2183,1500,,66,344,0,39,0,50,-694
2020/7/2,16:00,3413,0,2191,1621,,67,223,0,37,0,92,-819
2020/7/2,17:00,3207,0,2089,1591,,66,122,0,30,0,8,-699
2020/7/2,18:00,3129,0,2103,1595,,66,36,0,17,0,0,-688
2020/7/2,19:00,3038,0,2053,1583,,67,2,0,10,0,0,-678
2020/7/2,20:00,2923,0,2081,1518,,66,0,0,6,0,0,-748
2020/7/2,21:00,2862,0,1949,1440,,66,0,0,3,0,0,-597
2020/7/2,22:00,2759,0,1882,1393,,67,0,0,3,0,0,-586
2020/7/2,23:00,2665,0,1876,1300,,67,0,0,3,0,0,-582
2020/7/3,0:00,2553,0,1717,1349,,66,0,0,1,0,0,-580
2020/7/3,1:00,2532,0,1816,1182,,67,0,0,0,0,0,-533
2020/7/3,2:00,2647,0,1851,1316,,67,0,0,2,0,0,-590
2020/7/3,3:00,2787,0,1738,1505,,66,0,0,3,0,0,-525
2020/7/3,4:00,2815,0,1831,1476,,67,2,0,1,0,0,-562
2020/7/3,5:00,2722,0,1806,1351,,67,32,0,4,0,0,-538
2020/7/3,6:00,2656,0,1757,1400,,66,117,0,5,0,0,-689
2020/7/3,7:00,2726,0,1779,1392,,67,183,0,4,0,0,-699
2020/7/3,8:00,3053,0,2028,1504,,66,210,0,5,0,0,-760
2020/7/3,9:00,3296,0,2039,1502,,67,311,0,5,0,0,-628
2020/7/3,10:00,3373,0,2017,1522,,66,406,0,5,0,0,-643
2020/7/3,11:00,3397,0,2028,1519,,67,459,0,7,0,0,-682
2020/7/3,12:00,3228,0,1985,1360,,66,491,0,6,0,0,-679
2020/7/3,13:00,3381,0,2037,1481,,66,366,0,6,0,1,-575
2020/7/3,14:00,3396,0,2057,1560,,67,240,0,7,0,50,-585
2020/7/3,15:00,3333,0,2006,1553,,66,144,0,8,0,50,-493
2020/7/3,16:00,3277,0,2061,1535,,66,75,0,6,0,50,-515
2020/7/3,17:00,3119,0,2009,1524,,67,40,0,4,0,50,-575
2020/7/3,18:00,3042,0,2056,1472,,67,11,0,7,0,2,-571
2020/7/3,19:00,2961,0,2027,1426,,68,1,0,9,0,0,-570
2020/7/3,20:00,2824,0,1937,1405,,68,0,0,12,0,0,-598
2020/7/3,21:00,2707,0,1904,1382,,67,0,0,12,0,0,-658
2020/7/3,22:00,2659,0,1908,1375,,67,0,0,9,0,0,-701
2020/7/3,23:00,2574,0,1562,1409,,66,0,0,10,0,0,-473
2020/7/4,0:00,2431,0,1260,1373,,67,0,0,15,0,0,-284
2020/7/4,1:00,2396,0,1182,1403,,67,0,0,16,0,0,-272
2020/7/4,2:00,2532,0,1314,1462,,67,0,0,15,0,0,-325
2020/7/4,3:00,2675,0,1588,1517,,66,0,0,16,0,0,-513
2020/7/4,4:00,2654,0,1723,1499,,67,1,0,22,0,0,-658
2020/7/4,5:00,2536,0,1489,1334,,67,12,0,20,0,0,-386
2020/7/4,6:00,2394,0,1303,1395,,67,38,0,17,0,0,-426
2020/7/4,7:00,2428,0,1257,1366,,66,63,0,10,0,0,-333
2020/7/4,8:00,2579,0,1208,1358,,67,117,0,3,0,0,-174
2020/7/4,9:00,2712,0,1204,1433,,66,216,0,1,0,0,-207
2020/7/4,10:00,2791,0,1251,1377,,67,275,0,1,0,0,-180
2020/7/4,11:00,2846,0,1308,1350,,66,188,0,1,0,0,-66
2020/7/4,12:00,2812,0,1432,1348,,67,89,0,2,0,0,-126
2020/7/4,13:00,2801,0,1339,1346,,66,90,0,4,0,0,-45
2020/7/4,14:00,2803,0,1417,1351,,66,82,0,4,0,0,-116
2020/7/4,15:00,2751,0,1448,1385,,67,76,0,5,0,0,-229
2020/7/4,16:00,2736,0,1700,1411,,66,51,0,4,0,0,-495
2020/7/4,17:00,2715,0,1812,1437,,67,35,0,1,0,0,-638
2020/7/4,18:00,2730,0,1842,1419,,66,11,0,1,0,0,-609
2020/7/4,19:00,2665,0,1813,1426,,67,1,0,0,0,0,-643
2020/7/4,20:00,2578,0,1727,1343,,66,0,0,2,0,0,-560
2020/7/4,21:00,2464,0,1758,1303,,66,0,0,9,0,0,-672
2020/7/4,22:00,2358,0,1487,1217,,67,0,0,16,0,0,-429
