,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2019/4/1 0:00,13046,4129,8810,657,0,0,0,0,45,0,0,-596
2019/4/1 1:00,12903,4129,9135,549,0,0,0,0,50,0,0,-960
2019/4/1 2:00,13388,4129,9675,493,0,0,0,0,54,0,0,-961
2019/4/1 3:00,13662,4129,9767,454,0,0,0,0,52,0,0,-740
2019/4/1 4:00,13647,4129,9813,449,0,0,0,0,57,0,0,-802
2019/4/1 5:00,13825,4130,9846,446,0,0,4,0,52,0,254,-906
2019/4/1 6:00,14892,4129,9785,450,0,0,352,0,48,0,406,-277
2019/4/1 7:00,16114,4130,9208,526,0,0,1137,0,51,0,152,909
2019/4/1 8:00,17720,4130,8917,1086,0,0,1889,0,58,0,103,1536
2019/4/1 9:00,18650,4130,8716,1155,0,0,2185,0,61,0,99,2304
2019/4/1 10:00,18704,4130,8456,856,0,0,2693,0,65,0,-125,2629
2019/4/1 11:00,18802,4132,8738,673,0,0,2882,0,77,0,-282,2582
2019/4/1 12:00,17827,4131,8565,653,0,0,2742,0,76,0,-367,2027
2019/4/1 13:00,18614,4131,8939,673,0,0,2633,0,78,0,42,2118
2019/4/1 14:00,18585,4131,9213,735,0,0,2068,0,86,0,307,2045
2019/4/1 15:00,18469,4131,9745,901,0,0,1673,0,97,0,128,1794
2019/4/1 16:00,18866,4131,11130,1250,0,0,928,0,91,0,266,1069
2019/4/1 17:00,19041,4130,11536,1665,0,0,349,0,97,0,227,1036
2019/4/1 18:00,19442,4130,11642,1825,0,0,12,0,114,0,264,1455
2019/4/1 19:00,19218,4130,11303,1724,0,0,0,0,117,0,539,1404
2019/4/1 20:00,18796,4131,11711,1562,0,0,0,0,116,0,223,1054
2019/4/1 21:00,18189,4131,12010,1070,0,0,0,0,111,0,115,752
2019/4/1 22:00,17281,4131,11768,873,0,0,0,0,101,0,162,245
2019/4/1 23:00,16385,4131,11514,734,0,0,0,0,89,0,-80,-3
2019/4/2 0:00,15359,4130,11203,474,0,0,0,0,74,0,-365,-158
2019/4/2 1:00,14982,4130,10973,443,0,0,0,0,68,0,-363,-268
2019/4/2 2:00,15304,4130,10975,407,0,0,0,0,74,0,-55,-227
2019/4/2 3:00,15446,4130,11374,396,0,0,0,0,59,0,0,-514
2019/4/2 4:00,15246,4130,11191,396,0,0,0,0,62,0,0,-534
2019/4/2 5:00,15272,4130,11198,396,0,0,5,0,67,0,0,-523
2019/4/2 6:00,16550,4130,11521,397,0,0,403,0,52,0,157,-109
2019/4/2 7:00,17758,4131,11327,473,0,0,1399,0,41,0,326,61
2019/4/2 8:00,19204,4130,11296,763,0,0,2417,0,50,0,493,54
2019/4/2 9:00,19976,4130,10991,829,0,0,3262,0,59,0,422,283
2019/4/2 10:00,19997,4130,10236,829,0,0,3512,0,63,0,346,881
2019/4/2 11:00,19838,4130,9796,603,0,0,3244,0,74,0,117,1874
2019/4/2 12:00,18714,4130,9447,513,0,0,2610,0,81,0,116,1817
2019/4/2 13:00,19431,4130,10304,555,0,0,2168,0,87,0,184,2003
2019/4/2 14:00,19399,4130,10873,736,0,0,1817,0,75,0,156,1612
2019/4/2 15:00,19378,4131,11215,1103,0,0,1403,0,70,0,241,1214
2019/4/2 16:00,19685,4131,11778,1490,0,0,904,0,61,0,566,755
2019/4/2 17:00,19788,4131,11978,1815,0,0,329,0,51,0,713,771
2019/4/2 18:00,20164,4130,12115,1823,0,0,12,0,55,0,751,1277
2019/4/2 19:00,20006,4131,12273,1784,0,0,0,0,53,0,548,1216
2019/4/2 20:00,19331,4130,12220,1669,0,0,0,0,49,0,352,911
2019/4/2 21:00,18621,4130,12165,1254,0,0,0,0,45,0,393,634
2019/4/2 22:00,17749,4131,12072,866,0,0,0,0,49,0,351,281
2019/4/2 23:00,16892,4129,11757,666,0,0,0,0,51,0,204,86
2019/4/3 0:00,15854,4129,11688,455,0,0,0,0,38,0,-359,-98
2019/4/3 1:00,15479,4130,11884,423,0,0,0,0,34,0,-903,-90
2019/4/3 2:00,15808,4130,12069,395,0,0,0,0,37,0,-616,-207
2019/4/3 3:00,15980,4129,12023,394,0,0,0,0,44,0,-319,-291
2019/4/3 4:00,15829,4130,11919,386,0,0,0,0,47,0,-214,-438
2019/4/3 5:00,15742,4131,11869,388,0,0,6,0,50,0,-399,-303
2019/4/3 6:00,16995,4131,11578,390,0,0,403,0,45,0,104,343
2019/4/3 7:00,18159,4132,11337,467,0,0,1384,0,45,0,141,654
2019/4/3 8:00,19577,4131,11394,859,0,0,2310,0,45,0,235,604
2019/4/3 9:00,20260,4132,10829,951,0,0,3103,0,51,0,188,1006
2019/4/3 10:00,20061,4132,10054,968,0,0,3234,0,56,0,-150,1769
2019/4/3 11:00,19751,4132,10420,821,0,0,3238,0,57,0,-834,1916
2019/4/3 12:00,18541,4131,9972,598,0,0,3215,0,58,0,-1230,1796
2019/4/3 13:00,19117,4131,9905,583,0,0,3130,0,57,0,-507,1818
2019/4/3 14:00,18803,4131,9330,684,0,0,2789,0,52,0,-67,1883
2019/4/3 15:00,18520,4131,9837,1131,0,0,2312,0,47,0,-93,1154
2019/4/3 16:00,18635,4131,10972,1468,0,0,1493,0,39,0,-76,608
2019/4/3 17:00,18713,4132,11258,1786,0,0,540,0,30,0,113,856
2019/4/3 18:00,19242,4131,11776,1793,0,0,17,0,27,0,347,1153
2019/4/3 19:00,19316,4131,11729,1788,0,0,0,0,28,0,479,1162
2019/4/3 20:00,18864,4131,11647,1690,0,0,0,0,28,0,379,988
2019/4/3 21:00,18267,4131,11739,1313,0,0,0,0,26,0,314,744
2019/4/3 22:00,17470,4131,11518,881,0,0,0,0,27,0,446,467
2019/4/3 23:00,16634,4130,11127,591,0,0,0,0,26,0,164,596
2019/4/4 0:00,15641,4131,10656,409,0,0,0,0,27,0,0,418
2019/4/4 1:00,15325,4129,10644,392,0,0,0,0,28,0,0,131
2019/4/4 2:00,15726,4129,10642,559,0,0,0,0,29,0,0,367
2019/4/4 3:00,15880,4127,10721,553,0,0,0,0,30,0,0,450
2019/4/4 4:00,15727,4126,10823,383,0,0,0,0,28,0,0,366
2019/4/4 5:00,15698,4128,10857,363,0,0,9,0,28,0,0,314
2019/4/4 6:00,16843,4129,10888,435,0,0,461,0,29,0,134,767
2019/4/4 7:00,17775,4130,10155,833,0,0,1516,0,35,0,44,1062
2019/4/4 8:00,18982,4129,9983,1108,0,0,2548,0,38,0,0,1175
2019/4/4 9:00,19499,4130,8978,1204,0,0,3407,0,38,0,38,1704
2019/4/4 10:00,19203,4130,7435,1114,0,0,4033,0,36,0,437,2019
2019/4/4 11:00,19040,4130,8404,585,0,0,4366,0,36,0,128,1392
2019/4/4 12:00,17809,4130,7866,460,0,0,4369,0,37,0,102,845
2019/4/4 13:00,18319,4130,8169,457,0,0,4070,0,39,0,155,1299
2019/4/4 14:00,17997,4131,7719,526,0,0,3511,0,35,0,271,1805
2019/4/4 15:00,17706,4132,8394,703,0,0,2675,0,31,0,172,1598
2019/4/4 16:00,17883,4132,9226,1516,0,0,1651,0,33,0,70,1255
2019/4/4 17:00,17836,4131,9684,1802,0,0,586,0,39,0,123,1471
2019/4/4 18:00,18312,4130,10246,1902,0,0,20,0,39,0,305,1669
2019/4/4 19:00,18280,4130,10441,1893,0,0,0,0,37,0,96,1684
2019/4/4 20:00,17698,4131,10320,1880,0,0,0,0,34,0,0,1333
2019/4/4 21:00,17190,4132,10603,1397,0,0,0,0,39,0,68,951
2019/4/4 22:00,16496,4132,10718,959,0,0,0,0,38,0,203,446
2019/4/4 23:00,15575,4132,10343,683,0,0,0,0,35,0,56,327
2019/4/5 0:00,14527,4131,10090,461,0,0,0,0,29,0,0,-185
2019/4/5 1:00,14273,4131,10142,395,0,0,0,0,27,0,0,-422
2019/4/5 2:00,14792,4132,10570,369,0,0,0,0,28,0,40,-347
2019/4/5 3:00,15077,4132,10710,367,0,0,0,0,27,0,118,-277
2019/4/5 4:00,15019,4131,10567,467,0,0,0,0,30,0,16,-192
2019/4/5 5:00,14915,4132,10431,500,0,0,10,0,30,0,0,-189
