,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2020/4/1 0:00,12729,3236,8104,1602,0,0,0,0,24,0,-829,591
2020/4/1 1:00,12490,3236,8153,1575,0,0,0,0,24,0,-748,250
2020/4/1 2:00,13017,3236,8518,1549,0,0,0,0,25,0,-455,144
2020/4/1 3:00,13380,3236,8479,1515,0,0,0,0,29,0,-21,141
2020/4/1 4:00,13207,3236,8188,1521,0,0,0,0,33,0,-173,401
2020/4/1 5:00,12962,3236,8133,1522,0,0,1,0,32,0,-463,502
2020/4/1 6:00,13327,3237,8191,1525,0,0,90,0,39,0,-474,720
2020/4/1 7:00,14364,3236,8142,1665,0,0,414,0,35,0,-178,1049
2020/4/1 8:00,15826,3236,8417,1980,0,0,567,0,36,0,208,1382
2020/4/1 9:00,17165,3236,9050,2034,0,0,552,0,35,0,256,2001
2020/4/1 10:00,17615,3236,9810,1954,0,0,385,0,38,0,226,1966
2020/4/1 11:00,17860,3236,9589,1920,0,0,344,0,35,0,198,2538
2020/4/1 12:00,17237,3236,9476,1737,0,0,336,0,41,0,-187,2598
2020/4/1 13:00,18030,3236,9834,1812,0,0,308,0,62,0,316,2463
2020/4/1 14:00,17978,3236,10082,1828,0,0,291,0,54,0,363,2124
2020/4/1 15:00,17893,3236,9883,1858,0,0,366,0,78,0,303,2168
2020/4/1 16:00,18043,3236,9955,1964,0,0,270,0,121,0,310,2187
2020/4/1 17:00,17828,3237,10332,2253,0,0,119,0,121,0,198,1569
2020/4/1 18:00,17651,3236,10295,2319,0,0,6,0,124,0,194,1477
2020/4/1 19:00,17100,3236,9967,2139,0,0,0,0,118,0,193,1447
2020/4/1 20:00,16469,3236,9523,1996,0,0,0,0,114,0,195,1404
2020/4/1 21:00,15827,3236,9669,1941,0,0,0,0,113,0,-456,1324
