,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2018/4/1 0:00,12139,2951,6917,1450,0,0,0,0,43,0,-201,979
2018/4/1 1:00,12000,2951,6823,1446,0,0,0,0,41,0,-201,940
2018/4/1 2:00,12500,2951,7094,1646,0,0,0,0,27,0,-201,983
2018/4/1 3:00,12746,2951,7390,1643,0,0,0,0,26,0,-200,936
2018/4/1 4:00,12514,2951,7181,1585,0,0,0,0,23,0,-200,974
2018/4/1 5:00,11877,2952,6888,1269,0,0,4,0,20,0,-200,944
2018/4/1 6:00,11617,2952,6204,1277,0,0,351,0,23,0,-273,1083
2018/4/1 7:00,11981,2952,6182,1293,0,0,1055,0,16,0,-716,1199
2018/4/1 8:00,12568,2952,6184,1392,0,0,1763,0,8,0,-1035,1304
2018/4/1 9:00,12882,2952,6280,1418,0,0,2418,0,4,0,-1532,1342
2018/4/1 10:00,13128,2952,6026,1395,0,0,3092,0,4,0,-1856,1515
2018/4/1 11:00,13283,2952,5969,1160,0,0,3462,0,8,0,-2000,1732
2018/4/1 12:00,13162,2951,5620,1135,0,0,3470,0,12,0,-1818,1792
2018/4/1 13:00,13112,2951,5821,1130,0,0,3426,0,13,0,-1867,1638
2018/4/1 14:00,13030,2951,5976,1139,0,0,2986,0,13,0,-1391,1356
2018/4/1 15:00,13032,2951,6053,1166,0,0,2226,0,12,0,-632,1256
2018/4/1 16:00,13225,2951,6593,1360,0,0,1300,0,14,0,-408,1415
2018/4/1 17:00,13643,2950,7588,1632,0,0,385,0,19,0,-217,1286
2018/4/1 18:00,14507,2949,8188,1940,0,0,9,0,24,0,132,1265
2018/4/1 19:00,14616,2949,8163,2007,0,0,0,0,25,0,136,1336
2018/4/1 20:00,14274,2949,7975,1906,0,0,0,0,19,0,150,1275
2018/4/1 21:00,13685,2950,7682,1817,0,0,0,0,20,0,137,1079
2018/4/1 22:00,12976,2951,7207,1605,0,0,0,0,15,0,126,1072
2018/4/1 23:00,12284,2951,6740,1427,0,0,0,0,8,0,131,1027
2018/4/2 0:00,11533,2951,6607,1292,0,0,0,0,5,0,118,560
2018/4/2 1:00,11453,2951,6600,1239,0,0,0,0,4,0,118,541
2018/4/2 2:00,12033,2951,6956,1284,0,0,0,0,3,0,118,721
