,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2021/10/1 0:00,8066,4109,5144,442,143,283,0,0,39,0,-132,-1962
2021/10/1 1:00,7659,4111,4894,448,143,279,0,0,51,0,-343,-1924
2021/10/1 2:00,7716,4109,4968,443,143,281,0,0,52,0,-338,-1942
2021/10/1 3:00,8078,4109,5230,471,143,283,0,0,62,0,-188,-2032
2021/10/1 4:00,8486,4101,5426,520,143,284,0,0,76,0,6,-2070
2021/10/1 5:00,8638,4105,5443,652,143,284,0,0,81,0,0,-2070
2021/10/1 6:00,8624,4105,5430,513,143,285,141,0,94,0,-1,-2086
2021/10/1 7:00,8920,4110,4723,412,143,285,1296,0,85,0,-34,-2100
2021/10/1 8:00,9746,4108,4462,377,143,277,2687,0,65,0,-99,-2274
2021/10/1 9:00,10681,4106,4123,368,142,252,4065,0,71,0,12,-2458
2021/10/1 10:00,11296,4107,3549,368,143,226,5388,0,108,0,-29,-2564
2021/10/1 11:00,11800,4104,3180,352,144,226,6469,0,116,0,-249,-2542
2021/10/1 12:00,11807,4108,3071,340,145,229,6989,0,119,0,-766,-2428
2021/10/1 13:00,12066,4106,3102,339,145,226,6861,0,121,0,-322,-2512
2021/10/1 14:00,11954,4108,3559,365,145,249,6013,0,102,0,-5,-2582
2021/10/1 15:00,11867,4106,4677,408,144,277,4454,0,89,0,108,-2396
2021/10/1 16:00,11886,4109,6329,463,143,279,2396,0,83,0,578,-2494
2021/10/1 17:00,11317,4105,7037,667,143,282,486,0,76,0,1015,-2494
2021/10/1 18:00,11056,4098,7072,853,144,282,0,0,80,0,1049,-2522
2021/10/1 19:00,10443,4103,6820,680,144,280,0,0,65,0,763,-2412
