,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2020/7/1 0:00,7635,2303,6117,1100,102,308,0,0,120,0,-539,-1876
2020/7/1 1:00,7299,2300,6008,1097,97,307,0,0,103,0,-563,-2050
2020/7/1 2:00,7394,2304,5943,1098,97,306,0,0,101,0,-385,-2070
2020/7/1 3:00,7873,2301,5886,1104,97,312,0,0,76,0,-399,-1504
2020/7/1 4:00,8300,2297,6054,1084,97,311,0,0,79,0,2,-1624
2020/7/1 5:00,8417,2297,6221,1061,97,310,56,0,69,0,-6,-1688
2020/7/1 6:00,8198,2298,6145,1031,97,316,581,0,57,0,-85,-2242
2020/7/1 7:00,8362,2303,5584,927,97,345,1702,0,35,0,-439,-2192
2020/7/1 8:00,9129,2302,5474,858,97,351,2588,0,39,0,-18,-2562
2020/7/1 9:00,9841,2300,5600,852,97,344,3324,0,48,0,24,-2748
2020/7/1 10:00,10133,2300,4751,862,97,346,4479,0,44,0,2,-2748
2020/7/1 11:00,10713,2302,4530,850,97,346,5248,0,60,0,-2,-2718
2020/7/1 12:00,10269,2304,3984,825,97,349,5256,0,77,0,-283,-2340
2020/7/1 13:00,10552,2300,4628,826,97,342,5104,0,86,0,-37,-2794
2020/7/1 14:00,10681,2301,5088,850,96,345,4683,0,83,0,1,-2766
2020/7/1 15:00,10509,2302,5689,862,96,346,4033,0,73,0,-122,-2770
2020/7/1 16:00,10408,2301,6806,896,96,347,2830,0,69,0,-201,-2736
