,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2023/10/1 0:00,7625,4109,4123,235,149,570,0,0,21,0,-18,-1564
2023/10/1 1:00,7225,4109,3697,230,148,568,0,0,25,0,-16,-1536
2023/10/1 2:00,7232,4107,3692,233,148,568,0,0,26,0,14,-1556
2023/10/1 3:00,7522,4106,3748,350,148,567,0,0,34,0,103,-1534
2023/10/1 4:00,7827,4101,3817,524,148,566,0,0,31,0,280,-1640
2023/10/1 5:00,7992,4103,3533,475,148,562,0,0,36,0,503,-1368
2023/10/1 6:00,7621,4107,3151,412,149,537,106,0,36,0,335,-1212
2023/10/1 7:00,7508,4110,3053,293,149,473,1036,0,34,0,92,-1732
2023/10/1 8:00,7850,4111,2779,250,151,468,1873,15,31,0,5,-1818
2023/10/1 9:00,8416,4113,2528,230,151,467,2889,231,29,0,-93,-1898
2023/10/1 10:00,8803,4112,2386,221,151,469,4199,208,29,0,-778,-1986
2023/10/1 11:00,9003,4111,2381,240,151,472,5030,426,37,0,-1423,-1996
2023/10/1 12:00,9310,4109,2460,215,151,470,5401,792,48,0,-1622,-1922
2023/10/1 13:00,9178,4108,2526,213,151,470,4633,875,41,0,-1096,-1868
2023/10/1 14:00,9030,4108,2489,212,151,472,4133,307,43,0,-706,-1872
2023/10/1 15:00,9012,4105,2524,284,151,470,3703,93,55,0,-408,-1872
2023/10/1 16:00,8997,4109,3298,335,151,484,2337,0,64,0,-15,-1766
2023/10/1 17:00,9066,4097,4467,623,151,547,575,0,80,0,520,-1994
2023/10/1 18:00,9230,4100,4778,899,152,561,2,0,93,0,709,-2064
2023/10/1 19:00,8899,4103,4832,652,152,565,0,0,102,0,569,-2076
2023/10/1 20:00,8461,4114,4768,364,152,569,0,0,103,0,383,-1992
2023/10/1 21:00,8030,4114,4653,277,153,571,0,0,108,0,92,-1938
2023/10/1 22:00,7656,4117,4228,240,153,572,0,0,101,0,19,-1774
2023/10/1 23:00,7315,4114,3768,230,154,571,0,0,101,0,5,-1628
2023/10/2 0:00,6792,4115,3320,243,154,572,0,0,101,0,-29,-1684
2023/10/2 1:00,6534,4115,2999,256,154,571,0,0,112,0,-23,-1650
2023/10/2 2:00,6671,4113,3151,268,154,572,0,0,97,0,-8,-1676
2023/10/2 3:00,7082,4111,3596,309,154,574,0,0,100,0,-4,-1758
2023/10/2 4:00,7602,4105,3893,447,154,573,0,0,112,0,114,-1796
2023/10/2 5:00,8025,4113,4014,478,154,570,0,0,112,0,338,-1754
2023/10/2 6:00,7941,4110,3768,378,154,569,143,0,99,0,404,-1684
2023/10/2 7:00,8051,4114,3052,244,154,563,1465,0,101,0,74,-1716
2023/10/2 8:00,8747,4117,2861,242,153,492,3331,0,83,0,-332,-2200
2023/10/2 9:00,9726,4121,2589,237,154,469,4984,379,56,0,-430,-2454
2023/10/2 10:00,10245,4119,2485,219,153,468,6463,605,52,0,-1234,-2480
2023/10/2 11:00,10468,4117,2478,229,153,468,7008,814,53,0,-1702,-2336
2023/10/2 12:00,10226,4117,2410,207,153,468,6721,1265,57,0,-1613,-2294
2023/10/2 13:00,10729,4114,2573,208,153,468,7165,540,52,0,-1632,-2372
2023/10/2 14:00,11069,4117,2648,209,153,467,7070,81,48,0,-1231,-2412
2023/10/2 15:00,10870,4108,3347,222,153,520,5455,1,54,0,-691,-2298
2023/10/2 16:00,10800,4112,5247,349,153,563,2621,0,50,0,189,-2484
2023/10/2 17:00,10369,4099,6672,692,153,566,530,0,70,0,81,-2494
2023/10/2 18:00,10188,4105,6725,793,154,569,2,0,71,0,223,-2454
2023/10/2 19:00,9667,4109,6136,509,154,567,0,0,59,0,477,-2344
2023/10/2 20:00,9122,4124,5732,302,154,561,0,0,66,0,419,-2236
2023/10/2 21:00,8631,4121,5353,293,154,561,0,0,69,0,164,-2084
2023/10/2 22:00,8254,4120,4810,234,155,564,0,0,68,0,19,-1716
2023/10/2 23:00,7948,4120,4407,215,155,568,0,0,66,0,19,-1602
2023/10/3 0:00,7446,4119,4003,204,154,566,0,0,83,0,-1,-1682
