,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2023/7/1 0:00,8595,3211,4890,842,141,539,0,0,248,0,8,-1284
2023/7/1 1:00,8124,3209,4748,849,141,534,0,0,244,0,-1,-1600
2023/7/1 2:00,8137,3210,4905,867,141,539,0,0,244,0,-13,-1756
2023/7/1 3:00,8435,3210,5108,879,140,541,0,0,215,0,-16,-1642
2023/7/1 4:00,8715,3204,5181,954,140,539,0,0,200,0,-5,-1498
2023/7/1 5:00,8753,3206,5300,944,122,541,7,0,195,0,0,-1562
2023/7/1 6:00,8417,3205,4680,897,85,540,56,0,156,0,0,-1202
2023/7/1 7:00,8597,3209,4681,901,85,541,195,0,127,0,4,-1146
2023/7/1 8:00,9299,3209,5091,961,85,538,401,0,71,0,-1,-1056
2023/7/1 9:00,9865,3209,5032,964,88,538,811,0,61,0,0,-838
2023/7/1 10:00,10103,3210,4992,958,128,541,1129,0,47,0,4,-906
2023/7/1 11:00,10183,3208,4718,951,136,543,1471,0,52,0,-20,-876
2023/7/1 12:00,10016,3210,4304,982,141,538,1987,0,30,0,-26,-1150
2023/7/1 13:00,10191,3209,4621,972,144,535,1945,0,12,0,21,-1268
2023/7/1 14:00,9953,3210,4968,977,144,536,1144,0,17,0,7,-1050
2023/7/1 15:00,9702,3214,4828,1014,144,538,1101,0,13,0,-14,-1136
2023/7/1 16:00,9664,3212,4980,1030,145,541,870,0,34,0,190,-1338
2023/7/1 17:00,9645,3209,5105,1039,145,543,577,0,48,0,341,-1362
2023/7/1 18:00,9686,3209,5098,1078,145,545,328,0,51,0,550,-1318
2023/7/1 19:00,9632,3211,5200,1060,144,547,36,0,40,0,842,-1448
