,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2022/7/1 0:00,9322,1813,8494,690,85,347,0,0,3,0,-6,-2104
2022/7/1 1:00,8719,1812,7916,614,86,349,0,0,3,0,-9,-2052
2022/7/1 2:00,8641,1812,7812,679,86,350,0,0,1,0,-13,-2086
2022/7/1 3:00,8867,1814,7902,873,86,351,0,0,2,0,-7,-2154
2022/7/1 4:00,9194,1814,8139,952,86,353,0,0,2,0,0,-2152
2022/7/1 5:00,9365,1816,8207,944,86,352,89,0,7,0,2,-2138
2022/7/1 6:00,9531,1818,7583,892,86,350,983,0,9,0,-8,-2182
2022/7/1 7:00,10224,1814,6966,672,86,349,2761,0,7,0,-115,-2316
2022/7/1 8:00,11638,1815,7023,534,86,348,4718,0,9,0,-251,-2644
2022/7/1 9:00,13191,1816,7142,526,85,347,6585,0,12,0,-512,-2810
2022/7/1 10:00,14026,1815,7070,521,85,342,7854,0,16,0,-921,-2756
2022/7/1 11:00,14610,1815,7104,515,85,346,8513,0,21,0,-1015,-2774
2022/7/1 12:00,14741,1813,7199,578,85,349,8775,0,21,0,-1325,-2754
2022/7/1 13:00,15169,1809,7446,573,85,344,8470,0,20,0,-894,-2684
2022/7/1 14:00,15287,1807,7723,649,84,345,7678,0,15,0,-350,-2664
2022/7/1 15:00,15112,1811,8725,725,84,348,6336,0,16,0,-159,-2774
2022/7/1 16:00,15069,1810,9907,827,84,348,4576,0,23,0,206,-2712
2022/7/1 17:00,14648,1807,10599,963,85,346,2580,0,32,0,782,-2546
2022/7/1 18:00,13853,1799,10641,989,85,347,825,0,38,0,1307,-2178
2022/7/1 19:00,13034,1797,10611,981,87,351,51,0,41,0,1387,-2272
2022/7/1 20:00,12456,1805,10414,974,87,355,0,0,37,0,1058,-2274
2022/7/1 21:00,11705,1811,10285,888,86,358,0,0,39,0,468,-2230
2022/7/1 22:00,11003,1812,9913,810,86,355,0,0,43,0,110,-2126
2022/7/1 23:00,10313,1813,9506,614,86,358,0,0,41,0,11,-2116
2022/7/2 0:00,9352,1812,8118,782,86,359,0,0,44,0,-21,-1828
2022/7/2 1:00,8753,1814,7441,799,86,356,0,0,43,0,-18,-1768
2022/7/2 2:00,8641,1813,7619,779,86,357,0,0,43,0,-258,-1798
2022/7/2 3:00,8773,1815,7732,863,86,356,0,0,43,0,-230,-1892
2022/7/2 4:00,8977,1814,7685,928,86,359,0,0,41,0,-140,-1796
2022/7/2 5:00,9057,1817,7571,931,86,359,95,0,50,0,0,-1852
2022/7/2 6:00,8981,1817,7007,792,86,359,1031,0,54,0,-295,-1870
2022/7/2 7:00,9156,1817,6408,677,86,357,2785,0,47,0,-1117,-1904
2022/7/2 8:00,10127,1819,5997,579,86,354,4435,0,68,0,-1187,-2024
2022/7/2 9:00,11328,1819,5895,500,85,352,6113,0,74,0,-1380,-2130
2022/7/2 10:00,12075,1821,5752,481,85,353,7214,0,64,0,-1519,-2176
2022/7/2 11:00,12516,1821,5751,488,85,356,7392,0,71,0,-1220,-2228
2022/7/2 12:00,12650,1821,5717,485,85,356,7161,0,75,0,-792,-2258
2022/7/2 13:00,12965,1817,5784,538,85,353,6830,0,62,0,-380,-2124
2022/7/2 14:00,13014,1814,6678,549,85,353,5825,0,45,0,-55,-2280
2022/7/2 15:00,12657,1814,7672,557,85,354,4412,0,45,0,0,-2282
2022/7/2 16:00,12622,1811,9053,617,85,357,2905,0,50,0,40,-2296
2022/7/2 17:00,12348,1798,9546,777,85,362,1485,0,55,0,376,-2136
2022/7/2 18:00,12212,1797,9660,983,85,359,546,0,49,0,743,-2010
2022/7/2 19:00,11960,1800,9692,980,85,361,38,0,56,0,896,-1948
2022/7/2 20:00,11441,1812,9559,944,85,363,0,0,74,0,646,-2042
2022/7/2 21:00,10813,1814,9540,743,86,360,0,0,88,0,352,-2170
2022/7/2 22:00,10315,1816,9305,612,86,362,0,0,111,0,81,-2058
2022/7/2 23:00,9754,1816,8737,604,85,363,0,0,99,0,4,-1954
2022/7/3 0:00,8963,1813,7881,583,85,363,0,0,105,0,-13,-1854
2022/7/3 1:00,8435,1810,7208,567,85,361,0,0,110,0,-14,-1692
2022/7/3 2:00,8393,1814,7203,577,85,362,0,0,106,0,-22,-1732
2022/7/3 3:00,8579,1811,7450,660,85,361,0,0,123,0,-9,-1902
2022/7/3 4:00,8828,1814,7481,819,86,361,0,0,143,0,0,-1876
2022/7/3 5:00,8918,1815,7509,833,85,360,25,0,153,0,0,-1862
2022/7/3 6:00,8573,1816,7016,773,85,358,221,0,144,0,0,-1840
2022/7/3 7:00,8668,1820,6881,670,85,361,702,0,140,0,-279,-1712
2022/7/3 8:00,9210,1816,7186,629,85,361,1559,0,149,0,-731,-1844
2022/7/3 9:00,10040,1819,7799,606,85,360,2099,0,169,0,-845,-2052
2022/7/3 10:00,10576,1821,7642,609,84,361,2472,0,189,0,-898,-1704
2022/7/3 11:00,10777,1820,7271,589,84,362,2897,0,186,0,-1058,-1374
2022/7/3 12:00,10978,1819,6716,598,84,361,3174,0,187,0,-545,-1416
2022/7/3 13:00,11067,1816,7068,598,84,359,2837,0,195,0,-4,-1886
2022/7/3 14:00,10944,1816,6949,599,84,359,2669,0,182,0,-20,-1694
2022/7/3 15:00,11173,1816,7679,674,85,362,2599,0,163,0,-3,-2202
2022/7/3 16:00,11349,1800,8678,817,85,362,1739,0,158,0,2,-2292
2022/7/3 17:00,11495,1800,9519,916,86,360,921,0,152,0,11,-2270
2022/7/3 18:00,11530,1803,9819,1002,85,361,347,0,153,0,204,-2244
2022/7/3 19:00,11388,1816,9844,1028,86,361,23,0,131,0,197,-2098
2022/7/3 20:00,10902,1815,9648,1038,85,363,0,0,141,0,16,-2204
2022/7/3 21:00,10357,1814,9184,931,85,362,0,0,149,0,-2,-2166
2022/7/3 22:00,9780,1817,8572,823,86,363,0,0,150,0,5,-2036
2022/7/3 23:00,9209,1818,8010,754,86,362,0,0,140,0,13,-1974
2022/7/4 0:00,8510,1815,7220,729,86,364,0,0,142,0,10,-1856
2022/7/4 1:00,8095,1817,6859,722,86,362,0,0,155,0,-118,-1788
2022/7/4 2:00,8075,1817,7030,706,86,361,0,0,139,0,-244,-1820
2022/7/4 3:00,8378,1817,7117,780,86,361,0,0,109,0,-16,-1876
2022/7/4 4:00,8755,1815,7393,927,86,361,0,0,113,0,-6,-1934
2022/7/4 5:00,9084,1813,7613,925,86,357,24,0,120,0,0,-1854
2022/7/4 6:00,9265,1816,7499,790,86,357,298,0,148,0,-3,-1726
2022/7/4 7:00,9921,1816,7776,729,86,357,834,0,151,0,-22,-1806
2022/7/4 8:00,11235,1814,9130,769,86,355,1500,0,149,0,32,-2600
