,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2021/7/1 0:00,8436,4128,4122,430,145,358,0,0,51,0,-40,-758
2021/7/1 1:00,7984,4126,4050,449,145,357,0,0,48,0,-493,-698
2021/7/1 2:00,7983,4128,3909,556,145,357,0,0,51,0,-439,-724
2021/7/1 3:00,8347,4126,3886,686,145,358,0,0,51,0,-117,-788
2021/7/1 4:00,8695,4121,4003,786,145,357,0,0,56,0,1,-774
2021/7/1 5:00,8821,4129,4121,739,145,357,63,0,71,0,-10,-794
2021/7/1 6:00,8756,4125,3803,512,145,354,545,0,61,0,-25,-764
2021/7/1 7:00,9127,4125,3780,492,145,354,1527,0,51,0,-9,-1338
2021/7/1 8:00,10365,4129,4589,371,145,352,2657,0,39,0,77,-1994
2021/7/1 9:00,11559,4132,4624,364,145,350,3916,0,29,0,115,-2116
2021/7/1 10:00,12055,4129,4612,361,144,348,4559,0,27,0,-3,-2122
2021/7/1 11:00,12576,4129,4915,339,144,349,4752,0,33,0,-3,-2082
2021/7/1 12:00,12236,4130,4540,323,144,351,4298,0,52,0,-6,-1596
2021/7/1 13:00,12673,4129,5481,331,143,346,4112,0,49,0,14,-1932
2021/7/1 14:00,12883,4129,5241,536,144,344,4086,0,41,0,-20,-1618
2021/7/1 15:00,12691,4129,5243,525,144,346,3162,0,62,0,102,-1022
2021/7/1 16:00,12740,4128,5653,723,145,348,2041,0,63,0,467,-828
2021/7/1 17:00,12321,4117,6009,796,145,349,1109,0,53,0,361,-618
2021/7/1 18:00,12022,4120,6031,882,145,354,376,0,51,0,471,-408
2021/7/1 19:00,11709,4115,6033,900,145,351,23,0,56,0,336,-250
2021/7/1 20:00,11098,4128,5948,861,145,350,0,0,42,0,58,-434
2021/7/1 21:00,10426,4130,5466,660,145,347,0,0,27,0,-15,-334
2021/7/1 22:00,9841,4127,5003,596,145,348,0,0,27,0,-17,-388
2021/7/1 23:00,9326,4129,4490,489,145,352,0,0,19,0,-4,-294
2021/7/2 0:00,8619,4128,4334,435,145,351,0,0,21,0,-225,-570
2021/7/2 1:00,8185,4125,4373,473,145,347,0,0,18,0,-618,-678
2021/7/2 2:00,8230,4123,4443,439,145,349,0,0,12,0,-587,-694
2021/7/2 3:00,8547,4129,4501,458,145,350,0,0,8,0,-368,-676
2021/7/2 4:00,8915,4124,4684,742,145,351,0,0,9,0,-226,-914
2021/7/2 5:00,9082,4124,4601,609,138,351,45,0,7,0,-239,-554
2021/7/2 6:00,9005,4124,4428,447,117,351,396,0,6,0,-536,-328
2021/7/2 7:00,9340,4126,4403,475,117,351,1097,0,7,0,-608,-628
2021/7/2 8:00,10606,4127,4912,422,111,349,1937,0,7,0,195,-1454
2021/7/2 9:00,11734,4126,4754,428,88,344,2896,0,7,0,113,-1022
2021/7/2 10:00,12045,4134,4344,459,87,347,3823,0,8,0,-33,-1124
2021/7/2 11:00,12504,4128,4138,429,86,345,4733,0,5,0,-46,-1314
2021/7/2 12:00,12257,4126,4140,427,86,349,4541,0,6,0,-670,-748
2021/7/2 13:00,12833,4126,4485,464,85,346,4293,0,10,0,-58,-918
2021/7/2 14:00,12597,4127,4744,467,85,344,3794,0,19,0,-47,-936
2021/7/2 15:00,12678,4119,5066,565,85,347,3389,0,25,0,44,-962
2021/7/2 16:00,12536,4116,5805,738,85,350,1927,0,25,0,562,-1072
2021/7/2 17:00,12183,4123,5991,793,85,350,894,0,34,0,659,-746
2021/7/2 18:00,11854,4110,6056,816,86,351,243,0,51,0,459,-318
2021/7/2 19:00,11538,4105,5995,861,86,350,12,0,54,0,275,-200
2021/7/2 20:00,10921,4115,5837,757,86,348,0,0,39,0,21,-282
2021/7/2 21:00,10276,4117,5532,594,86,347,0,0,22,0,-4,-418
2021/7/2 22:00,9767,4126,5352,544,86,348,0,0,13,0,-22,-680
2021/7/2 23:00,9308,4117,5441,440,86,352,0,0,15,0,-1,-1142
2021/7/3 0:00,8526,4123,4950,402,86,351,0,0,21,0,-3,-1404
2021/7/3 1:00,8104,4126,4003,429,85,348,0,0,16,0,1,-904
2021/7/3 2:00,8152,4121,3979,490,85,349,0,0,23,0,-27,-868
2021/7/3 3:00,8482,4129,4043,509,85,352,0,0,22,0,-6,-652
2021/7/3 4:00,8793,4125,4221,741,86,352,0,0,12,0,0,-744
2021/7/3 5:00,8779,4124,4289,759,87,352,25,0,14,0,83,-954
2021/7/3 6:00,8396,4124,3854,562,87,352,303,0,22,0,4,-912
2021/7/3 7:00,8552,4128,3616,487,86,350,711,0,31,0,-9,-848
2021/7/3 8:00,9393,4124,4042,443,86,349,1048,0,54,0,1,-754
2021/7/3 9:00,10085,4129,4719,446,85,346,1270,0,53,0,-3,-960
2021/7/3 10:00,10255,4129,4529,461,85,346,1564,0,78,0,-7,-930
2021/7/3 11:00,10387,4132,4193,462,85,347,1784,0,84,0,-40,-660
2021/7/3 12:00,10267,4130,4225,428,85,348,1678,0,82,0,-47,-662
2021/7/3 13:00,10298,4127,4354,467,85,343,1707,0,89,0,-10,-864
2021/7/3 14:00,10244,4124,4390,479,85,341,1845,0,97,0,-11,-1106
2021/7/3 15:00,10336,4124,4560,481,85,345,1577,0,102,0,50,-988
2021/7/3 16:00,10427,4126,4950,582,85,348,1057,0,104,0,23,-848
2021/7/3 17:00,10519,4115,5200,518,85,350,607,0,96,0,10,-462
2021/7/3 18:00,10602,4114,5352,735,85,351,195,0,103,0,11,-344
2021/7/3 19:00,10516,4115,5401,878,85,352,8,0,122,0,57,-502
2021/7/3 20:00,10081,4122,5337,747,85,354,0,0,135,0,89,-788
2021/7/3 21:00,9559,4124,5167,534,85,353,0,0,135,0,25,-864
2021/7/3 22:00,9205,4119,4782,513,85,355,0,0,151,0,-8,-792
2021/7/3 23:00,8812,4126,4215,458,85,356,0,0,167,0,-17,-578
2021/7/4 0:00,8197,4123,3623,386,85,357,0,0,179,0,-28,-528
2021/7/4 1:00,7805,4124,3293,393,85,356,0,0,173,0,-37,-582
2021/7/4 2:00,7863,4123,3294,482,86,355,0,0,172,0,-25,-624
2021/7/4 3:00,8190,4119,3528,545,86,356,0,0,181,0,21,-646
2021/7/4 4:00,8493,4120,3796,554,86,355,0,0,201,0,55,-674
2021/7/4 5:00,8484,4121,3741,508,86,354,57,0,217,0,116,-716
2021/7/4 6:00,8071,4119,3348,434,85,351,555,0,218,0,-251,-788
2021/7/4 7:00,8136,4119,3359,424,85,355,1397,0,208,0,-449,-1362
2021/7/4 8:00,8810,4117,3129,395,86,355,2255,0,195,0,-146,-1576
2021/7/4 9:00,9628,4118,3032,362,85,353,3316,0,191,0,-23,-1806
2021/7/4 10:00,10225,4116,3056,344,85,353,4212,0,188,0,-379,-1750
2021/7/4 11:00,10567,4118,3128,357,85,354,4534,0,187,0,-420,-1776
2021/7/4 12:00,10982,4117,2997,328,85,354,5075,0,189,0,-1065,-1098
2021/7/4 13:00,10979,4116,3182,355,85,352,4891,0,187,0,-837,-1352
2021/7/4 14:00,10722,4114,3352,362,85,351,4354,0,177,0,-871,-1202
2021/7/4 15:00,10805,4116,3807,380,85,354,3459,0,176,0,-630,-942
2021/7/4 16:00,10792,4103,4397,362,85,353,2343,0,156,0,-315,-692
2021/7/4 17:00,11132,4103,5121,479,85,354,1266,0,133,0,5,-414
2021/7/4 18:00,11262,4106,5832,667,85,354,398,0,124,0,192,-496
2021/7/4 19:00,11163,4114,5969,791,85,353,22,0,131,0,402,-704
2021/7/4 20:00,10740,4112,5926,687,85,357,0,0,138,0,57,-622
2021/7/4 21:00,10148,4108,5464,511,85,355,0,0,147,0,-12,-510
2021/7/4 22:00,9606,4110,5685,417,85,355,0,0,142,0,10,-1198
2021/7/4 23:00,9010,4104,4397,392,85,356,0,0,132,0,-18,-438
2021/7/5 0:00,8324,4115,3883,347,85,356,0,0,129,0,-17,-574
2021/7/5 1:00,7933,4112,3776,370,85,353,0,0,124,0,-279,-608
2021/7/5 2:00,7967,4113,3862,377,85,353,0,0,136,0,-259,-700
2021/7/5 3:00,8340,4116,3924,458,85,356,0,0,129,0,-50,-678
2021/7/5 4:00,8754,4109,4417,505,85,356,0,0,136,0,-26,-828
2021/7/5 5:00,9007,4108,4825,574,85,353,60,0,131,0,13,-1142
2021/7/5 6:00,9079,4110,4784,389,85,352,538,0,124,0,-7,-1296
2021/7/5 7:00,9855,4111,4881,384,85,352,1535,0,121,0,2,-1616
2021/7/5 8:00,11387,4111,4954,346,85,347,2576,0,103,0,419,-1554
2021/7/5 9:00,12518,4109,5333,327,85,345,3533,0,92,0,680,-1986
2021/7/5 10:00,13082,4108,5306,314,85,344,4905,0,82,0,-44,-2018
2021/7/5 11:00,13452,4105,4818,349,85,344,5831,0,79,0,-139,-2020
2021/7/5 12:00,13529,4108,4986,320,85,342,6522,0,63,0,-1143,-1754
2021/7/5 13:00,13798,4109,5068,448,85,337,6388,0,62,0,-767,-1932
2021/7/5 14:00,13768,4110,5183,475,85,338,5524,0,61,0,-346,-1662
2021/7/5 15:00,13557,4109,5482,486,85,339,4522,0,62,0,14,-1542
2021/7/5 16:00,13534,4106,6035,571,85,343,3178,0,52,0,604,-1440
2021/7/5 17:00,13177,4095,6132,730,85,344,1732,0,50,0,1313,-1304
2021/7/5 18:00,12908,4092,6158,773,85,350,507,0,49,0,1594,-700
2021/7/5 19:00,12500,4100,6160,828,85,351,25,0,61,0,1424,-534
2021/7/5 20:00,11787,4101,6157,708,85,351,0,0,66,0,739,-420
2021/7/5 21:00,11037,4101,6026,582,86,350,0,0,73,0,233,-414
2021/7/5 22:00,10405,4103,5849,522,86,353,0,0,89,0,65,-662
2021/7/5 23:00,9815,4102,5341,385,86,355,0,0,104,0,-52,-506
2021/7/6 0:00,9015,4104,5237,321,86,355,0,0,120,0,-340,-868
2021/7/6 1:00,8600,4105,5422,349,86,353,0,0,125,0,-906,-934
2021/7/6 2:00,8600,4108,5461,381,86,351,0,0,135,0,-1012,-910
2021/7/6 3:00,8842,4105,5502,474,86,354,0,0,135,0,-766,-1048
2021/7/6 4:00,9238,4108,5504,578,86,355,0,0,132,0,-343,-1182
2021/7/6 5:00,9392,4104,5397,589,86,354,53,0,124,0,-117,-1198
2021/7/6 6:00,9395,4103,5347,379,86,353,459,0,120,0,-534,-918
2021/7/6 7:00,9952,4105,5405,364,86,355,1305,0,124,0,-812,-980
2021/7/6 8:00,11297,4107,5591,341,85,353,2403,0,119,0,-702,-1000
2021/7/6 9:00,12519,4102,5570,424,85,349,3548,0,106,0,241,-1906
2021/7/6 10:00,12931,4100,5571,328,85,348,4023,0,95,0,329,-1948
2021/7/6 11:00,13431,4103,5529,314,85,348,4820,0,98,0,32,-1898
2021/7/6 12:00,13141,4101,5382,296,84,351,4891,0,97,0,-443,-1618
2021/7/6 13:00,13515,4109,5864,312,85,349,4872,0,104,0,-314,-1866
2021/7/6 14:00,13653,4107,6169,382,85,347,4246,0,107,0,-4,-1786
2021/7/6 15:00,13514,4104,6567,499,85,350,3477,0,97,0,15,-1680
2021/7/6 16:00,13457,4097,6671,523,85,350,2363,0,97,0,697,-1426
2021/7/6 17:00,13054,4094,6949,616,85,352,1261,0,84,0,497,-884
2021/7/6 18:00,12796,4097,7026,782,85,353,478,0,80,0,439,-544
2021/7/6 19:00,12478,4102,7058,814,85,352,24,0,73,0,428,-458
2021/7/6 20:00,11863,4106,6921,703,85,353,0,0,68,0,191,-564
2021/7/6 21:00,11183,4103,6643,534,85,351,0,0,66,0,37,-636
2021/7/6 22:00,10508,4102,6014,469,85,352,0,0,70,0,26,-610
2021/7/6 23:00,9960,4102,5617,360,85,354,0,0,90,0,12,-660
2021/7/7 0:00,9158,4100,5469,498,85,352,0,0,114,0,2,-1462
2021/7/7 1:00,8749,4099,5188,365,85,350,0,0,117,0,-563,-892
2021/7/7 2:00,8708,4109,5282,375,85,352,0,0,125,0,-862,-758
2021/7/7 3:00,8965,4110,5432,498,85,353,0,0,119,0,-628,-1004
2021/7/7 4:00,9348,4103,5469,534,85,354,0,0,122,0,-83,-1236
2021/7/7 5:00,9537,4104,5525,544,85,354,57,0,123,0,-37,-1218
2021/7/7 6:00,9653,4100,5371,364,85,353,465,0,115,0,-20,-1180
2021/7/7 7:00,10363,4103,5541,334,85,356,1186,0,116,0,-4,-1354
2021/7/7 8:00,11713,4100,6336,344,85,350,2108,0,123,0,223,-1956
2021/7/7 9:00,12961,4075,6638,290,85,348,3044,0,130,0,383,-2032
2021/7/7 10:00,13481,4021,6918,339,85,348,3408,0,131,0,263,-2032
2021/7/7 11:00,13652,4031,7052,449,85,349,3444,0,127,0,237,-2122
2021/7/7 12:00,13238,4055,6550,337,85,352,3434,0,143,0,-46,-1672
2021/7/7 13:00,13438,4078,6698,390,85,350,3317,0,164,0,-46,-1598
2021/7/7 14:00,13510,4101,6821,478,85,349,3146,0,161,0,-33,-1598
2021/7/7 15:00,13472,4110,6871,481,85,348,2766,0,158,0,-3,-1344
2021/7/7 16:00,13500,4095,7377,604,85,351,1989,0,160,0,407,-1568
2021/7/7 17:00,13108,4092,7535,718,85,352,1129,0,162,0,133,-1098
2021/7/7 18:00,12915,4093,7765,800,85,354,411,0,144,0,117,-854
2021/7/7 19:00,12629,4099,7834,819,85,354,11,0,146,0,229,-948
2021/7/7 20:00,12008,4104,7267,738,85,354,0,0,131,0,229,-900
2021/7/7 21:00,11270,4106,6478,521,85,353,0,0,150,0,11,-434
2021/7/7 22:00,10669,4102,6146,497,85,354,0,0,170,0,43,-728
2021/7/7 23:00,10075,4098,5815,393,85,356,0,0,192,0,32,-896
2021/7/8 0:00,9318,4099,5757,548,85,355,0,0,190,0,-54,-1662
2021/7/8 1:00,8889,4098,5626,367,85,352,0,0,202,0,-735,-1106
2021/7/8 2:00,8804,4102,5830,379,85,353,0,0,221,0,-1484,-682
2021/7/8 3:00,9077,4107,6038,397,85,355,0,0,215,0,-1352,-768
2021/7/8 4:00,9399,4101,6035,501,85,356,0,0,212,0,-1035,-856
2021/7/8 5:00,9673,4097,6241,539,85,354,43,0,218,0,-998,-906
2021/7/8 6:00,9708,4104,6220,383,85,354,402,0,236,0,-1194,-882
2021/7/8 7:00,10316,4103,6264,388,85,356,1108,0,235,0,-249,-1974
2021/7/8 8:00,11610,4097,6179,376,82,351,1737,0,235,0,-131,-1316
2021/7/8 9:00,12801,4098,6800,360,81,348,2444,0,229,0,487,-2046
2021/7/8 10:00,13264,4097,6695,391,81,346,2893,0,238,0,319,-1796
2021/7/8 11:00,13334,4096,6309,572,81,348,2286,0,243,0,923,-1524
2021/7/8 12:00,13137,4091,6283,408,81,352,2127,0,222,0,627,-1054
2021/7/8 13:00,13073,4090,6291,611,83,349,1791,0,196,0,970,-1308
2021/7/8 14:00,12955,4102,6293,703,85,348,1603,0,157,0,862,-1198
2021/7/8 15:00,12727,4104,6580,653,85,350,1315,0,125,0,531,-1016
2021/7/8 16:00,12551,4098,6819,681,85,351,1402,0,101,0,36,-1022
2021/7/8 17:00,12306,4100,6708,784,85,349,1123,0,88,0,1,-932
2021/7/8 18:00,12174,4101,6841,874,85,354,371,0,92,0,276,-820
2021/7/8 19:00,11856,4102,6818,936,85,352,14,0,103,0,316,-870
2021/7/8 20:00,11261,4110,6111,842,85,352,0,0,116,0,65,-420
2021/7/8 21:00,10563,4106,5347,746,85,350,0,0,142,0,-5,-208
2021/7/8 22:00,10135,4103,5257,604,85,351,0,0,183,0,-322,-126
2021/7/8 23:00,9631,4102,5126,563,85,353,0,0,194,0,-624,-168
2021/7/9 0:00,8922,4099,5084,659,85,353,0,0,192,0,-376,-1174
2021/7/9 1:00,8520,4100,5018,548,85,352,0,0,192,0,-1411,-364
2021/7/9 2:00,8433,4099,5107,554,85,352,0,0,178,0,-1108,-834
2021/7/9 3:00,8734,4100,5404,554,85,353,0,0,175,0,-1073,-864
2021/7/9 4:00,9111,4102,5400,677,85,354,0,0,183,0,-662,-1028
2021/7/9 5:00,9359,4103,5257,777,85,354,24,0,194,0,-605,-830
2021/7/9 6:00,9463,4100,5166,628,85,355,204,0,219,0,-626,-668
2021/7/9 7:00,9996,4108,5536,598,85,353,653,0,206,0,-351,-1192
2021/7/9 8:00,11248,4103,5963,618,85,348,1164,0,164,0,19,-1216
2021/7/9 9:00,12171,4100,6682,602,85,345,1742,0,134,0,91,-1610
2021/7/9 10:00,12567,4102,6482,485,85,346,2749,0,133,0,-15,-1800
2021/7/9 11:00,12561,4096,6174,467,85,347,2836,0,145,0,1,-1590
2021/7/9 12:00,12269,4089,6377,464,85,347,2378,0,158,0,-281,-1348
2021/7/9 13:00,12454,4092,6890,539,85,349,1672,0,129,0,100,-1402
2021/7/9 14:00,12369,4099,6463,644,85,349,1891,0,107,0,65,-1334
2021/7/9 15:00,12249,4094,5622,761,85,352,2273,0,97,0,-147,-888
2021/7/9 16:00,12416,4106,6495,917,85,353,1827,0,92,0,109,-1568
2021/7/9 17:00,12048,4094,6776,932,85,353,919,0,85,0,72,-1268
2021/7/9 18:00,11734,4097,6808,951,100,355,406,0,60,0,71,-1114
2021/7/9 19:00,11531,4100,6873,919,115,355,29,0,57,0,63,-980
2021/7/9 20:00,10972,4102,6415,842,115,354,0,0,68,0,16,-940
2021/7/9 21:00,10340,4104,5998,743,114,351,0,0,90,0,16,-1076
2021/7/9 22:00,9941,4109,5540,650,114,352,0,0,88,0,0,-912
2021/7/9 23:00,9455,4104,4784,602,114,355,0,0,98,0,-18,-584
2021/7/10 0:00,8718,4105,4647,704,114,354,0,0,90,0,-14,-1282
2021/7/10 1:00,8295,4104,3939,564,116,353,0,0,85,0,-10,-856
2021/7/10 2:00,8337,4101,3963,587,134,352,0,0,76,0,-24,-852
2021/7/10 3:00,8560,4100,4184,637,142,355,0,0,71,0,-23,-906
2021/7/10 4:00,8913,4093,4439,842,142,357,0,0,62,0,54,-1076
2021/7/10 5:00,8961,4090,4131,810,143,356,7,0,45,0,67,-688
2021/7/10 6:00,8631,4098,3435,649,143,355,107,0,47,0,-21,-182
2021/7/10 7:00,8805,4105,3412,642,143,358,270,0,51,0,-16,-160
2021/7/10 8:00,9572,4103,4003,649,143,356,488,0,51,0,-3,-218
2021/7/10 9:00,10070,4106,4075,633,144,354,791,0,83,0,12,-128
2021/7/10 10:00,9939,4105,3528,618,144,355,1719,0,75,0,-107,-498
2021/7/10 11:00,10043,4104,3344,630,143,358,2955,0,61,0,-766,-786
2021/7/10 12:00,9958,4098,2884,642,143,357,2881,0,48,0,-263,-832
2021/7/10 13:00,10002,4109,2837,651,143,357,3004,0,60,0,-387,-772
2021/7/10 14:00,9866,4100,3014,675,143,354,2900,0,47,0,-561,-806
2021/7/10 15:00,9869,4101,3427,711,143,356,2054,0,50,0,59,-1032
2021/7/10 16:00,9842,4096,4152,845,143,358,1490,0,49,0,307,-1598
2021/7/10 17:00,9948,4099,4162,1026,143,358,846,0,38,0,396,-1120
2021/7/10 18:00,9977,4106,3902,1037,143,358,241,0,28,0,844,-682
2021/7/10 19:00,9872,4111,3807,1025,143,358,18,0,28,0,952,-570
2021/7/10 20:00,9494,4117,3486,1010,143,360,0,0,32,0,978,-632
2021/7/10 21:00,9060,4111,3278,730,143,357,0,0,30,0,699,-288
2021/7/10 22:00,8771,4114,3302,650,143,358,0,0,26,0,658,-480
2021/7/10 23:00,8430,4109,3205,641,143,359,0,0,32,0,455,-514
2021/7/11 0:00,7836,4109,2998,635,143,359,0,0,35,0,-13,-430
2021/7/11 1:00,7474,4110,2617,653,143,359,0,0,38,0,-26,-420
2021/7/11 2:00,7556,4109,2713,631,143,359,0,0,49,0,0,-448
2021/7/11 3:00,7872,4109,2620,737,143,359,0,0,49,0,371,-516
2021/7/11 4:00,8235,4106,2640,853,143,359,0,0,48,0,680,-594
2021/7/11 5:00,8228,4107,2523,735,143,356,70,0,46,0,768,-520
