,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2023/4/1 0:00,7386,3233,4610,259,153,564,0,0,83,0,68,-1584
2023/4/1 1:00,7274,3237,4559,265,153,560,0,0,80,0,-22,-1558
2023/4/1 2:00,7706,3233,4870,302,153,564,0,0,80,0,46,-1542
2023/4/1 3:00,8273,3235,4899,402,154,565,0,0,100,0,588,-1670
2023/4/1 4:00,8566,3236,4697,729,154,563,0,0,96,0,571,-1480
2023/4/1 5:00,8364,3233,4253,670,154,560,0,0,91,0,1013,-1610
2023/4/1 6:00,7868,3236,3552,443,154,542,180,0,93,0,1010,-1342
2023/4/1 7:00,7431,3234,3074,333,153,497,1549,0,83,0,130,-1622
2023/4/1 8:00,7397,3234,2573,280,152,422,3397,95,7,52,-872,-1796
2023/4/1 9:00,7891,3235,2537,251,152,417,4205,1353,5,87,-1095,-1816
2023/4/1 10:00,7922,3235,2515,251,152,416,4377,2804,5,108,-1155,-1874
2023/4/1 11:00,8022,3235,2678,251,152,406,4273,3871,5,132,-1242,-1736
2023/4/1 12:00,7869,3235,2403,221,151,406,4173,3822,3,156,-1077,-1646
2023/4/1 13:00,7869,3235,2499,245,151,405,4129,2894,2,129,-1067,-1730
2023/4/1 14:00,7803,3233,2708,254,151,401,3635,1946,2,97,-783,-1798
2023/4/1 15:00,7691,3235,2969,255,151,405,3453,480,2,93,-933,-1846
2023/4/1 16:00,7759,3235,3570,258,152,406,2290,65,4,80,-332,-1824
2023/4/1 17:00,7958,3233,4135,547,152,457,941,0,87,0,-2,-1592
2023/4/1 18:00,8274,3234,4767,872,152,494,81,0,99,0,131,-1556
2023/4/1 19:00,8334,3232,4753,728,153,504,0,0,81,0,363,-1480
2023/4/1 20:00,8066,3236,4680,552,153,503,0,0,87,0,453,-1598
2023/4/1 21:00,7784,3234,4597,351,154,503,0,0,93,0,594,-1742
2023/4/1 22:00,7498,3233,4212,279,152,501,0,0,91,0,560,-1530
2023/4/1 23:00,7237,3232,4263,283,152,504,0,0,112,0,327,-1636
2023/4/2 0:00,6832,3236,4240,240,153,505,0,0,112,0,-8,-1646
2023/4/2 1:00,6778,3234,4183,255,154,500,0,0,106,0,-22,-1632
2023/4/2 2:00,7173,3233,4390,288,154,502,0,0,125,0,223,-1742
2023/4/2 3:00,7774,3235,4449,500,154,502,0,0,142,0,644,-1852
2023/4/2 4:00,8060,3235,4398,777,153,500,0,0,134,0,703,-1840
2023/4/2 5:00,7855,3236,4071,521,153,501,0,0,108,0,867,-1602
2023/4/2 6:00,7243,3234,3419,394,152,497,131,0,119,0,849,-1552
2023/4/2 7:00,6779,3234,3085,275,152,457,1268,0,107,0,-75,-1724
2023/4/2 8:00,6810,3235,2545,244,152,397,2567,543,7,82,-561,-1776
2023/4/2 9:00,7051,3235,2617,275,152,392,2852,1822,4,112,-672,-1804
2023/4/2 10:00,7074,3235,2359,229,152,391,3482,2822,4,122,-908,-1870
2023/4/2 11:00,7209,3234,2370,216,152,389,4172,3360,3,128,-1431,-1896
2023/4/2 12:00,7342,3232,2466,211,152,392,4360,3712,5,176,-1610,-1866
2023/4/2 13:00,7288,3234,2452,232,152,386,3992,3796,5,156,-1333,-1832
2023/4/2 14:00,7167,3233,2523,233,151,386,3731,3299,5,155,-1285,-1810
2023/4/2 15:00,7070,3232,2669,218,152,391,3555,1872,5,146,-1310,-1842
2023/4/2 16:00,7215,3234,3053,229,152,392,3340,204,5,147,-1340,-1850
2023/4/2 17:00,7654,3231,3958,298,152,436,1635,0,170,0,-322,-1904
2023/4/2 18:00,8036,3232,4686,821,152,474,167,0,191,0,247,-1934
2023/4/2 19:00,8206,3230,4667,790,152,482,0,0,208,0,315,-1638
2023/4/2 20:00,7954,3233,4375,564,152,483,0,0,206,0,509,-1568
2023/4/2 21:00,7671,3233,4069,346,152,478,0,0,203,0,576,-1386
2023/4/2 22:00,7356,3233,3659,293,152,478,0,0,192,0,539,-1190
2023/4/2 23:00,7089,3233,3833,254,153,481,0,0,181,0,360,-1406
2023/4/3 0:00,6711,3233,3540,248,153,478,0,0,175,0,0,-1116
2023/4/3 1:00,6669,3233,3486,232,153,476,0,0,153,0,-28,-1036
2023/4/3 2:00,7190,3233,4168,267,154,476,0,0,154,0,288,-1550
2023/4/3 3:00,7874,3233,4506,287,154,477,0,0,130,0,527,-1440
2023/4/3 4:00,8264,3234,4649,547,154,478,0,0,119,0,681,-1598
2023/4/3 5:00,8375,3234,4377,658,153,478,0,0,108,0,793,-1426
2023/4/3 6:00,8216,3233,4147,457,153,474,257,0,94,0,967,-1566
2023/4/3 7:00,7920,3233,3328,266,153,440,2012,0,86,0,254,-1852
2023/4/3 8:00,8040,3233,2742,252,152,381,4158,175,89,0,-679,-2288
2023/4/3 9:00,8655,3234,2677,230,152,381,5376,1118,100,0,-1073,-2422
2023/4/3 10:00,8822,3234,2545,247,152,381,6012,2109,96,0,-1365,-2480
2023/4/3 11:00,9036,3234,2789,204,152,382,6180,2887,107,0,-1594,-2418
2023/4/3 12:00,8767,3232,2609,188,152,385,5997,3373,121,0,-1579,-2338
2023/4/3 13:00,8887,3233,2710,188,152,382,6080,2699,127,0,-1567,-2418
2023/4/3 14:00,8864,3231,2658,223,152,380,5900,1757,134,0,-1390,-2424
2023/4/3 15:00,8772,3231,2759,217,151,381,5302,698,116,0,-1021,-2364
2023/4/3 16:00,8693,3232,3235,208,151,436,3898,0,114,0,-421,-2160
2023/4/3 17:00,8808,3228,4333,281,151,475,1524,0,110,0,414,-1708
2023/4/3 18:00,8902,3231,5256,510,151,480,136,0,100,0,976,-1938
2023/4/3 19:00,8966,3229,5360,633,153,480,0,0,77,0,836,-1802
2023/4/3 20:00,8617,3234,5253,600,152,477,0,0,71,0,762,-1932
2023/4/3 21:00,8302,3232,5214,546,153,474,0,0,60,0,769,-2146
2023/4/3 22:00,8055,3233,5021,325,153,475,0,0,56,0,654,-1862
2023/4/3 23:00,7755,3233,4961,247,154,478,0,0,72,0,212,-1602
2023/4/4 0:00,7266,3233,4785,229,154,478,0,0,83,0,4,-1700
2023/4/4 1:00,7206,3233,4590,223,154,475,0,0,73,0,-12,-1530
2023/4/4 2:00,7673,3235,5233,267,154,475,0,0,67,0,-6,-1752
2023/4/4 3:00,8257,3235,5911,302,153,479,0,0,66,0,155,-2044
2023/4/4 4:00,8619,3234,5898,476,153,478,0,0,84,0,344,-2048
2023/4/4 5:00,8581,3233,5785,663,153,479,0,0,92,0,240,-2064
2023/4/4 6:00,8336,3234,5288,508,153,480,222,0,104,0,205,-1858
2023/4/4 7:00,8003,3234,4213,273,154,471,1325,0,96,0,75,-1838
2023/4/4 8:00,8007,3233,2973,249,153,434,3535,1,93,0,-381,-2282
2023/4/4 9:00,8553,3233,2581,244,153,419,5364,196,104,0,-1079,-2466
2023/4/4 10:00,8992,3233,2633,243,152,421,5936,885,113,0,-1241,-2498
2023/4/4 11:00,8991,3233,2891,201,152,421,5455,1642,112,0,-1062,-2412
2023/4/4 12:00,8582,3233,2723,197,151,426,5077,1545,111,0,-1012,-2324
2023/4/4 13:00,8791,3234,3000,183,152,420,4934,835,118,0,-844,-2406
2023/4/4 14:00,8751,3234,3264,213,152,407,4838,1,124,0,-1079,-2402
2023/4/4 15:00,8547,3232,3832,227,152,384,3590,1,130,0,-626,-2374
2023/4/4 16:00,8794,3234,4368,220,152,432,2283,0,144,0,-247,-1792
2023/4/4 17:00,8827,3233,5363,292,152,470,861,0,149,0,-79,-1614
2023/4/4 18:00,9125,3232,6248,558,151,480,66,0,157,0,3,-1770
2023/4/4 19:00,9045,3232,6198,674,151,480,0,0,172,0,0,-1862
2023/4/4 20:00,8683,3233,5855,551,152,479,0,0,201,0,0,-1788
2023/4/4 21:00,8300,3231,5688,443,152,478,0,0,211,0,-3,-1900
2023/4/4 22:00,8001,3233,5474,307,152,476,0,0,202,0,1,-1844
2023/4/4 23:00,7721,3231,5039,226,152,480,0,0,217,0,0,-1624
2023/4/5 0:00,7297,3232,4634,230,152,479,0,0,186,0,-36,-1580
2023/4/5 1:00,7219,3229,4625,245,152,477,0,0,191,0,-268,-1432
2023/4/5 2:00,7575,3233,4791,364,152,479,0,0,197,0,-41,-1600
2023/4/5 3:00,8155,3233,5422,584,152,479,0,0,203,0,-8,-1910
2023/4/5 4:00,8456,3233,5616,770,152,481,0,0,218,0,0,-2014
2023/4/5 5:00,8411,3233,5527,668,151,481,0,0,263,0,0,-1912
2023/4/5 6:00,8149,3233,5485,486,151,483,39,0,244,0,4,-1976
2023/4/5 7:00,8227,3234,5343,482,152,482,314,0,249,0,-1,-2028
2023/4/5 8:00,8849,3232,5804,384,151,479,587,0,243,0,139,-2170
2023/4/5 9:00,9292,3208,6095,473,151,476,949,0,239,0,19,-2318
2023/4/5 10:00,9294,3157,5682,453,151,476,1302,0,232,0,1,-2160
2023/4/5 11:00,9402,3174,5741,262,151,481,1522,0,258,0,1,-2188
2023/4/5 12:00,8995,3201,5574,229,150,483,1252,0,254,0,0,-2148
2023/4/5 13:00,9299,3220,5608,249,150,476,1093,0,278,0,7,-1782
2023/4/5 14:00,9341,3232,5795,242,150,479,852,0,297,0,0,-1706
2023/4/5 15:00,9310,3232,6005,245,151,477,619,0,289,0,8,-1716
2023/4/5 16:00,9333,3235,6307,310,150,480,387,0,284,0,90,-1910
2023/4/5 17:00,9342,3232,6504,363,150,484,135,0,285,0,17,-1828
2023/4/5 18:00,9491,3232,6450,611,150,482,6,0,300,0,6,-1746
2023/4/5 19:00,9309,3233,6225,648,150,481,0,0,284,0,-6,-1706
2023/4/5 20:00,8968,3230,5300,606,150,477,0,0,275,0,8,-1078
2023/4/5 21:00,8548,3233,5092,458,150,479,0,0,266,0,8,-1138
2023/4/5 22:00,8265,3231,4987,323,150,477,0,0,271,0,-6,-1168
2023/4/5 23:00,7913,3232,4383,310,150,478,0,0,279,0,1,-920
2023/4/6 0:00,7519,3232,4430,348,150,479,0,0,264,0,-10,-1374
2023/4/6 1:00,7367,3233,4213,364,150,475,0,0,243,0,-11,-1300
2023/4/6 2:00,7769,3233,4547,379,150,477,0,0,204,0,-13,-1208
2023/4/6 3:00,8302,3231,4788,711,150,482,0,0,194,0,-4,-1250
2023/4/6 4:00,8625,3232,5020,845,150,482,0,0,189,0,-11,-1282
2023/4/6 5:00,8505,3234,5126,722,150,481,0,0,192,0,-2,-1398
2023/4/6 6:00,8166,3233,5040,589,150,479,45,0,216,0,-2,-1584
2023/4/6 7:00,8300,3231,5020,541,149,482,282,0,214,0,3,-1622
2023/4/6 8:00,8856,3233,5092,471,149,477,787,0,197,0,-4,-1546
2023/4/6 9:00,9325,3234,5000,428,149,474,1323,0,161,0,-12,-1432
2023/4/6 10:00,9253,3231,5011,413,148,472,1594,0,139,0,-13,-1742
2023/4/6 11:00,9124,3233,4207,421,148,476,2227,0,108,0,-130,-1566
2023/4/6 12:00,8839,3232,3760,405,148,476,2472,0,103,0,-243,-1514
2023/4/6 13:00,9270,3230,4349,406,148,473,1963,0,122,0,85,-1506
2023/4/6 14:00,9324,3231,4904,422,145,476,1302,0,138,0,10,-1304
