,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2021/4/1 0:00,7228,4131,4289,197,144,438,0,0,34,0,-19,-1986
2021/4/1 1:00,7195,4132,4202,219,144,437,0,0,41,0,-12,-1968
2021/4/1 2:00,7697,4131,4525,205,144,434,0,0,50,0,224,-2016
2021/4/1 3:00,8333,4131,5030,339,145,434,0,0,48,0,304,-2098
2021/4/1 4:00,8583,4129,5165,536,144,433,0,0,64,0,230,-2118
2021/4/1 5:00,8509,4133,5122,646,145,430,0,0,90,0,55,-2112
2021/4/1 6:00,8355,4131,4969,469,145,424,172,0,115,0,4,-2074
2021/4/1 7:00,8223,4133,4437,265,144,399,1177,0,136,0,-370,-2098
2021/4/1 8:00,8251,4130,3648,241,144,384,2698,0,164,0,-902,-2256
2021/4/1 9:00,8565,4133,3188,198,144,364,4199,72,160,0,-1683,-2138
2021/4/1 10:00,8541,4133,3065,188,144,349,4624,756,150,0,-1616,-2496
2021/4/1 11:00,8672,4131,2937,171,144,353,5134,913,149,0,-1833,-2514
2021/4/1 12:00,8556,4132,2892,179,144,353,4823,1286,167,0,-1708,-2426
2021/4/1 13:00,8580,4129,2855,164,144,353,4537,836,171,0,-1379,-2394
2021/4/1 14:00,8549,4130,2928,177,144,354,4047,329,166,0,-899,-2498
2021/4/1 15:00,8487,4131,3119,183,147,370,3187,0,166,0,-458,-2358
2021/4/1 16:00,8714,4120,3791,222,161,385,1706,0,193,0,602,-2466
2021/4/1 17:00,8886,4122,4548,303,163,387,604,0,226,0,913,-2380
2021/4/1 18:00,9260,4126,5108,669,163,392,33,0,239,0,960,-2430
2021/4/1 19:00,9224,4135,5181,695,163,390,0,0,237,0,821,-2398
2021/4/1 20:00,8845,4133,5036,553,164,392,0,0,235,0,660,-2328
2021/4/1 21:00,8456,4135,4933,311,164,386,0,0,237,0,520,-2230
2021/4/1 22:00,8040,4133,4566,228,164,387,0,0,201,0,481,-2120
2021/4/1 23:00,7701,4139,4144,206,164,388,0,0,210,0,468,-2018
2021/4/2 0:00,7268,4133,4027,215,164,395,0,0,212,0,96,-1974
2021/4/2 1:00,7243,4134,4105,192,163,394,0,0,209,0,-6,-1948
2021/4/2 2:00,7710,4135,4490,215,163,392,0,0,216,0,109,-2010
2021/4/2 3:00,8284,4134,4885,340,163,395,0,0,197,0,258,-2088
2021/4/2 4:00,8592,4134,4937,540,163,395,0,0,210,0,347,-2134
2021/4/2 5:00,8445,4132,4897,466,163,395,0,0,209,0,265,-2082
2021/4/2 6:00,8214,4133,4736,324,163,396,90,0,212,0,236,-2076
2021/4/2 7:00,8235,4133,4433,234,162,398,707,0,207,0,127,-2166
2021/4/2 8:00,8529,4136,3864,216,163,368,1744,0,233,0,103,-2298
2021/4/2 9:00,8809,4134,3233,192,162,329,3105,0,239,0,-125,-2460
2021/4/2 10:00,8896,4135,2953,200,163,325,4181,0,231,0,-786,-2506
2021/4/2 11:00,9040,4136,2815,198,160,326,4434,0,254,0,-781,-2502
2021/4/2 12:00,8660,4134,2494,172,163,328,4420,0,252,0,-903,-2400
2021/4/2 13:00,9093,4135,2572,181,163,326,4311,0,253,0,-372,-2476
2021/4/2 14:00,9088,4133,3150,200,163,324,3352,0,264,0,18,-2516
2021/4/2 15:00,9028,4135,3836,192,163,333,2398,0,258,0,203,-2490
2021/4/2 16:00,9014,4134,4630,214,163,389,1456,0,260,0,252,-2484
2021/4/2 17:00,9002,4128,5244,386,163,396,572,0,259,0,288,-2434
2021/4/2 18:00,9235,4127,5352,711,163,393,55,0,260,0,502,-2328
2021/4/2 19:00,9210,4130,5196,697,163,392,0,0,258,0,488,-2114
2021/4/2 20:00,8792,4139,5161,645,163,392,0,0,267,0,59,-2034
2021/4/2 21:00,8427,4137,5158,399,163,391,0,0,267,0,-10,-2078
2021/4/2 22:00,8103,4138,4657,308,163,392,0,0,258,0,-17,-1796
2021/4/2 23:00,7769,4135,4569,241,163,394,0,0,246,0,19,-1998
2021/4/3 0:00,7356,4137,3913,230,163,420,0,0,233,0,-28,-1712
2021/4/3 1:00,7247,4138,3799,236,163,414,0,0,232,0,-15,-1720
2021/4/3 2:00,7692,4136,4290,254,163,418,0,0,223,0,-42,-1750
2021/4/3 3:00,8249,4140,4739,407,162,421,0,0,224,0,-8,-1836
2021/4/3 4:00,8428,4135,4724,545,162,420,0,0,259,0,37,-1854
2021/4/3 5:00,8163,4136,4418,526,162,417,0,0,254,0,32,-1782
2021/4/3 6:00,7599,4136,3862,340,162,417,162,0,256,0,-4,-1732
2021/4/3 7:00,7415,4136,3221,275,163,418,1083,0,249,0,-370,-1760
2021/4/3 8:00,7631,4139,2303,248,162,418,2379,0,225,0,-615,-1628
2021/4/3 9:00,7887,4136,1746,253,162,411,3529,0,234,0,-718,-1866
2021/4/3 10:00,8064,4137,1634,256,161,397,4492,0,223,0,-1338,-1898
2021/4/3 11:00,8256,4138,1642,229,161,399,4957,0,221,0,-1599,-1892
2021/4/3 12:00,7978,4137,1634,218,161,399,4489,0,199,0,-1397,-1862
2021/4/3 13:00,8010,4136,1715,235,161,398,3608,0,178,0,-571,-1850
2021/4/3 14:00,8037,4134,1981,256,161,396,2888,0,175,0,-106,-1848
2021/4/3 15:00,7979,4136,2214,252,161,397,2069,0,177,0,437,-1864
2021/4/3 16:00,8170,4128,2940,305,161,399,1247,0,181,0,487,-1678
2021/4/3 17:00,8311,4128,3711,462,161,411,540,0,192,0,654,-1948
2021/4/3 18:00,8675,4127,4227,761,162,415,43,0,199,0,775,-2034
2021/4/3 19:00,8627,4134,4530,738,162,414,0,0,201,0,518,-2070
2021/4/3 20:00,8267,4135,4483,677,162,415,0,0,204,0,207,-2016
2021/4/3 21:00,7858,4137,4289,428,162,413,0,0,207,0,136,-1914
2021/4/3 22:00,7516,4138,4036,372,162,412,0,0,205,0,9,-1818
2021/4/3 23:00,7252,4137,3804,287,162,414,0,0,190,0,8,-1750
2021/4/4 0:00,6853,4134,3387,280,162,413,0,0,214,0,-17,-1720
