・エリア供給力は、特定できるものは電源種別とし、バイオマス混焼や特定できないものは火力に包含
・実績データを基本とするが、把握実態により計画･統計データを採用する場合があり、情報は速報扱いとし、修正が必要となった場合には事後的に修正する
・太陽光の自家消費分は、エリア需要実績や太陽光発電実績には加算していない
,,,,,,,,,,,,,単位：MWh
2017/04/06,07:00,14608,0,12985,511,0,0,648,0,39,0,-20,445
2017/04/06,08:00,16372,0,13416,711,0,0,1820,0,32,0,0,393
2017/04/06,09:00,17167,0,12632,808,0,0,3045,0,44,0,0,638
2017/04/06,10:00,17111,0,12591,594,0,0,3060,0,58,0,0,808
2017/04/06,11:00,16912,0,13724,662,0,0,1698,0,60,0,0,768
2017/04/06,12:00,15899,0,13546,729,0,0,1125,0,53,0,0,446
2017/04/06,13:00,17073,0,14450,790,0,0,1026,0,54,0,0,753
2017/04/06,14:00,17136,0,14896,810,0,0,766,0,63,0,0,601
2017/04/06,15:00,16918,0,14759,1274,0,0,503,0,58,0,0,324
2017/04/06,16:00,17025,0,14958,1559,0,0,177,0,56,0,0,275
2017/04/06,17:00,16902,0,14993,1741,0,0,4,0,49,0,0,115
2017/04/06,18:00,17084,0,14841,2036,0,0,0,0,57,0,0,150
2017/04/06,19:00,16371,0,14314,1898,0,0,0,0,67,0,0,92
2017/04/06,20:00,15668,0,14095,1277,0,0,0,0,62,0,0,234
2017/04/06,21:00,15063,0,13531,1059,0,0,0,0,58,0,0,415
2017/04/06,22:00,14476,0,12892,969,0,0,0,0,56,0,0,559
2017/04/06,23:00,13854,0,12328,961,0,0,0,0,59,0,0,506
2017/04/07,00:00,13054,0,11631,924,0,0,0,0,70,0,0,429
2017/04/07,01:00,12849,0,11418,935,0,0,0,0,82,0,0,414
2017/04/07,02:00,12915,0,11457,962,0,0,0,0,92,0,0,404
2017/04/07,03:00,12943,0,11492,974,0,0,0,0,87,0,0,390
2017/04/07,04:00,12847,0,11352,1003,0,0,0,0,85,0,0,407
2017/04/07,05:00,12820,0,11232,1037,0,0,0,0,105,0,0,446
2017/04/07,06:00,13555,0,11849,1119,0,0,8,0,113,0,0,466
2017/04/07,07:00,14580,0,12407,1380,0,0,130,0,103,0,0,560
2017/04/07,08:00,16351,0,13641,1712,0,0,401,0,91,0,0,506
2017/04/07,09:00,17383,0,14026,2074,0,0,812,0,88,0,0,383
2017/04/07,10:00,17407,0,13937,1847,0,0,1130,0,77,0,0,416
2017/04/07,11:00,17183,0,13816,1797,0,0,1244,0,65,0,0,261
2017/04/07,12:00,16006,0,12297,1301,0,0,1674,0,55,0,0,679
2017/04/07,13:00,17012,0,13397,1373,0,0,1780,0,44,0,0,418
2017/04/07,14:00,16959,0,13579,1442,0,0,1594,0,29,0,0,315
2017/04/07,15:00,16466,0,13532,1589,0,0,931,0,19,0,0,395
2017/04/07,16:00,16458,0,14067,1867,0,0,325,0,8,0,0,191
2017/04/07,17:00,16203,0,14051,1991,0,0,39,0,12,0,0,110
2017/04/07,18:00,16335,0,14196,1995,0,0,0,0,19,0,0,125
2017/04/07,19:00,15738,0,13624,1757,0,0,0,0,19,0,0,338
2017/04/07,20:00,15065,0,12871,1706,0,0,0,0,17,0,0,471
2017/04/07,21:00,14604,0,12662,1579,0,0,0,0,19,0,0,344
2017/04/07,22:00,14077,0,12133,1564,0,0,0,0,14,0,0,366
2017/04/07,23:00,13612,0,11579,1565,0,0,0,0,16,0,0,452
2017/04/08,00:00,12793,0,11097,1534,0,0,0,0,30,0,0,132
2017/04/08,01:00,12501,0,10846,1529,0,0,0,0,34,0,0,92
2017/04/08,02:00,12529,0,10930,1519,0,0,0,0,43,0,0,37
2017/04/08,03:00,12584,0,10987,1524,0,0,0,0,39,0,0,34
2017/04/08,04:00,12245,0,10634,1530,0,0,0,0,38,0,0,43
2017/04/08,05:00,11831,0,10072,1528,0,0,0,0,31,0,0,200
2017/04/08,06:00,11544,0,9920,1514,0,0,48,0,32,0,0,30
2017/04/08,07:00,11968,0,10059,1511,0,0,266,0,26,0,0,106
2017/04/08,08:00,12887,0,10601,1571,0,0,499,0,20,0,0,196
2017/04/08,09:00,13656,0,10761,1613,0,0,937,0,28,0,0,317
2017/04/08,10:00,13738,0,10637,1513,0,0,1167,0,47,0,0,374
2017/04/08,11:00,13709,0,10884,1507,0,0,923,0,63,0,0,332
2017/04/08,12:00,13326,0,10645,1463,0,0,859,0,69,0,0,290
2017/04/08,13:00,13438,0,10928,1512,0,0,654,0,66,0,0,278
2017/04/08,14:00,13367,0,10919,1601,0,0,534,0,53,0,0,260
2017/04/08,15:00,13321,0,11022,1738,0,0,317,0,45,0,0,199
2017/04/08,16:00,13276,0,11131,1917,0,0,94,0,45,0,0,89
2017/04/08,17:00,13519,0,11193,2147,0,0,7,0,33,0,0,139
2017/04/08,18:00,13836,0,11830,1877,0,0,0,0,31,0,0,98
2017/04/08,19:00,13567,0,11549,1618,0,0,0,0,25,0,0,375
2017/04/08,20:00,12982,0,11270,1565,0,0,0,0,33,0,0,114
2017/04/08,21:00,12406,0,10697,1572,0,0,0,0,26,0,0,111
2017/04/08,22:00,11722,0,10039,1597,0,0,0,0,32,0,0,54
2017/04/08,23:00,11375,0,9846,1596,0,0,0,0,35,0,-168,66
2017/04/09,00:00,10837,0,9467,1595,0,0,0,0,28,0,-248,-5
2017/04/09,01:00,10697,0,9377,1590,0,0,0,0,27,0,-250,-47
2017/04/09,02:00,10932,0,9612,1595,0,0,0,0,36,0,-248,-63
2017/04/09,03:00,10934,0,9623,1593,0,0,0,0,23,0,-250,-55
2017/04/09,04:00,10807,0,9493,1597,0,0,0,0,25,0,-250,-58
2017/04/09,05:00,10421,0,9062,1598,0,0,0,0,41,0,-248,-32
2017/04/09,06:00,10121,0,8643,1596,0,0,19,0,67,0,-248,44
2017/04/09,07:00,10395,0,8638,1652,0,0,164,0,90,0,-248,99
2017/04/09,08:00,10960,0,8856,1698,0,0,414,0,153,0,-248,87
2017/04/09,09:00,11727,0,9353,1676,0,0,605,0,149,0,-248,192
2017/04/09,10:00,11625,0,8337,1689,0,0,1547,0,160,0,-246,138
2017/04/09,11:00,11697,0,7675,1692,0,0,2680,0,163,0,-628,115
2017/04/09,12:00,11202,0,7950,1681,0,0,2043,0,167,0,-728,89
2017/04/09,13:00,11214,0,7705,1679,0,0,2341,0,159,0,-784,114
2017/04/09,14:00,11004,0,7616,1681,0,0,2345,0,183,0,-954,133
2017/04/09,15:00,11151,0,7941,1707,0,0,2123,0,192,0,-950,138
2017/04/09,16:00,11380,0,8953,1714,0,0,1123,0,158,0,-748,180
2017/04/09,17:00,11910,0,9862,1725,0,0,230,0,151,0,-262,204
2017/04/09,18:00,12807,0,10686,1732,0,0,0,0,192,0,0,197
2017/04/09,19:00,12876,0,10766,1762,0,0,0,0,172,0,0,176
2017/04/09,20:00,12666,0,10568,1757,0,0,0,0,148,0,0,193
2017/04/09,21:00,12183,0,10140,1745,0,0,0,0,173,0,0,125
2017/04/09,22:00,11496,0,9697,1738,0,0,0,0,147,0,-138,52
2017/04/09,23:00,11173,0,9457,1740,0,0,0,0,125,0,-236,87
2017/04/10,00:00,10665,0,9139,1755,0,0,0,0,111,0,-372,32
2017/04/10,01:00,10677,0,9278,1769,0,0,0,0,100,0,-472,2
2017/04/10,02:00,11001,0,9757,1759,0,0,0,0,69,0,-468,-116
2017/04/10,03:00,11271,0,9922,1766,0,0,0,0,40,0,-332,-125
2017/04/10,04:00,11337,0,9896,1765,0,0,0,0,20,0,-234,-110
2017/04/10,05:00,11637,0,10154,1765,0,0,0,0,11,0,-234,-59
2017/04/10,06:00,12453,0,10676,1753,0,0,223,0,10,0,-232,23
2017/04/10,07:00,13678,0,10896,1842,0,0,781,0,17,0,-20,162
2017/04/10,08:00,15761,0,12080,1838,0,0,1439,0,30,0,0,374
2017/04/10,09:00,16693,0,12462,1821,0,0,1745,0,51,0,0,614
2017/04/10,10:00,16720,0,12209,1763,0,0,2129,0,88,0,0,531
2017/04/10,11:00,16540,0,12374,1723,0,0,1765,0,142,0,0,536
2017/04/10,12:00,15448,0,11530,1682,0,0,1687,0,162,0,0,387
2017/04/10,13:00,16548,0,12631,1661,0,0,1467,0,180,0,0,609
2017/04/10,14:00,16689,0,13360,1646,0,0,971,0,186,0,0,526
2017/04/10,15:00,16635,0,13444,1808,0,0,499,0,190,0,0,694
2017/04/10,16:00,16917,0,13691,2229,0,0,252,0,192,0,0,553
2017/04/10,17:00,16819,0,13700,2397,0,0,44,0,194,0,0,484
2017/04/10,18:00,17023,0,14002,2412,0,0,0,0,184,0,0,425
2017/04/10,19:00,16426,0,13837,1997,0,0,0,0,188,0,0,404
2017/04/10,20:00,15722,0,13256,1789,0,0,0,0,179,0,0,498
2017/04/10,21:00,15256,0,12870,1722,0,0,0,0,183,0,0,481
2017/04/10,22:00,14641,0,12354,1715,0,0,0,0,184,0,0,388
2017/04/10,23:00,14023,0,12081,1711,0,0,0,0,191,0,0,40
2017/04/11,00:00,13100,0,11184,1662,0,0,0,0,210,0,0,44
2017/04/11,01:00,12883,0,10969,1659,0,0,0,0,230,0,0,25
2017/04/11,02:00,12993,0,11216,1629,0,0,0,0,238,0,0,-90
2017/04/11,03:00,13058,0,11285,1630,0,0,0,0,235,0,0,-92
2017/04/11,04:00,12994,0,11222,1595,0,0,0,0,236,0,0,-59
2017/04/11,05:00,13194,0,11367,1606,0,0,0,0,238,0,0,-17
2017/04/11,06:00,14090,0,12196,1608,0,0,7,0,219,0,0,60
2017/04/11,07:00,15187,0,13105,1635,0,0,79,0,182,0,0,186
2017/04/11,08:00,17459,0,14708,2017,0,0,212,0,171,0,0,351
2017/04/11,09:00,18747,0,15011,2665,0,0,309,0,182,0,0,580
2017/04/11,10:00,18819,0,15044,2661,0,0,402,0,171,0,0,541
2017/04/11,11:00,18688,0,14990,2452,0,0,552,0,180,0,0,514
2017/04/11,12:00,17250,0,13900,1891,0,0,737,0,214,0,0,508
2017/04/11,13:00,18277,0,14519,2267,0,0,646,0,235,0,0,610
2017/04/11,14:00,18399,0,14798,2343,0,0,395,0,222,0,0,641
2017/04/11,15:00,18134,0,14835,2246,0,0,288,0,201,0,0,564
2017/04/11,16:00,18223,0,14760,2657,0,0,139,0,103,0,0,564
2017/04/11,17:00,18032,0,14817,2629,0,0,18,0,79,0,0,489
2017/04/11,18:00,17913,0,14821,2537,0,0,0,0,59,0,0,496
2017/04/11,19:00,17137,0,14322,1947,0,0,0,0,135,0,0,733
2017/04/11,20:00,16368,0,13481,1902,0,0,0,0,172,0,0,813
2017/04/11,21:00,15840,0,13162,1895,0,0,0,0,185,0,0,598
2017/04/11,22:00,14939,0,12375,1836,0,0,0,0,201,0,0,527
2017/04/11,23:00,14284,0,12008,1825,0,0,0,0,208,0,0,243
2017/04/12,00:00,13403,0,11154,1801,0,0,0,0,226,0,-200,422
2017/04/12,01:00,13192,0,11018,1774,0,0,0,0,224,0,-242,418
2017/04/12,02:00,13175,0,11065,1778,0,0,0,0,225,0,-236,343
2017/04/12,03:00,13257,0,11144,1787,0,0,0,0,226,0,-240,340
2017/04/12,04:00,13157,0,11092,1772,0,0,0,0,210,0,-238,321
2017/04/12,05:00,13217,0,11144,1762,0,0,2,0,195,0,-238,352
2017/04/12,06:00,13815,0,11629,1766,0,0,390,0,194,0,-238,74
2017/04/12,07:00,14558,0,11329,1802,0,0,1306,0,209,0,-238,150
2017/04/12,08:00,16187,0,11416,1856,0,0,2463,0,199,0,-2,255
2017/04/12,09:00,17105,0,11005,1865,0,0,3666,0,199,0,0,370
2017/04/12,10:00,16984,0,10407,1864,0,0,4219,0,196,0,0,298
2017/04/12,11:00,16939,0,10320,1821,0,0,4575,0,183,0,-241,281
2017/04/12,12:00,15509,0,9910,1729,0,0,4293,0,185,0,-834,226
2017/04/12,13:00,16489,0,10552,1739,0,0,4202,0,194,0,-466,268
2017/04/12,14:00,16417,0,10853,1771,0,0,3661,0,208,0,-373,297
2017/04/12,15:00,16166,0,11068,1855,0,0,2747,0,222,0,-75,349
2017/04/12,16:00,16219,0,12191,1940,0,0,1459,0,229,0,0,400
2017/04/12,17:00,16013,0,13105,1944,0,0,319,0,231,0,-2,416
2017/04/12,18:00,16634,0,13579,2360,0,0,0,0,231,0,0,464
2017/04/12,19:00,16438,0,13533,2216,0,0,0,0,207,0,0,482
2017/04/12,20:00,15883,0,13217,1907,0,0,0,0,197,0,0,562
2017/04/12,21:00,15412,0,12802,1884,0,0,0,0,189,0,0,537
2017/04/12,22:00,14702,0,12308,1871,0,0,0,0,173,0,-158,508
2017/04/12,23:00,14171,0,11948,1854,0,0,0,0,172,0,-238,435
2017/04/13,00:00,13358,0,11345,1750,0,0,0,0,159,0,-236,340
2017/04/13,01:00,13149,0,11271,1722,0,0,0,0,153,0,-312,315
2017/04/13,02:00,13323,0,11738,1720,0,0,0,0,124,0,-468,209
2017/04/13,03:00,13456,0,11860,1676,0,0,0,0,88,0,-370,202
2017/04/13,04:00,13433,0,11696,1666,0,0,0,0,83,0,-234,222
2017/04/13,05:00,13637,0,11850,1666,0,0,9,0,76,0,-234,270
2017/04/13,06:00,14352,0,11946,1708,0,0,711,0,70,0,-232,149
2017/04/13,07:00,14947,0,11036,1723,0,0,2151,0,62,0,-232,207
2017/04/13,08:00,16453,0,11079,1748,0,0,3302,0,71,0,0,253
2017/04/13,09:00,17381,0,10777,1792,0,0,4308,0,108,0,0,396
2017/04/13,10:00,17211,0,10164,1704,0,0,4911,0,124,0,0,308
2017/04/13,11:00,17047,0,9959,1648,0,0,5055,0,120,0,-40,305
2017/04/13,12:00,15600,0,9286,1583,0,0,4800,0,110,0,-446,267
2017/04/13,13:00,16505,0,10152,1585,0,0,4389,0,105,0,-8,282
2017/04/13,14:00,16438,0,10577,1623,0,0,3823,0,114,0,0,301
2017/04/13,15:00,16062,0,11084,1661,0,0,2875,0,104,0,0,338
2017/04/13,16:00,16215,0,12251,1718,0,0,1624,0,86,0,0,536
2017/04/13,17:00,16079,0,12890,2350,0,0,380,0,71,0,0,388
2017/04/13,18:00,16586,0,13039,3092,0,0,0,0,59,0,0,396
2017/04/13,19:00,16398,0,12904,2974,0,0,0,0,41,0,0,479
2017/04/13,20:00,15802,0,12593,2612,0,0,0,0,29,0,0,568
2017/04/13,21:00,15291,0,12689,2218,0,0,0,0,18,0,0,366
2017/04/13,22:00,14694,0,12430,1770,0,0,0,0,16,0,0,478
2017/04/13,23:00,14169,0,12037,1688,0,0,0,0,21,0,-80,503
2017/04/14,00:00,13452,0,11979,1572,0,0,0,0,18,0,-234,117
2017/04/14,01:00,13261,0,11815,1568,0,0,0,0,18,0,-236,96
2017/04/14,02:00,13394,0,12046,1557,0,0,0,0,19,0,-234,6
2017/04/14,03:00,13532,0,12271,1511,0,0,0,0,25,0,-234,-41
2017/04/14,04:00,13485,0,12228,1487,0,0,0,0,26,0,-232,-24
2017/04/14,05:00,13578,0,12259,1493,0,0,12,0,18,0,-234,30
2017/04/14,06:00,14139,0,12148,1542,0,0,599,0,21,0,-232,61
2017/04/14,07:00,14694,0,11280,1609,0,0,1881,0,12,0,-234,146
2017/04/14,08:00,16153,0,11171,1607,0,0,3193,0,11,0,-20,191
2017/04/14,09:00,16893,0,10860,1628,0,0,4137,0,17,0,0,251
2017/04/14,10:00,16730,0,10154,1573,0,0,4759,0,19,0,0,225
2017/04/14,11:00,16571,0,9754,1530,0,0,5026,0,29,0,0,232
2017/04/14,12:00,15200,0,8608,1424,0,0,4941,0,35,0,0,192
2017/04/14,13:00,16164,0,9865,1424,0,0,4521,0,46,0,0,308
2017/04/14,14:00,16118,0,10503,1496,0,0,3771,0,51,0,0,297
2017/04/14,15:00,15839,0,11057,1709,0,0,2673,0,42,0,0,358
2017/04/14,16:00,15841,0,12303,1729,0,0,1399,0,33,0,0,377
2017/04/14,17:00,15423,0,12763,1854,0,0,292,0,30,0,0,484
2017/04/14,18:00,15825,0,13011,2293,0,0,0,0,30,0,0,491
2017/04/14,19:00,15574,0,12368,2748,0,0,0,0,26,0,0,432
2017/04/14,20:00,14961,0,12053,2573,0,0,0,0,27,0,0,308
2017/04/14,21:00,14536,0,11981,2276,0,0,0,0,32,0,0,247
2017/04/14,22:00,14044,0,11816,1914,0,0,0,0,51,0,0,263
2017/04/14,23:00,13594,0,11620,1798,0,0,0,0,48,0,0,128
2017/04/15,00:00,12849,0,11204,1603,0,0,0,0,40,0,0,2
2017/04/15,01:00,12469,0,10917,1528,0,0,0,0,39,0,0,-15
2017/04/15,02:00,12534,0,11014,1528,0,0,0,0,31,0,0,-39
2017/04/15,03:00,12520,0,10985,1512,0,0,0,0,25,0,0,-2
2017/04/15,04:00,12405,0,10823,1564,0,0,0,0,16,0,0,2
2017/04/15,05:00,11978,0,10383,1541,0,0,12,0,19,0,0,23
2017/04/15,06:00,11769,0,9686,1481,0,0,572,0,20,0,0,10
2017/04/15,07:00,12018,0,8727,1501,0,0,1747,0,14,0,0,29
2017/04/15,08:00,12749,0,8685,1500,0,0,2501,0,28,0,0,35
2017/04/15,09:00,13177,0,8758,1512,0,0,2947,0,30,0,0,-70
2017/04/15,10:00,13300,0,8916,1505,0,0,2719,0,38,0,0,122
2017/04/15,11:00,13302,0,9778,1496,0,0,1850,0,60,0,0,118
2017/04/15,12:00,12963,0,9949,1451,0,0,1426,0,90,0,0,47
2017/04/15,13:00,13351,0,9233,1452,0,0,2553,0,104,0,0,9
2017/04/15,14:00,13011,0,8247,1460,0,0,3200,0,96,0,0,8
2017/04/15,15:00,12692,0,8614,1512,0,0,2465,0,74,0,0,27
2017/04/15,16:00,12626,0,9572,1609,0,0,1283,0,62,0,0,100
2017/04/15,17:00,12682,0,10680,1729,0,0,210,0,43,0,0,20
