・エリア供給力は、特定できるものは電源種別とし、バイオマス混焼や特定できないものは火力に包含(2018年10月1日から揚水欄は揚水発電と揚水動力の合計値）
・実績データを基本とするが、把握実態により計画･統計データを採用する場合があり、情報は速報扱いとし、修正が必要となった場合には事後的に修正する
・太陽光の自家消費分は、エリア需要実績や太陽光発電実績には加算していない
,,,,,,,,,,,,,単位：MWh
2020/04/02,05:00,13332,0,9832,1851,0,0,0,0,162,0,0,1487
2020/04/02,06:00,13889,0,9907,1859,0,0,683,0,159,0,33,1248
2020/04/02,07:00,14749,0,8904,1802,0,0,2690,0,175,0,47,1131
2020/04/02,08:00,16478,0,8693,1788,0,0,4548,0,183,0,93,1173
2020/04/02,09:00,17466,0,8214,1738,0,0,5466,0,193,0,185,1670
2020/04/02,10:00,17274,0,7021,1730,0,0,6403,0,199,0,169,1752
2020/04/02,11:00,17209,0,7206,1729,0,0,6641,0,201,0,-282,1714
2020/04/02,12:00,15991,0,6724,1704,0,0,6211,0,213,0,-737,1876
2020/04/02,13:00,16669,0,7861,1692,0,0,5496,0,214,0,-368,1774
2020/04/02,14:00,16737,0,8019,1716,0,0,5147,0,215,0,-41,1681
2020/04/02,15:00,16290,0,8404,1749,0,0,4055,0,212,0,203,1667
2020/04/02,16:00,16253,0,10398,1806,0,0,2107,0,199,0,352,1391
2020/04/02,17:00,15960,0,11904,1857,0,0,408,0,178,0,229,1384
2020/04/02,18:00,16620,0,12622,1858,0,0,0,0,172,0,1111,857
2020/04/02,19:00,16370,0,12607,1853,0,0,0,0,154,0,790,966
2020/04/02,20:00,16004,0,12441,1856,0,0,0,0,114,0,662,931
2020/04/02,21:00,15587,0,12326,1833,0,0,0,0,114,0,576,738
2020/04/02,22:00,15036,0,12097,1809,0,0,0,0,97,0,103,930
2020/04/02,23:00,14481,0,11820,1755,0,0,0,0,90,0,26,790
2020/04/03,00:00,13778,0,11227,1629,0,0,0,0,83,0,19,820
2020/04/03,01:00,13419,0,10526,1651,0,0,0,0,80,0,0,1162
2020/04/03,02:00,13598,0,10799,1606,0,0,0,0,70,0,0,1123
2020/04/03,03:00,13793,0,11065,1556,0,0,0,0,67,0,10,1095
2020/04/03,04:00,13823,0,11030,1579,0,0,0,0,59,0,13,1142
2020/04/03,05:00,14059,0,11044,1649,0,0,0,0,50,0,58,1258
2020/04/03,06:00,14630,0,10886,1687,0,0,766,0,34,0,147,1110
2020/04/03,07:00,15240,0,10415,1626,0,0,2440,0,25,0,30,704
2020/04/03,08:00,16756,0,10397,1574,0,0,3963,0,9,0,171,642
2020/04/03,09:00,17548,0,9727,1577,0,0,5329,0,4,0,303,608
2020/04/03,10:00,17267,0,8521,1533,0,0,6228,0,5,0,95,885
2020/04/03,11:00,16974,0,7794,1482,0,0,6637,0,7,0,160,894
2020/04/03,12:00,15630,0,6917,1461,0,0,6601,0,5,0,-212,858
2020/04/03,13:00,16103,0,7708,1539,0,0,5771,0,4,0,148,933
2020/04/03,14:00,15936,0,8348,1613,0,0,4385,0,7,0,274,1309
2020/04/03,15:00,15502,0,9015,1665,0,0,3062,0,5,0,855,900
2020/04/03,16:00,15387,0,9962,1818,0,0,1614,0,5,0,910,1078
2020/04/03,17:00,14991,0,11309,1893,0,0,273,0,3,0,490,1023
2020/04/03,18:00,15520,0,11894,1896,0,0,0,0,3,0,376,1351
2020/04/03,19:00,15321,0,11811,1871,0,0,0,0,2,0,376,1261
2020/04/03,20:00,14965,0,11537,1789,0,0,0,0,2,0,371,1266
2020/04/03,21:00,14553,0,11678,1715,0,0,0,0,1,0,323,836
2020/04/03,22:00,14156,0,11281,1698,0,0,0,0,2,0,17,1158
2020/04/03,23:00,13669,0,10874,1651,0,0,0,0,6,0,0,1138
2020/04/04,00:00,12927,0,10465,1417,0,0,0,0,10,0,0,1035
2020/04/04,01:00,12718,0,10184,1412,0,0,0,0,7,0,0,1115
2020/04/04,02:00,12836,0,10385,1424,0,0,0,0,9,0,0,1018
2020/04/04,03:00,12938,0,10592,1433,0,0,0,0,12,0,0,901
2020/04/04,04:00,12748,0,10401,1426,0,0,0,0,12,0,0,909
2020/04/04,05:00,12375,0,9919,1406,0,0,0,0,10,0,0,1040
2020/04/04,06:00,12056,0,8913,1491,0,0,718,0,4,0,0,930
2020/04/04,07:00,12139,0,7399,1458,0,0,2682,0,0,0,0,600
2020/04/04,08:00,12666,0,6424,1300,0,0,4557,0,0,0,-277,662
2020/04/04,09:00,12831,0,5987,1313,0,0,6029,0,2,0,-1148,648
2020/04/04,10:00,12827,0,6270,1319,0,0,6887,0,8,0,-1841,184
2020/04/04,11:00,12779,0,6111,1250,0,0,7031,0,11,0,-1693,69
2020/04/04,12:00,12335,0,5887,1246,0,0,6621,0,13,0,-1518,86
2020/04/04,13:00,12174,0,6059,1250,0,0,5987,0,12,0,-1407,273
2020/04/04,14:00,11911,0,6447,1256,0,0,4899,0,22,0,-1306,593
2020/04/04,15:00,11647,0,6967,1266,0,0,3289,0,41,0,-818,902
2020/04/04,16:00,11809,0,7996,1320,0,0,1810,0,45,0,129,509
2020/04/04,17:00,12041,0,9474,1373,0,0,343,0,32,0,286,533
2020/04/04,18:00,12926,0,10413,1502,0,0,0,0,25,0,338,648
2020/04/04,19:00,12858,0,10517,1545,0,0,0,0,44,0,142,610
2020/04/04,20:00,12568,0,10137,1478,0,0,0,0,48,0,0,905
2020/04/04,21:00,12088,0,9344,1444,0,0,0,0,60,0,0,1240
2020/04/04,22:00,11451,0,8658,1421,0,0,0,0,77,0,0,1295
2020/04/04,23:00,11271,0,9051,1402,0,0,0,0,72,0,0,746
2020/04/05,00:00,10643,0,8604,1288,0,0,0,0,72,0,0,679
2020/04/05,01:00,10561,0,8187,1270,0,0,0,0,83,0,0,1021
2020/04/05,02:00,10881,0,8548,1313,0,0,0,0,94,0,0,926
2020/04/05,03:00,11119,0,8751,1311,0,0,0,0,120,0,0,937
2020/04/05,04:00,11211,0,8866,1314,0,0,0,0,141,0,0,890
2020/04/05,05:00,10922,0,8552,1310,0,0,1,0,150,0,0,909
2020/04/05,06:00,10656,0,7597,1303,0,0,604,0,142,0,120,890
2020/04/05,07:00,11060,0,6144,1227,0,0,2645,0,136,0,55,853
2020/04/05,08:00,11583,0,5465,1226,0,0,4737,0,164,0,-402,393
2020/04/05,09:00,11824,0,5460,1249,0,0,5938,0,181,0,-954,-50
2020/04/05,10:00,11853,0,5211,1228,0,0,6831,0,188,0,-1512,-93
2020/04/05,11:00,11996,0,4932,1195,0,0,7632,0,198,0,-1776,-185
2020/04/05,12:00,11885,0,4996,1172,0,0,7600,0,204,0,-1804,-283
2020/04/05,13:00,11476,0,5108,1188,0,0,6961,0,213,0,-1793,-201
2020/04/05,14:00,11216,0,5889,1206,0,0,5900,0,215,0,-1772,-222
2020/04/05,15:00,11271,0,6511,1234,0,0,4383,0,216,0,-1390,317
2020/04/05,16:00,11726,0,6988,1286,0,0,2409,0,212,0,-319,1150
2020/04/05,17:00,12560,0,8605,1483,0,0,494,0,202,0,368,1408
2020/04/05,18:00,13667,0,10161,1555,0,0,0,0,190,0,456,1305
2020/04/05,19:00,13847,0,10852,1489,0,0,0,0,150,0,426,930
2020/04/05,20:00,13627,0,10957,1416,0,0,0,0,124,0,173,957
2020/04/05,21:00,13160,0,10528,1386,0,0,0,0,118,0,30,1098
2020/04/05,22:00,12295,0,9539,1305,0,0,0,0,114,0,0,1337
2020/04/05,23:00,11941,0,9633,1257,0,0,0,0,109,0,0,942
2020/04/06,00:00,11405,0,9321,1144,0,0,0,0,121,0,0,819
2020/04/06,01:00,11347,0,9101,1098,0,0,0,0,117,0,0,1031
2020/04/06,02:00,11647,0,9340,1269,0,0,0,0,112,0,0,926
2020/04/06,03:00,11967,0,9743,1222,0,0,0,0,104,0,0,898
2020/04/06,04:00,12064,0,9635,1274,0,0,0,0,119,0,24,1012
2020/04/06,05:00,12565,0,9866,1335,0,0,1,0,116,0,100,1147
2020/04/06,06:00,13430,0,9694,1341,0,0,924,0,110,0,199,1162
2020/04/06,07:00,14552,0,8852,1289,0,0,3104,0,101,0,95,1111
2020/04/06,08:00,16236,0,8667,1385,0,0,5056,0,105,0,31,992
2020/04/06,09:00,17209,0,7896,1385,0,0,6551,0,109,0,103,1165
2020/04/06,10:00,17066,0,7343,1347,0,0,7337,0,101,0,112,826
2020/04/06,11:00,16963,0,7183,1295,0,0,7753,0,105,0,91,536
2020/04/06,12:00,15684,0,6700,1308,0,0,7603,0,130,0,-658,601
2020/04/06,13:00,16304,0,7241,1301,0,0,7058,0,132,0,-191,763
2020/04/06,14:00,16030,0,7526,1343,0,0,6064,0,135,0,-235,1197
2020/04/06,15:00,15714,0,8132,1421,0,0,4519,0,158,0,37,1447
2020/04/06,16:00,15692,0,9710,1485,0,0,2516,0,166,0,296,1519
2020/04/06,17:00,15383,0,12176,1695,0,0,569,0,145,0,446,352
2020/04/06,18:00,16046,0,12951,1813,0,0,0,0,164,0,1027,91
2020/04/06,19:00,15911,0,12929,1813,0,0,0,0,161,0,878,130
2020/04/06,20:00,15543,0,12359,1668,0,0,0,0,131,0,550,835
2020/04/06,21:00,15241,0,12279,1600,0,0,0,0,122,0,318,922
2020/04/06,22:00,14591,0,11832,1563,0,0,0,0,113,0,105,978
2020/04/06,23:00,14064,0,11570,1512,0,0,0,0,97,0,16,869
2020/04/07,00:00,13384,0,11152,1369,0,0,0,0,84,0,0,779
2020/04/07,01:00,13261,0,11095,1359,0,0,0,0,89,0,0,718
2020/04/07,02:00,13480,0,11331,1409,0,0,0,0,89,0,0,651
2020/04/07,03:00,13730,0,11535,1425,0,0,0,0,85,0,30,655
2020/04/07,04:00,13830,0,11416,1449,0,0,0,0,63,0,206,696
2020/04/07,05:00,14061,0,11558,1443,0,0,1,0,47,0,193,819
2020/04/07,06:00,14617,0,11297,1447,0,0,735,0,34,0,251,853
2020/04/07,07:00,15317,0,10512,1379,0,0,2523,0,20,0,246,637
2020/04/07,08:00,16927,0,9990,1351,0,0,4633,0,12,0,233,708
2020/04/07,09:00,17539,0,8301,1356,0,0,6254,0,19,0,113,1496
2020/04/07,10:00,17230,0,7121,1315,0,0,7133,0,24,0,107,1530
2020/04/07,11:00,17097,0,6625,1283,0,0,7594,0,37,0,67,1491
2020/04/07,12:00,15627,0,6853,1265,0,0,6542,0,47,0,-530,1450
2020/04/07,13:00,16250,0,7474,1306,0,0,5452,0,61,0,31,1926
2020/04/07,14:00,16237,0,7207,1399,0,0,5581,0,57,0,-35,2028
2020/04/07,15:00,15753,0,8121,1482,0,0,4282,0,60,0,-85,1893
2020/04/07,16:00,15693,0,9932,1584,0,0,2462,0,72,0,235,1408
2020/04/07,17:00,15179,0,11496,1800,0,0,568,0,67,0,504,744
2020/04/07,18:00,15698,0,12210,1862,0,0,0,0,69,0,847,710
2020/04/07,19:00,15547,0,11987,1855,0,0,0,0,50,0,819,836
2020/04/07,20:00,15182,0,11769,1698,0,0,0,0,31,0,373,1311
2020/04/07,21:00,14799,0,11885,1533,0,0,0,0,28,0,211,1142
2020/04/07,22:00,14193,0,11422,1501,0,0,0,0,28,0,16,1226
2020/04/07,23:00,13808,0,11467,1448,0,0,0,0,29,0,0,864
2020/04/08,00:00,13068,0,10967,1428,0,0,0,0,28,0,0,645
2020/04/08,01:00,13027,0,10776,1407,0,0,0,0,24,0,0,820
2020/04/08,02:00,13228,0,11028,1432,0,0,0,0,18,0,0,750
2020/04/08,03:00,13522,0,11317,1422,0,0,0,0,19,0,69,695
2020/04/08,04:00,13522,0,11248,1430,0,0,0,0,14,0,99,731
2020/04/08,05:00,13687,0,11217,1421,0,0,2,0,13,0,131,903
2020/04/08,06:00,14281,0,10935,1416,0,0,891,0,9,0,180,850
2020/04/08,07:00,14884,0,9814,1333,0,0,2914,0,8,0,52,763
2020/04/08,08:00,16452,0,9415,1321,0,0,4758,0,7,0,278,673
2020/04/08,09:00,17166,0,8677,1256,0,0,6109,0,10,0,200,914
2020/04/08,10:00,16914,0,7239,1206,0,0,6908,0,9,0,95,1457
2020/04/08,11:00,16684,0,6965,1167,0,0,7182,0,17,0,93,1260
2020/04/08,12:00,15475,0,6779,1166,0,0,6944,0,28,0,-476,1034
2020/04/08,13:00,16131,0,7369,1194,0,0,6239,0,54,0,100,1175
2020/04/08,14:00,16014,0,7900,1217,0,0,5182,0,85,0,239,1391
2020/04/08,15:00,15665,0,8740,1316,0,0,3694,0,82,0,430,1403
2020/04/08,16:00,15500,0,9982,1466,0,0,1967,0,71,0,631,1383
2020/04/08,17:00,14977,0,10844,1700,0,0,390,0,49,0,716,1278
2020/04/08,18:00,15509,0,11581,1760,0,0,0,0,54,0,899,1215
2020/04/08,19:00,15275,0,11743,1763,0,0,0,0,38,0,729,1002
2020/04/08,20:00,14790,0,11562,1617,0,0,0,0,46,0,465,1100
2020/04/08,21:00,14252,0,11325,1514,0,0,0,0,69,0,310,1034
2020/04/08,22:00,13736,0,11008,1418,0,0,0,0,91,0,133,1086
2020/04/08,23:00,13243,0,10928,1428,0,0,0,0,106,0,134,647
2020/04/09,00:00,12500,0,10348,1326,0,0,0,0,104,0,33,689
2020/04/09,01:00,12216,0,9960,1299,0,0,0,0,88,0,0,869
2020/04/09,02:00,12424,0,10105,1333,0,0,0,0,81,0,0,905
2020/04/09,03:00,12723,0,10171,1349,0,0,0,0,107,0,42,1054
2020/04/09,04:00,12804,0,9991,1385,0,0,0,0,104,0,44,1280
2020/04/09,05:00,12830,0,9981,1377,0,0,3,0,87,0,0,1382
2020/04/09,06:00,13454,0,9841,1298,0,0,1007,0,71,0,0,1237
2020/04/09,07:00,14197,0,9247,1189,0,0,3161,0,56,0,15,529
2020/04/09,08:00,15893,0,9203,1160,0,0,5063,0,57,0,117,293
2020/04/09,09:00,16754,0,7886,1122,0,0,6490,0,61,0,117,1078
2020/04/09,10:00,16653,0,7030,1098,0,0,7301,0,85,0,65,1074
2020/04/09,11:00,16505,0,6570,1096,0,0,7617,0,112,0,81,1029
2020/04/09,12:00,15224,0,6383,1091,0,0,7469,0,109,0,-784,956
2020/04/09,13:00,15934,0,6944,1117,0,0,6885,0,104,0,-186,1070
2020/04/09,14:00,15755,0,7368,1171,0,0,5818,0,101,0,118,1179
2020/04/09,15:00,15393,0,8441,1322,0,0,4254,0,96,0,168,1112
2020/04/09,16:00,15361,0,9792,1452,0,0,2285,0,79,0,752,1001
2020/04/09,17:00,14985,0,11293,1494,0,0,513,0,55,0,1175,455
2020/04/09,18:00,15440,0,11708,1601,0,0,0,0,61,0,1646,424
2020/04/09,19:00,15304,0,12201,1629,0,0,0,0,71,0,1099,304
2020/04/09,20:00,14846,0,12241,1632,0,0,0,0,65,0,400,508
2020/04/09,21:00,14352,0,12088,1491,0,0,0,0,56,0,311,406
2020/04/09,22:00,13870,0,11836,1388,0,0,0,0,63,0,29,554
2020/04/09,23:00,13486,0,11596,1329,0,0,0,0,80,0,26,455
2020/04/10,00:00,12657,0,10486,1289,0,0,0,0,90,0,1,791
2020/04/10,01:00,12460,0,9990,1290,0,0,0,0,83,0,0,1097
2020/04/10,02:00,12682,0,10191,1264,0,0,0,0,98,0,0,1129
2020/04/10,03:00,12895,0,10390,1283,0,0,0,0,143,0,43,1036
2020/04/10,04:00,12906,0,10380,1287,0,0,0,0,126,0,43,1070
2020/04/10,05:00,12936,0,10302,1278,0,0,4,0,126,0,0,1226
2020/04/10,06:00,13395,0,9901,1276,0,0,882,0,111,0,0,1225
2020/04/10,07:00,14124,0,8614,1246,0,0,2711,0,132,0,3,1418
2020/04/10,08:00,15838,0,8627,1176,0,0,4579,0,161,0,42,1253
2020/04/10,09:00,16685,0,8031,1137,0,0,6014,0,162,0,54,1287
2020/04/10,10:00,16703,0,7611,1086,0,0,7065,0,139,0,57,745
2020/04/10,11:00,16514,0,7614,1076,0,0,7321,0,154,0,64,285
2020/04/10,12:00,15255,0,6874,1054,0,0,7085,0,155,0,-243,330
2020/04/10,13:00,15869,0,7140,1086,0,0,6958,0,164,0,-20,541
2020/04/10,14:00,15580,0,7520,1101,0,0,6013,0,173,0,-401,1174
2020/04/10,15:00,15295,0,8617,1160,0,0,4600,0,181,0,-320,1057
2020/04/10,16:00,15232,0,10163,1282,0,0,2575,0,187,0,79,946
2020/04/10,17:00,14869,0,11252,1366,0,0,614,0,186,0,354,1097
2020/04/10,18:00,15492,0,12532,1471,0,0,0,0,181,0,627,681
2020/04/10,19:00,15460,0,12738,1454,0,0,0,0,171,0,649,448
2020/04/10,20:00,15073,0,12418,1440,0,0,0,0,146,0,450,619
2020/04/10,21:00,14602,0,12311,1299,0,0,0,0,132,0,363,497
2020/04/10,22:00,14160,0,11978,1207,0,0,0,0,116,0,209,650
2020/04/10,23:00,13679,0,11791,1186,0,0,0,0,93,0,251,358
2020/04/11,00:00,13012,0,11608,1014,0,0,0,0,78,0,38,274
2020/04/11,01:00,12670,0,11487,998,0,0,0,0,64,0,64,57
2020/04/11,02:00,12862,0,11710,1009,0,0,0,0,55,0,102,-14
2020/04/11,03:00,12972,0,11702,1020,0,0,0,0,66,0,202,-18
2020/04/11,04:00,12880,0,11547,1025,0,0,0,0,67,0,262,-21
2020/04/11,05:00,12505,0,11290,1024,0,0,11,0,68,0,105,7
2020/04/11,06:00,12135,0,9956,1010,0,0,1013,0,44,0,0,112
2020/04/11,07:00,12192,0,7887,942,0,0,3117,0,42,0,0,204
2020/04/11,08:00,12718,0,6736,906,0,0,5010,0,57,0,-2,11
2020/04/11,09:00,12813,0,6739,902,0,0,6025,0,50,0,-375,-528
2020/04/11,10:00,12816,0,6518,905,0,0,6942,0,34,0,-986,-597
2020/04/11,11:00,12587,0,6524,868,0,0,7121,0,28,0,-1423,-531
2020/04/11,12:00,12397,0,7014,858,0,0,7178,0,20,0,-1972,-701
2020/04/11,13:00,12035,0,6631,851,0,0,6545,0,24,0,-1178,-838
2020/04/11,14:00,11623,0,6752,852,0,0,5280,0,29,0,-679,-611
2020/04/11,15:00,11586,0,7288,878,0,0,3649,0,19,0,-275,27
2020/04/11,16:00,11620,0,8221,965,0,0,1902,0,16,0,140,376
2020/04/11,17:00,12247,0,10452,1077,0,0,357,0,20,0,224,117
2020/04/11,18:00,13199,0,11388,1137,0,0,0,0,14,0,360,300
2020/04/11,19:00,13260,0,11600,1142,0,0,0,0,10,0,268,240
2020/04/11,20:00,12900,0,11603,1068,0,0,0,0,8,0,0,221
2020/04/11,21:00,12416,0,11322,1045,0,0,0,0,7,0,0,42
2020/04/11,22:00,11698,0,10512,1028,0,0,0,0,6,0,0,152
2020/04/11,23:00,11423,0,10286,990,0,0,0,0,5,0,0,142
2020/04/12,00:00,10749,0,9476,829,0,0,0,0,2,0,0,442
2020/04/12,01:00,10688,0,9469,819,0,0,0,0,2,0,0,398
2020/04/12,02:00,11060,0,9789,849,0,0,0,0,4,0,0,418
2020/04/12,03:00,11326,0,9996,857,0,0,0,0,2,0,0,471
2020/04/12,04:00,11339,0,9970,884,0,0,0,0,2,0,0,483
2020/04/12,05:00,11013,0,9855,881,0,0,1,0,2,0,-2,276
2020/04/12,06:00,10614,0,9024,948,0,0,313,0,3,0,-122,448
2020/04/12,07:00,10610,0,7984,871,0,0,1516,0,3,0,-242,478
2020/04/12,08:00,11159,0,7709,910,0,0,2775,0,3,0,-390,152
2020/04/12,09:00,11426,0,7905,941,0,0,3245,0,6,0,-661,-10
2020/04/12,10:00,11408,0,8782,923,0,0,3004,0,5,0,-1308,2
2020/04/12,11:00,11495,0,8814,921,0,0,2960,0,20,0,-1324,104
2020/04/12,12:00,11484,0,9492,866,0,0,2231,0,26,0,-506,-625
2020/04/12,13:00,11572,0,9413,831,0,0,1503,0,28,0,48,-251
2020/04/12,14:00,11556,0,9723,856,0,0,939,0,33,0,7,-2
2020/04/12,15:00,11817,0,10511,907,0,0,475,0,34,0,220,-330
2020/04/12,16:00,12347,0,11014,1013,0,0,135,0,56,0,184,-55
2020/04/12,17:00,13111,0,11730,1056,0,0,10,0,72,0,78,165
2020/04/12,18:00,13714,0,12514,1079,0,0,0,0,78,0,64,-21
2020/04/12,19:00,13439,0,12391,1100,0,0,0,0,104,0,68,-224
2020/04/12,20:00,13135,0,11911,1112,0,0,0,0,161,0,0,-49
2020/04/12,21:00,12503,0,11089,1054,0,0,0,0,196,0,0,164
2020/04/12,22:00,11656,0,10262,1006,0,0,0,0,209,0,0,179
2020/04/12,23:00,11264,0,10031,980,0,0,0,0,213,0,-178,218
2020/04/13,00:00,10664,0,9872,930,0,0,0,0,211,0,-878,529
2020/04/13,01:00,10621,0,9550,928,0,0,0,0,208,0,-851,786
2020/04/13,02:00,10972,0,9738,1007,0,0,0,0,207,0,-162,182
2020/04/13,03:00,11290,0,10072,990,0,0,0,0,199,0,0,29
2020/04/13,04:00,11412,0,10119,1032,0,0,0,0,186,0,0,75
2020/04/13,05:00,11691,0,10211,1083,0,0,2,0,188,0,0,207
2020/04/13,06:00,12399,0,11124,1016,0,0,102,0,154,0,0,3
2020/04/13,07:00,14101,0,12719,1087,0,0,230,0,146,0,47,-128
2020/04/13,08:00,16526,0,13982,1210,0,0,626,0,147,0,786,-225
2020/04/13,09:00,17726,0,14393,1351,0,0,688,0,102,0,1296,-104
2020/04/13,10:00,17746,0,14540,1284,0,0,1030,0,35,0,1155,-298
2020/04/13,11:00,17645,0,14769,1243,0,0,1195,0,52,0,626,-240
2020/04/13,12:00,16579,0,14561,1153,0,0,1086,0,53,0,134,-408
2020/04/13,13:00,17417,0,14883,1255,0,0,854,0,58,0,581,-214
2020/04/13,14:00,17451,0,14849,1355,0,0,699,0,75,0,574,-101
2020/04/13,15:00,17096,0,15004,1329,0,0,382,0,89,0,357,-65
2020/04/13,16:00,17096,0,15016,1416,0,0,200,0,95,0,347,22
2020/04/13,17:00,16657,0,14920,1479,0,0,27,0,105,0,404,-278
2020/04/13,18:00,16677,0,15076,1547,0,0,0,0,101,0,561,-608
2020/04/13,19:00,16123,0,14930,1512,0,0,0,0,69,0,360,-748
2020/04/13,20:00,15498,0,14485,1495,0,0,0,0,120,0,117,-719
2020/04/13,21:00,14929,0,13659,1422,0,0,0,0,146,0,33,-331
2020/04/13,22:00,14275,0,12312,1414,0,0,0,0,142,0,0,407
2020/04/13,23:00,13696,0,11938,1282,0,0,0,0,155,0,0,321
2020/04/14,00:00,12848,0,10391,1325,0,0,0,0,170,0,0,962
2020/04/14,01:00,12646,0,10063,1319,0,0,0,0,162,0,0,1102
2020/04/14,02:00,12750,0,10095,1410,0,0,0,0,149,0,0,1096
2020/04/14,03:00,13004,0,10193,1456,0,0,0,0,164,0,50,1141
2020/04/14,04:00,13010,0,10140,1460,0,0,0,0,170,0,50,1190
2020/04/14,05:00,13183,0,10403,1445,0,0,17,0,181,0,0,1137
2020/04/14,06:00,13842,0,10008,1374,0,0,1121,0,192,0,0,1147
2020/04/14,07:00,14655,0,8476,1337,0,0,3119,0,179,0,8,1536
2020/04/14,08:00,16460,0,8144,1368,0,0,4925,0,171,0,140,1712
2020/04/14,09:00,17361,0,7698,1332,0,0,6364,0,153,0,229,1585
2020/04/14,10:00,17241,0,7594,1257,0,0,7180,0,156,0,-192,1246
2020/04/14,11:00,17072,0,7753,1246,0,0,7674,0,158,0,-411,652
2020/04/14,12:00,15855,0,7179,1207,0,0,7647,0,170,0,-978,630
2020/04/14,13:00,16384,0,7907,1198,0,0,7067,0,172,0,-837,877
2020/04/14,14:00,16044,0,8055,1206,0,0,6005,0,169,0,-821,1430
2020/04/14,15:00,15678,0,8801,1285,0,0,4557,0,169,0,-318,1184
2020/04/14,16:00,15599,0,10203,1329,0,0,2605,0,164,0,40,1258
2020/04/14,17:00,15225,0,11543,1460,0,0,679,0,158,0,92,1293
2020/04/14,18:00,15749,0,12929,1570,0,0,0,0,157,0,94,999
2020/04/14,19:00,15648,0,12949,1609,0,0,0,0,147,0,91,852
2020/04/14,20:00,15243,0,12612,1627,0,0,0,0,141,0,106,757
2020/04/14,21:00,14893,0,12608,1508,0,0,0,0,132,0,91,554
2020/04/14,22:00,14382,0,11631,1475,0,0,0,0,113,0,40,1123
2020/04/14,23:00,13931,0,11619,1384,0,0,0,0,105,0,37,786
2020/04/15,00:00,13193,0,11132,1332,0,0,0,0,97,0,34,598
2020/04/15,01:00,12989,0,11199,1271,0,0,0,0,84,0,26,409
2020/04/15,02:00,13171,0,11528,1215,0,0,0,0,64,0,26,338
2020/04/15,03:00,13462,0,11732,1222,0,0,0,0,59,0,70,379
2020/04/15,04:00,13530,0,11799,1208,0,0,0,0,53,0,50,420
2020/04/15,05:00,13681,0,11928,1207,0,0,37,0,44,0,0,465
2020/04/15,06:00,14115,0,11277,1162,0,0,1154,0,39,0,0,483
2020/04/15,07:00,14683,0,9802,1190,0,0,3093,0,35,0,0,563
2020/04/15,08:00,16319,0,9486,1175,0,0,4969,0,35,0,22,632
2020/04/15,09:00,16989,0,8763,1147,0,0,6408,0,27,0,30,614
2020/04/15,10:00,16692,0,8966,1148,0,0,6819,0,23,0,-330,66
